"record_id","doi","interaction_type","is_covalent_binding","experiment_mode_primary","experiment_mode_detail","application_context","comparable_target_class","model_ready","model_ready_blocker","manual_review_priority","q5_protein_evidence_flag","q5_triage_action","standardization_rules_version"
"PHA-67836256a9-005","10.1016/j.chroma.2014.11.081","selective_adsorption","no","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-006","10.1016/j.chroma.2014.11.081","selective_adsorption","no","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-007","10.1016/j.chroma.2014.11.081","selective_adsorption","no","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-008","10.1016/j.chroma.2014.11.081","selective_adsorption","no","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-009","10.1016/j.chroma.2014.11.081","selective_adsorption","no","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-010","10.1016/j.chroma.2014.11.081","selective_adsorption","no","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-011","10.1016/j.chroma.2014.11.081","selective_adsorption","no","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-012","10.1016/j.chroma.2014.11.081","selective_adsorption","no","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-013","10.1016/j.chroma.2014.11.081","physical_adsorption","no","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-014","10.1016/j.chroma.2014.11.081","physical_adsorption","no","column","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-015","10.1016/j.chroma.2014.11.081","selective_adsorption","no","column","column_dynamic_binding","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-016","10.1016/j.chroma.2014.11.081","selective_adsorption","no","column","column_dynamic_binding","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-017","10.1016/j.chroma.2014.11.081","unknown","unclear","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-018","10.1016/j.chroma.2014.11.081","selective_adsorption","no","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-019","10.1016/j.chroma.2014.11.081","unknown","unclear","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-020","10.1016/j.chroma.2014.11.081","unknown","unclear","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-021","10.1016/j.chroma.2014.11.081","affinity_binding","no","column","column_breakthrough","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-67836256a9-022","10.1016/j.chroma.2014.11.081","selective_adsorption","no","column","column_breakthrough","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-087f246dd8-001","10.1016/j.chroma.2015.01.075","covalent_immobilization","yes","column","column_breakthrough","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-087f246dd8-002","10.1016/j.chroma.2015.01.075","covalent_immobilization","yes","column","other","purification","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit","medium","True","not_applicable","curated_release_20260707"
"PHA-087f246dd8-003","10.1016/j.chroma.2015.01.075","covalent_immobilization","yes","column","other","purification","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit","medium","True","not_applicable","curated_release_20260707"
"PHA-087f246dd8-004","10.1016/j.chroma.2015.01.075","covalent_immobilization","yes","column","other","purification","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit","medium","True","not_applicable","curated_release_20260707"
"PHA-087f246dd8-005","10.1016/j.chroma.2015.01.075","covalent_immobilization","yes","column","other","purification","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit","medium","True","not_applicable","curated_release_20260707"
"PHA-087f246dd8-006","10.1016/j.chroma.2015.01.075","covalent_immobilization","yes","column","other","purification","weak","False","not_strong_or_medium_comparable","high","True","not_applicable","curated_release_20260707"
"PHA-087f246dd8-007","10.1016/j.chroma.2015.01.075","covalent_immobilization","yes","column","other","purification","not_comparable","False","not_strong_or_medium_comparable","high","True","not_applicable","curated_release_20260707"
"PHA-cdbadd7a43-001","10.1016/j.chroma.2015.02.051","unknown","unclear","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-cdbadd7a43-002","10.1016/j.chroma.2015.02.051","antifouling_low_adsorption","no","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-cdbadd7a43-003","10.1016/j.chroma.2015.02.051","unknown","unclear","column","column_breakthrough","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-cdbadd7a43-004","10.1016/j.chroma.2015.02.051","antifouling_low_adsorption","no","column","column_breakthrough","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-cdbadd7a43-005","10.1016/j.chroma.2015.02.051","unknown","unclear","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-cdbadd7a43-006","10.1016/j.chroma.2015.02.051","antifouling_low_adsorption","no","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-cdbadd7a43-007","10.1016/j.chroma.2015.02.051","antifouling_low_adsorption","no","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-cdbadd7a43-008","10.1016/j.chroma.2015.02.051","selective_adsorption","no","column","column_breakthrough","purification","not_comparable","False","not_strong_or_medium_comparable;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-c4e2c6fd2f-001","10.1016/j.chroma.2015.03.052","covalent_immobilization","yes","immobilization","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-c4e2c6fd2f-002","10.1016/j.chroma.2015.03.052","covalent_immobilization","yes","immobilization","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-c4e2c6fd2f-003","10.1016/j.chroma.2015.03.052","covalent_immobilization","yes","immobilization","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-c4e2c6fd2f-004","10.1016/j.chroma.2015.03.052","covalent_immobilization","yes","immobilization","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-c4e2c6fd2f-005","10.1016/j.chroma.2015.03.052","covalent_immobilization","yes","immobilization","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-c4e2c6fd2f-006","10.1016/j.chroma.2015.03.052","covalent_immobilization","yes","immobilization","batch_adsorption_isotherm","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-783ff49622-001","10.1016/j.chroma.2018.03.022","covalent_immobilization","yes","column","other","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-783ff49622-002","10.1016/j.chroma.2018.03.022","covalent_immobilization","yes","column","other","protein_immobilization","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-783ff49622-003","10.1016/j.chroma.2018.03.022","covalent_immobilization","yes","column","other","protein_immobilization","strong","False","low_source_quality","high","True","not_applicable","curated_release_20260707"
"PHA-783ff49622-004","10.1016/j.chroma.2018.03.022","covalent_immobilization","yes","column","other","protein_immobilization","strong","False","missing_or_unnormalizable_unit;low_source_quality","high","True","not_applicable","curated_release_20260707"
"PHA-783ff49622-005","10.1016/j.chroma.2018.03.022","covalent_immobilization","yes","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-783ff49622-006","10.1016/j.chroma.2018.03.022","covalent_immobilization","yes","column","other","purification","medium","False","missing_or_unnormalizable_unit;low_source_quality","high","True","not_applicable","curated_release_20260707"
"PHA-783ff49622-007","10.1016/j.chroma.2018.03.022","covalent_immobilization","yes","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-b7a954c19a-001","10.1016/j.chroma.2018.05.026","covalent_immobilization","yes","column","column_breakthrough","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-b7a954c19a-002","10.1016/j.chroma.2018.05.026","covalent_immobilization","yes","column","column_breakthrough","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-b7a954c19a-003","10.1016/j.chroma.2018.05.026","covalent_immobilization","yes","column","column_breakthrough","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-a3cd2de9bb-001","10.1016/j.chroma.2018.07.027","unknown","unclear","column","other","purification","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-a3cd2de9bb-002","10.1016/j.chroma.2018.07.027","physical_adsorption","no","column","other","purification","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-a3cd2de9bb-003","10.1016/j.chroma.2018.07.027","unknown","unclear","column","other","purification","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit","medium","True","not_applicable","curated_release_20260707"
"PHA-a3cd2de9bb-004","10.1016/j.chroma.2018.07.027","selective_adsorption","no","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-a3cd2de9bb-005","10.1016/j.chroma.2018.07.027","entrapment","no","column","protein_immobilization_activity","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-a3cd2de9bb-006","10.1016/j.chroma.2018.07.027","selective_adsorption","no","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-a3cd2de9bb-007","10.1016/j.chroma.2018.07.027","selective_adsorption","no","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-a3cd2de9bb-008","10.1016/j.chroma.2018.07.027","selective_adsorption","no","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-a3cd2de9bb-009","10.1016/j.chroma.2018.07.027","physical_adsorption","no","column","other","purification","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit","medium","True","not_applicable","curated_release_20260707"
"PHA-324c6faa16-001","10.1016/j.chroma.2025.465801","selective_adsorption","no","batch","batch_adsorption_isotherm","mechanism_study","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-324c6faa16-002","10.1016/j.chroma.2025.465801","selective_adsorption","no","batch","batch_adsorption_isotherm","mechanism_study","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-324c6faa16-003","10.1016/j.chroma.2025.465801","selective_adsorption","no","batch","batch_adsorption_isotherm","mechanism_study","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-324c6faa16-004","10.1016/j.chroma.2025.465801","selective_adsorption","no","batch","batch_adsorption_isotherm","mechanism_study","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-324c6faa16-005","10.1016/j.chroma.2025.465801","selective_adsorption","no","batch","batch_adsorption_isotherm","mechanism_study","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-324c6faa16-006","10.1016/j.chroma.2025.465801","selective_adsorption","no","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-324c6faa16-007","10.1016/j.chroma.2025.465801","selective_adsorption","no","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-324c6faa16-008","10.1016/j.chroma.2025.465801","selective_adsorption","no","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-324c6faa16-009","10.1016/j.chroma.2025.465801","selective_adsorption","no","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-324c6faa16-010","10.1016/j.chroma.2025.465801","selective_adsorption","no","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-324c6faa16-011","10.1016/j.chroma.2025.465801","selective_adsorption","no","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-324c6faa16-012","10.1016/j.chroma.2025.465801","selective_adsorption","no","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-324c6faa16-013","10.1016/j.chroma.2025.465801","selective_adsorption","no","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-324c6faa16-014","10.1016/j.chroma.2025.465801","selective_adsorption","no","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-324c6faa16-015","10.1016/j.chroma.2025.465801","selective_adsorption","no","batch","batch_adsorption_kinetics","mechanism_study","weak","False","not_strong_or_medium_comparable","high","True","not_applicable","curated_release_20260707"
"PHA-d599fbca61-001","10.1016/j.chroma.2025.466188","covalent_immobilization","yes","column","other","purification","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d599fbca61-002","10.1016/j.chroma.2025.466188","covalent_immobilization","yes","column","batch_adsorption_isotherm","protein_immobilization","not_comparable","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-d599fbca61-003","10.1016/j.chroma.2025.466188","covalent_immobilization","yes","column","other","purification","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit","medium","True","not_applicable","curated_release_20260707"
"PHA-d599fbca61-004","10.1016/j.chroma.2025.466188","covalent_immobilization","yes","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d599fbca61-005","10.1016/j.chroma.2025.466188","covalent_immobilization","yes","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d599fbca61-006","10.1016/j.chroma.2025.466188","covalent_immobilization","yes","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d599fbca61-007","10.1016/j.chroma.2025.466188","covalent_immobilization","yes","column","other","purification","weak","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit","medium","True","not_applicable","curated_release_20260707"
"PHA-d599fbca61-008","10.1016/j.chroma.2025.466188","covalent_immobilization","yes","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d599fbca61-009","10.1016/j.chroma.2025.466188","covalent_immobilization","yes","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d599fbca61-010","10.1016/j.chroma.2025.466188","covalent_immobilization","yes","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d599fbca61-011","10.1016/j.chroma.2025.466188","covalent_immobilization","yes","column","other","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-5d8a44f5af-001","10.1016/j.cis.2016.11.003","antifouling_low_adsorption","no","surface","other","antifouling","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","keep","curated_release_20260707"
"PHA-5d8a44f5af-002","10.1016/j.cis.2016.11.003","antifouling_low_adsorption","no","hemocompatibility","other","antifouling","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","keep","curated_release_20260707"
"PHA-5d8a44f5af-003","10.1016/j.cis.2016.11.003","entrapment","no","surface","other","protein_immobilization","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","False","not_applicable","curated_release_20260707"
"PHA-5d8a44f5af-004","10.1016/j.cis.2016.11.003","antifouling_low_adsorption","no","surface","other","antifouling","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","keep","curated_release_20260707"
"PHA-5d8a44f5af-005","10.1016/j.cis.2016.11.003","antifouling_low_adsorption","no","hemocompatibility","other","antifouling","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","keep","curated_release_20260707"
"PHA-5d8a44f5af-006","10.1016/j.cis.2016.11.003","affinity_binding","no","microarray","surface_fouling_assay","screening_library","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-5d8a44f5af-007","10.1016/j.cis.2016.11.003","affinity_binding","no","microarray","other","screening_library","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","False","not_applicable","curated_release_20260707"
"PHA-5d8a44f5af-008","10.1016/j.cis.2016.11.003","entrapment","no","immobilization","other","protein_immobilization","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;low_source_quality","medium","False","not_applicable","curated_release_20260707"
"PHA-5d8a44f5af-009","10.1016/j.cis.2016.11.003","covalent_immobilization","yes","immobilization","fluorescence_surface_quantification","protein_immobilization","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","False","not_applicable","curated_release_20260707"
"PHA-5d8a44f5af-010","10.1016/j.cis.2016.11.003","covalent_immobilization","yes","immobilization","fluorescence_surface_quantification","protein_immobilization","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","False","not_applicable","curated_release_20260707"
"PHA-5d8a44f5af-011","10.1016/j.cis.2016.11.003","entrapment","no","surface","other","protein_immobilization","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-5d8a44f5af-012","10.1016/j.cis.2016.11.003","affinity_binding","no","other","other","mechanism_study","weak","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","False","not_applicable","curated_release_20260707"
"PHA-9fc1e4eaa3-001","10.1016/j.cis.2024.103359","antifouling_low_adsorption","no","surface","other","antifouling","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","keep","curated_release_20260707"
"PHA-9fc1e4eaa3-002","10.1016/j.cis.2024.103359","antifouling_low_adsorption","no","other","other","antifouling","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","keep","curated_release_20260707"
"PHA-9fc1e4eaa3-003","10.1016/j.cis.2024.103359","protein_fouling","no","surface","other","biointerface_adsorption","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-9fc1e4eaa3-004","10.1016/j.cis.2024.103359","antifouling_low_adsorption","no","other","other","antifouling","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","keep","curated_release_20260707"
"PHA-9fc1e4eaa3-005","10.1016/j.cis.2024.103359","antifouling_low_adsorption","no","biofouling","surface_fouling_assay","antifouling","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","keep","curated_release_20260707"
"PHA-9fc1e4eaa3-006","10.1016/j.cis.2024.103359","protein_fouling","no","surface","batch_adsorption_equilibrium","other","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-9fc1e4eaa3-007","10.1016/j.cis.2024.103359","selective_adsorption","no","hemocompatibility","other","hemocompatibility","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-9fc1e4eaa3-008","10.1016/j.cis.2024.103359","antifouling_low_adsorption","no","hemocompatibility","surface_fouling_assay","antifouling","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","keep","curated_release_20260707"
"PHA-9fc1e4eaa3-009","10.1016/j.cis.2024.103359","affinity_binding","no","biofouling","surface_fouling_assay","antifouling","not_comparable","False","missing_key_experiment_condition;not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","keep","curated_release_20260707"
"PHA-4ab150644a-001","10.1016/j.clae.2018.03.005","unknown","unclear","batch","static_incubation","other","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-4ab150644a-002","10.1016/j.clae.2018.03.005","unknown","unclear","batch","static_incubation","other","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-4ab150644a-003","10.1016/j.clae.2018.03.005","unknown","unclear","batch","static_incubation","other","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-4ab150644a-004","10.1016/j.clae.2018.03.005","unknown","unclear","batch","static_incubation","other","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-4ab150644a-005","10.1016/j.clae.2018.03.005","unknown","unclear","batch","static_incubation","other","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-4ab150644a-006","10.1016/j.clae.2018.03.005","unknown","unclear","surface","static_incubation","other","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-4ab150644a-007","10.1016/j.clae.2018.03.005","unknown","unclear","batch","static_incubation","other","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-d12939dee0-001","10.1016/j.clae.2019.09.007","physical_adsorption","no","other","other","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit","medium","True","not_applicable","curated_release_20260707"
"PHA-d12939dee0-002","10.1016/j.clae.2019.09.007","physical_adsorption","no","surface","other","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit","medium","True","not_applicable","curated_release_20260707"
"PHA-d12939dee0-003","10.1016/j.clae.2019.09.007","physical_adsorption","no","surface","other","mechanism_study","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit","medium","True","not_applicable","curated_release_20260707"
"PHA-d12939dee0-004","10.1016/j.clae.2019.09.007","physical_adsorption","no","surface","other","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit","medium","True","not_applicable","curated_release_20260707"
"PHA-d12939dee0-005","10.1016/j.clae.2019.09.007","physical_adsorption","no","other","other","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit","medium","True","not_applicable","curated_release_20260707"
"PHA-d12939dee0-006","10.1016/j.clae.2019.09.007","physical_adsorption","no","surface","other","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit","medium","True","not_applicable","curated_release_20260707"
"PHA-29b4855d05-001","10.1016/j.colsurfa.2006.01.011","physical_adsorption","no","batch","batch_adsorption_equilibrium","biointerface_adsorption","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-29b4855d05-002","10.1016/j.colsurfa.2006.01.011","physical_adsorption","no","batch","batch_adsorption_equilibrium","purification","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-29b4855d05-003","10.1016/j.colsurfa.2006.01.011","affinity_binding","no","surface","other","biointerface_adsorption","not_comparable","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-7d359cb6ec-001","10.1016/j.colsurfa.2009.04.053","entrapment","no","batch","batch_adsorption_equilibrium","protein_immobilization","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-7d359cb6ec-002","10.1016/j.colsurfa.2009.04.053","physical_adsorption","no","batch","batch_adsorption_equilibrium","biointerface_adsorption","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-7d359cb6ec-003","10.1016/j.colsurfa.2009.04.053","entrapment","no","surface","other","protein_immobilization","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-7d359cb6ec-004","10.1016/j.colsurfa.2009.04.053","entrapment","no","other","other","protein_immobilization","medium","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-483b33aeeb-001","10.1016/j.colsurfa.2009.07.048","physical_adsorption","no","batch","batch_adsorption_equilibrium","mechanism_study","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-483b33aeeb-002","10.1016/j.colsurfa.2009.07.048","physical_adsorption","no","batch","batch_adsorption_equilibrium","mechanism_study","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-483b33aeeb-003","10.1016/j.colsurfa.2009.07.048","physical_adsorption","no","batch","batch_adsorption_equilibrium","mechanism_study","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-ff29d36a4d-001","10.1016/j.colsurfa.2015.10.029","physical_adsorption","no","surface","batch_adsorption_isotherm","mechanism_study","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-ff29d36a4d-002","10.1016/j.colsurfa.2015.10.029","physical_adsorption","no","surface","batch_adsorption_isotherm","mechanism_study","strong","True","ready","high","True","not_applicable","curated_release_20260707"
"PHA-a00768d9c3-001","10.1016/j.colsurfa.2020.124618","physical_adsorption","no","other","fluorescence_surface_quantification","purification","not_comparable","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-a00768d9c3-002","10.1016/j.colsurfa.2020.124618","physical_adsorption","no","other","fluorescence_surface_quantification","purification","not_comparable","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-a00768d9c3-003","10.1016/j.colsurfa.2020.124618","physical_adsorption","no","other","fluorescence_surface_quantification","purification","not_comparable","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-a00768d9c3-004","10.1016/j.colsurfa.2020.124618","physical_adsorption","no","other","fluorescence_surface_quantification","purification","not_comparable","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-a00768d9c3-005","10.1016/j.colsurfa.2020.124618","entrapment","no","other","fluorescence_surface_quantification","purification","not_comparable","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-a00768d9c3-006","10.1016/j.colsurfa.2020.124618","entrapment","no","other","fluorescence_surface_quantification","purification","not_comparable","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-a00768d9c3-007","10.1016/j.colsurfa.2020.124618","entrapment","no","other","fluorescence_surface_quantification","purification","not_comparable","False","not_strong_or_medium_comparable","medium","True","not_applicable","curated_release_20260707"
"PHA-94f887c70d-001","10.1016/j.colsurfa.2021.126598","nonspecific_adsorption","no","surface","other","purification","weak","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-94f887c70d-002","10.1016/j.colsurfa.2021.126598","nonspecific_adsorption","no","surface","other","purification","weak","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-94f887c70d-003","10.1016/j.colsurfa.2021.126598","nonspecific_adsorption","no","surface","other","purification","weak","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-94f887c70d-004","10.1016/j.colsurfa.2021.126598","nonspecific_adsorption","no","surface","other","purification","weak","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
"PHA-94f887c70d-005","10.1016/j.colsurfa.2021.126598","nonspecific_adsorption","no","surface","other","purification","weak","False","not_strong_or_medium_comparable;missing_or_unnormalizable_unit;low_source_quality","medium","True","not_applicable","curated_release_20260707"
