record_id,doi,doi_split,hydrogel_name,hydrogel_format,polymer_backbone,monomers,monomer_ratios,crosslinker,crosslinker_concentration,synthesis_method,preparation_solvent,preparation_pH,preparation_temp_C,gelation_time,post_treatment,functional_groups,ligand_or_affinity_group,filler_or_composite,charge_class,responsive_type,swelling_ratio,water_content_pct,porosity_pct,pore_size_value,pore_size_unit,mesh_size,surface_area,particle_size,thickness,roughness,zeta_potential_mV,contact_angle_deg,young_modulus,degradation_or_stability,protein_name,protein_abbreviation,protein_species_or_source,protein_mw_kDa,protein_pI,protein_charge_at_pH,experiment_mode,pH,temperature_C,contact_time,contact_time_unit,buffer,salt_type,salt_concentration,hydrogel_dosage,solution_volume,flow_rate,detection_method,replicate_count,target_name,target_value,target_unit,target_direction,outcome_label,mechanism_tags,source_quality_score,extraction_confidence,article_title
PHA-031562b469-002,10.1016/j.ceja.2025.101030,train,poly(sodium acrylate-co-acrylamide) hydrogel beads,beads,"[""poly(sodium acrylate-co-acrylamide)""]","[""sodium acrylate"",""acrylamide""]",,"[""N,N-methylene-bis-acrylamide""]",,suspension radical polymerization,,,,,,"[""carboxylate"",""amide""]",[],[],anionic,"[""salt-responsive swelling"",""charge-selective protein enrichment""]",,,,,,,,,,,,,,,immunoglobulin G,IgG,human serum,,8.0,near-neutral to slightly negative; heterogeneous surface charge,batch swelling/enhancement,7.5,,24 h,,simulated tear fluid,"[""NaCl"",""NaHCO3"",""CaCl2·2H2O""]","[""114.7 mM NaCl"",""23.8 mM NaHCO3"",""0.544 mM CaCl2·2H2O""]",four hydrogel beads,10 mL,,BCA assay,,recovery_pct,83.0,%,maximize,IgG partially retained with some adsorption,"[""physical adsorption"",""surface adsorption"",""electrostatic interaction"",""hydrogen bonding"",""heterogeneous surface charge""]",3,0.95,Poly(sodium acrylate-co-acrylamide) hydrogel beads as selective enhancement platforms for biomarker detection in tear fluid
PHA-031562b469-004,10.1016/j.ceja.2025.101030,train,poly(sodium acrylate-co-acrylamide) hydrogel bead,single bead,"[""poly(sodium acrylate-co-acrylamide)""]","[""sodium acrylate"",""acrylamide""]",,"[""N,N-methylene-bis-acrylamide""]",,suspension radical polymerization,,,,,,"[""carboxylate"",""amide""]",[],[],anionic,"[""salt-responsive swelling"",""charge-selective protein adsorption""]",,,,,,,,dried diameter 6.8 ± 0.4 mm; swollen diameter 18.2 ± 0.3 mm after 540 min for 13-drop beads,,,,,,,immunoglobulin G,IgG,human serum,,8.0,near-neutral to slightly negative; heterogeneous surface charge,batch adsorption kinetics,7.5,,0-1440 min,,simulated tear fluid,"[""NaCl"",""NaHCO3"",""CaCl2·2H2O""]","[""114.7 mM NaCl"",""23.8 mM NaHCO3"",""0.544 mM CaCl2·2H2O""]",single hydrogel bead,10 mL,,BCA assay,,q_norm_mg_g,0.123,mg/g,maximize,IgG adsorption capacity and kinetic fit,"[""physical adsorption"",""surface adsorption"",""electrostatic interaction"",""hydrogen bonding""]",3,0.95,Poly(sodium acrylate-co-acrylamide) hydrogel beads as selective enhancement platforms for biomarker detection in tear fluid
PHA-031562b469-005,10.1016/j.ceja.2025.101030,train,poly(sodium acrylate-co-acrylamide) hydrogel bead,single bead,"[""poly(sodium acrylate-co-acrylamide)""]","[""sodium acrylate"",""acrylamide""]",,"[""N,N-methylene-bis-acrylamide""]",,suspension radical polymerization,,,,,,"[""carboxylate"",""amide""]",[],[],anionic,"[""salt-responsive swelling"",""charge-selective protein adsorption""]",,,,,,,,dried diameter 6.8 ± 0.4 mm; swollen diameter 18.2 ± 0.3 mm after 540 min for 13-drop beads,,,,,,,lysozyme,Lyz,chicken egg white,,11.3,positive,batch adsorption kinetics,7.5,,0-1440 min,,simulated tear fluid,"[""NaCl"",""NaHCO3"",""CaCl2·2H2O""]","[""114.7 mM NaCl"",""23.8 mM NaHCO3"",""0.544 mM CaCl2·2H2O""]",single hydrogel bead,10 mL,,BCA assay,,q_norm_mg_g,0.2796,mg/g,maximize,lysozyme adsorption capacity and kinetic fit,"[""physical adsorption"",""electrostatic attraction"",""hydrogen bonding"",""intraparticle diffusion"",""heterogeneous surface interaction"",""pore diffusion""]",3,0.95,Poly(sodium acrylate-co-acrylamide) hydrogel beads as selective enhancement platforms for biomarker detection in tear fluid
PHA-4bf1b2a9b6-001,10.1016/j.ces.2007.09.008,train,AMPSA-grafted polyacrylamide cryogel,supermacroporous cryogel monolith column,"[""polyacrylamide""]","[""acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid""]",,"[""N,N'-methylene-bis-acrylamide""]",,cryo-copolymerization of pAAm cryogel followed by Cu(III)-initiated AMPSA graft polymerization,,,,,,"[""sulfo groups""]","[""sulfo cation-exchange groups""]",[],cation-exchange; negatively charged sulfo groups,[],,,,,,,,,,,,,,,lysozyme,,chicken egg white,,,,chromatographic adsorption in cryogel bed,7.2,,,,20 mM phosphate buffer,NaCl for elution,2 M for elution,,,,UV absorbance at 280 nm,,protein binding capacity,2.5,mg/mL cryogel,context_dependent,maximum lysozyme binding capacity,"[""cation exchange"",""sulfo group binding"",""ion-exchange group density""]",3,0.93,Influence of grafting conditions on the properties of polyacrylamide-based cation-exchange cryogels grafted with 2-acrylamido-2-methyl-1-propanesulfonic acid
PHA-584d84db64-001,10.1016/j.chroma.2006.01.014,test,Fe3O4 nanoparticle-embedded supermacroporous polyacrylamide cryogel monolith,continuous supermacroporous monolithic cryogel column,"[""polyacrylamide-based copolymer""]","[""acrylamide"",""N,N'-methylene-bis-acrylamide"",""allyl glycidyl ether""]",,"[""N,N'-methylene-bis-acrylamide""]",,"free radical cryo-copolymerization of AAm, MBAAm and AGE with Fe3O4 nanoparticles initiated by TEMED and APS under freezing-temperature variation",,,,,,"[""glycidyl ether""]",[],"[""decanoic acid-coated Fe3O4 nanoparticles""]",,"[""magnetic nanoparticle composite"",""pH-responsive adsorption/desorption behavior""]",,,,,,,,about 10 nm Fe3O4 nanoparticles,,,,,,,bovine serum albumin,BSA,bovine,,4.7,near isoelectric point at pH 4.6,column chromatography breakthrough adsorption,4.6,,,,0.001 M NaAc-HAc buffer,,,cryogel bed volume approximately 13.6 mL inferred from 26.3 mg / 1.93 mg mL-1,,2 cm/min liquid velocity,UV absorbance at 280 nm,,q_norm_mg_g,274.0,mg/g,maximize,BSA dynamic adsorption capacity,"[""Fe3O4 nanoparticle adsorption"",""pH-dependent adsorption"",""near-isoelectric-point adsorption"",""reduced intermolecular repulsion"",""partial nanoparticle surface exposure""]",3,0.96,Characterization of a novel continuous supermacroporous monolithic cryogel embedded with nanoparticles for protein chromatography
PHA-584d84db64-002,10.1016/j.chroma.2006.01.014,test,Fe3O4 nanoparticle-embedded supermacroporous polyacrylamide cryogel monolith,continuous supermacroporous monolithic cryogel column,"[""polyacrylamide-based copolymer""]","[""acrylamide"",""N,N'-methylene-bis-acrylamide"",""allyl glycidyl ether""]",,"[""N,N'-methylene-bis-acrylamide""]",,"free radical cryo-copolymerization of AAm, MBAAm and AGE with Fe3O4 nanoparticles initiated by TEMED and APS under freezing-temperature variation",,,,,,"[""glycidyl ether""]",[],"[""decanoic acid-coated Fe3O4 nanoparticles""]",,"[""magnetic nanoparticle composite"",""pH-responsive adsorption/desorption behavior""]",,,,,,,,about 10 nm Fe3O4 nanoparticles,,,,,,,bovine serum albumin,BSA,bovine,,4.7,alkaline elution at pH 9.4 after adsorption near pI at pH 4.6,column elution/desorption after BSA adsorption,9.4,,,,0.5 M Na2HPO4,Na2HPO4,0.5 M,cryogel bed previously loaded with about 26.3 mg BSA,,,UV absorbance at 280 nm,,recovery_pct,90.1,%,maximize,BSA desorption percentage,"[""alkaline elution"",""pH-dependent desorption"",""phosphate elution""]",3,0.95,Characterization of a novel continuous supermacroporous monolithic cryogel embedded with nanoparticles for protein chromatography
PHA-95b4e3537a-001,10.1016/j.chroma.2007.05.015,train,SO3-pAAm cryogel grafted using 2M AMPSA,supermacroporous cryogel bed in glass column,"[""polyacrylamide""]","[""acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid""]",,"[""N,N'-methylene-bis-acrylamide""]",,in-situ graft polymerization of 2M AMPSA onto pre-produced polyacrylamide cryogel pore walls using potassium diperiodatocuprate/alkaline initiator at 314 K for 1 h,,,,,,"[""sulfo groups""]","[""sulfo cation-exchange group""]",[],cation-exchange; negatively charged sulfo groups,[],,,,,,,,,,,,,,,lysozyme,,chicken egg white,,,,column chromatography breakthrough and elution,7.2,,,,20 mM phosphate buffer (NaH2PO4/Na2HPO4),NaCl for elution,2 M NaCl in 20 mM phosphate buffer,,,load velocity 2 cm/min; elution velocity 1 cm/min,UV absorbance at 280 nm,,protein binding capacity,0.76,mg/mL cryogel bed,context_dependent,lysozyme binding capacity at 2 cm/min load velocity,"[""cation exchange"",""sulfo binding groups"",""convective mass transfer"",""supermacropores""]",3,0.97,In-situ graft-polymerization preparation of cation-exchange supermacroporous cryogel with sulfo groups in glass columns
PHA-95b4e3537a-002,10.1016/j.chroma.2007.05.015,train,SO3-pAAm cryogel grafted using 2M AMPSA,supermacroporous cryogel bed in glass column,"[""polyacrylamide""]","[""acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid""]",,"[""N,N'-methylene-bis-acrylamide""]",,in-situ graft polymerization of 2M AMPSA onto pre-produced polyacrylamide cryogel pore walls using potassium diperiodatocuprate/alkaline initiator at 314 K for 1 h,,,,,,"[""sulfo groups""]","[""sulfo cation-exchange group""]",[],cation-exchange; negatively charged sulfo groups,[],,,,,,,,,,,,,,,lysozyme,,chicken egg white,,,,column chromatography breakthrough and elution,7.2,,,,20 mM phosphate buffer (NaH2PO4/Na2HPO4),NaCl for elution,2 M NaCl in 20 mM phosphate buffer,,,load velocity 3 cm/min; elution velocity 1 cm/min,UV absorbance at 280 nm,,protein binding capacity,0.6,mg/mL cryogel bed,context_dependent,lysozyme binding capacity at 3 cm/min load velocity,"[""cation exchange"",""sulfo binding groups"",""convective mass transfer"",""supermacropores""]",3,0.97,In-situ graft-polymerization preparation of cation-exchange supermacroporous cryogel with sulfo groups in glass columns
PHA-95b4e3537a-003,10.1016/j.chroma.2007.05.015,train,SO3-pAAm cryogel grafted using 2M AMPSA,supermacroporous cryogel bed in glass column,"[""polyacrylamide""]","[""acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid""]",,"[""N,N'-methylene-bis-acrylamide""]",,in-situ graft polymerization of 2M AMPSA onto pre-produced polyacrylamide cryogel pore walls using potassium diperiodatocuprate/alkaline initiator at 314 K for 1 h,,,,,,"[""sulfo groups""]","[""sulfo cation-exchange group""]",[],cation-exchange; negatively charged sulfo groups,[],,,,,,,,,,,,,,,lysozyme,,chicken egg white,,,,column chromatography breakthrough and elution,7.2,,,,20 mM phosphate buffer (NaH2PO4/Na2HPO4),NaCl for elution,2 M NaCl in 20 mM phosphate buffer,,,load velocity 4 cm/min; elution velocity 1 cm/min,UV absorbance at 280 nm,,protein binding capacity,0.67,mg/mL cryogel bed,context_dependent,lysozyme binding capacity at 4 cm/min load velocity,"[""cation exchange"",""sulfo binding groups"",""convective mass transfer"",""supermacropores""]",3,0.97,In-situ graft-polymerization preparation of cation-exchange supermacroporous cryogel with sulfo groups in glass columns
PHA-95b4e3537a-004,10.1016/j.chroma.2007.05.015,train,SO3-pAAm cryogel grafted using 1M AMPSA,supermacroporous cryogel bed in glass column,"[""polyacrylamide""]","[""acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid""]",,"[""N,N'-methylene-bis-acrylamide""]",,in-situ graft polymerization of 1M AMPSA onto pre-produced polyacrylamide cryogel pore walls using potassium diperiodatocuprate/alkaline initiator at 314 K for 1 h,,,,,,"[""sulfo groups""]","[""sulfo cation-exchange group""]",[],cation-exchange; negatively charged sulfo groups,[],,,,,,,,,,,,,,,lysozyme,,chicken egg white,,,,column chromatography breakthrough and elution,7.2,,,,20 mM phosphate buffer (NaH2PO4/Na2HPO4),NaCl for elution,2 M NaCl in 20 mM phosphate buffer,,,load velocity 2 cm/min; wash velocity 2 cm/min; elution velocity 1 cm/min,UV absorbance at 280 nm,,protein binding capacity,0.41,mg/mL cryogel bed,context_dependent,lysozyme binding capacity at 1 cm/min elution velocity,"[""cation exchange"",""sulfo binding groups"",""convective mass transfer"",""supermacropores""]",3,0.97,In-situ graft-polymerization preparation of cation-exchange supermacroporous cryogel with sulfo groups in glass columns
PHA-95b4e3537a-005,10.1016/j.chroma.2007.05.015,train,SO3-pAAm cryogel grafted using 1M AMPSA,supermacroporous cryogel bed in glass column,"[""polyacrylamide""]","[""acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid""]",,"[""N,N'-methylene-bis-acrylamide""]",,in-situ graft polymerization of 1M AMPSA onto pre-produced polyacrylamide cryogel pore walls using potassium diperiodatocuprate/alkaline initiator at 314 K for 1 h,,,,,,"[""sulfo groups""]","[""sulfo cation-exchange group""]",[],cation-exchange; negatively charged sulfo groups,[],,,,,,,,,,,,,,,lysozyme,,chicken egg white,,,,column chromatography breakthrough and elution,7.2,,,,20 mM phosphate buffer (NaH2PO4/Na2HPO4),NaCl for elution,2 M NaCl in 20 mM phosphate buffer,,,load velocity 2 cm/min; wash velocity 2 cm/min; elution velocity 2 cm/min,UV absorbance at 280 nm,,protein binding capacity,0.4,mg/mL cryogel bed,context_dependent,lysozyme binding capacity at 2 cm/min elution velocity,"[""cation exchange"",""sulfo binding groups"",""convective mass transfer"",""supermacropores""]",3,0.97,In-situ graft-polymerization preparation of cation-exchange supermacroporous cryogel with sulfo groups in glass columns
PHA-95b4e3537a-006,10.1016/j.chroma.2007.05.015,train,SO3-pAAm cryogel grafted using 1M AMPSA,supermacroporous cryogel bed in glass column,"[""polyacrylamide""]","[""acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid""]",,"[""N,N'-methylene-bis-acrylamide""]",,in-situ graft polymerization of 1M AMPSA onto pre-produced polyacrylamide cryogel pore walls using potassium diperiodatocuprate/alkaline initiator at 314 K for 1 h,,,,,,"[""sulfo groups""]","[""sulfo cation-exchange group""]",[],cation-exchange; negatively charged sulfo groups,[],,,,,,,,,,,,,,,lysozyme,,chicken egg white,,,,column chromatography breakthrough and elution,7.2,,,,20 mM phosphate buffer (NaH2PO4/Na2HPO4),NaCl for elution,2 M NaCl in 20 mM phosphate buffer,,,load velocity 2 cm/min; wash velocity 2 cm/min; elution velocity 3 cm/min,UV absorbance at 280 nm,,protein binding capacity,0.43,mg/mL cryogel bed,context_dependent,lysozyme binding capacity at 3 cm/min elution velocity,"[""cation exchange"",""sulfo binding groups"",""convective mass transfer"",""supermacropores""]",3,0.97,In-situ graft-polymerization preparation of cation-exchange supermacroporous cryogel with sulfo groups in glass columns
PHA-95b4e3537a-007,10.1016/j.chroma.2007.05.015,train,SO3-pAAm cryogel grafted using 2M AMPSA at 321K for 2h,supermacroporous cryogel bed in glass column,"[""polyacrylamide""]","[""acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid""]",,"[""N,N'-methylene-bis-acrylamide""]",,in-situ graft polymerization of 2M AMPSA onto pre-produced polyacrylamide cryogel pore walls using potassium diperiodatocuprate/alkaline initiator at 321 K for 2 h,,,,,,"[""sulfo groups""]","[""sulfo cation-exchange group""]",[],cation-exchange; negatively charged sulfo groups,[],,,,,,,,,,,,,,,lysozyme,,chicken egg white,,,,column chromatography breakthrough and elution,7.2,,,,20 mM phosphate buffer (NaH2PO4/Na2HPO4),NaCl for elution,2 M NaCl in 20 mM phosphate buffer,,,load velocity 10 cm/min; elution velocity 1 cm/min,UV absorbance at 280 nm,,protein binding capacity,1.16,mg/mL cryogel bed,context_dependent,lysozyme binding capacity at 10 cm/min load velocity,"[""cation exchange"",""sulfo binding groups"",""convective mass transfer"",""supermacropores"",""increased active sites""]",3,0.97,In-situ graft-polymerization preparation of cation-exchange supermacroporous cryogel with sulfo groups in glass columns
PHA-95b4e3537a-008,10.1016/j.chroma.2007.05.015,train,SO3-pAAm cryogel grafted using 2M AMPSA at 321K for 2h,supermacroporous cryogel bed in glass column,"[""polyacrylamide""]","[""acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid""]",,"[""N,N'-methylene-bis-acrylamide""]",,in-situ graft polymerization of 2M AMPSA onto pre-produced polyacrylamide cryogel pore walls using potassium diperiodatocuprate/alkaline initiator at 321 K for 2 h,,,,,,"[""sulfo groups""]","[""sulfo cation-exchange group""]",[],cation-exchange; negatively charged sulfo groups,[],,,,,,,,,,,,,,,lysozyme,,chicken egg white,,,,column chromatography breakthrough and elution,7.2,,,,20 mM phosphate buffer (NaH2PO4/Na2HPO4),NaCl for elution,2 M NaCl in 20 mM phosphate buffer,,,load velocity 15 cm/min; elution velocity 1 cm/min,UV absorbance at 280 nm,,protein binding capacity,1.19,mg/mL cryogel bed,context_dependent,lysozyme binding capacity at 15 cm/min load velocity,"[""cation exchange"",""sulfo binding groups"",""convective mass transfer"",""supermacropores"",""increased active sites""]",3,0.97,In-situ graft-polymerization preparation of cation-exchange supermacroporous cryogel with sulfo groups in glass columns
PHA-95b4e3537a-009,10.1016/j.chroma.2007.05.015,train,SO3-pAAm cryogel grafted using 2M AMPSA at 321K for 2h,supermacroporous cryogel bed in glass column,"[""polyacrylamide""]","[""acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid""]",,"[""N,N'-methylene-bis-acrylamide""]",,in-situ graft polymerization of 2M AMPSA onto pre-produced polyacrylamide cryogel pore walls using potassium diperiodatocuprate/alkaline initiator at 321 K for 2 h,,,,,,"[""sulfo groups""]","[""sulfo cation-exchange group""]",[],cation-exchange; negatively charged sulfo groups,[],,,,,,,,,,,,,,,lysozyme,,chicken egg white,,,,column chromatography breakthrough and elution,7.2,,,,20 mM phosphate buffer (NaH2PO4/Na2HPO4),NaCl for elution,2 M NaCl in 20 mM phosphate buffer,,,load velocity 20 cm/min; elution velocity 1 cm/min,UV absorbance at 280 nm,,protein binding capacity,1.2,mg/mL cryogel bed,context_dependent,lysozyme binding capacity at 20 cm/min load velocity,"[""cation exchange"",""sulfo binding groups"",""convective mass transfer"",""supermacropores"",""increased active sites""]",3,0.97,In-situ graft-polymerization preparation of cation-exchange supermacroporous cryogel with sulfo groups in glass columns
PHA-fcd5dee2b3-002,10.1016/j.chroma.2007.12.084,train,poly(MAA-PEGDA) cryogel,supermacroporous monolithic cryogel HPLC column,"[""poly(methacrylic acid-co-polyethylene glycol diacrylate)""]","[""methacrylic acid""]",,"[""polyethylene glycol diacrylate""]",,in situ cryo-copolymerization/cryo-radical polymerization in stainless steel cartridge,,,,,,"[""carboxyl groups"",""COO-""]",[],[],anionic/cation-exchange,[],,,,,um,,,,,,,,,,lysozyme,LZM,chicken egg white,,10.8,positive/basic at pH 7.0,HPLC dynamic column binding/separation,7.0,,,,10 mM sodium phosphate buffer,NaCl,"{""elution"":""1 M NaCl"",""loading"":null}",,"{""injection"":""20 uL""}",,UV absorbance at 220 nm,,dynamic protein capacity,0.00451,umol/mL column volume,context_dependent,lysozyme dynamic binding capacity,"[""cation exchange"",""electrostatic attraction""]",3,0.96,Polyethylene glycol diacrylate-based supermacroporous monolithic cryogel as high-performance liquid chromatography stationary phase for protein and polymeric nanoparticle separation
PHA-467fe76d4e-001,10.1016/j.chroma.2008.02.110,train,lysozyme-imprinted poly(HEMA-MAH)-Cu2+ cryogel,supermacroporous cryogel column,poly(hydroxyethyl methacrylate-N-methacryloyl-(l)-histidinemethylester),"[""2-hydroxyethyl methacrylate"",""N-methacryloyl-(l)-histidinemethylester""]",,"N,N'-methylene-bis(acrylamide)",,free radical cryopolymerization in frozen state initiated by APS/TEMED,,,,,,"[""imidazole"",""hydroxyl"",""methacrylate""]",MAH-Cu2+ complex,[],,"[""pH-responsive adsorption"",""salt-responsive adsorption""]",9.12±0.14 g H2O/g cryogel,,,,,,,,,,,,,,lysozyme,Lyz,chicken egg white,14.6,,,column frontal adsorption / adsorption isotherm,,,,,,,,,,,UV absorbance at 280 nm,,q_norm_mg_g,22.9,mg/g,maximize,maximum lysozyme adsorption capacity,"[""molecular imprinting"",""metal-ion coordination"",""shape-selective recognition""]",3,0.95,Protein recognition via ion-coordinated molecularly imprinted supermacroporous cryogels
PHA-467fe76d4e-002,10.1016/j.chroma.2008.02.110,train,lysozyme-imprinted poly(HEMA-MAH)-Cu2+ cryogel,supermacroporous cryogel column,poly(hydroxyethyl methacrylate-N-methacryloyl-(l)-histidinemethylester),"[""2-hydroxyethyl methacrylate"",""N-methacryloyl-(l)-histidinemethylester""]",,"N,N'-methylene-bis(acrylamide)",,free radical cryopolymerization in frozen state initiated by APS/TEMED,,,,,,"[""imidazole"",""hydroxyl"",""methacrylate""]",MAH-Cu2+ complex,[],,"[""buffer-responsive adsorption""]",9.12±0.14 g H2O/g cryogel,,,,,,,,,,,,,,lysozyme,Lyz,chicken egg white,14.6,,,adsorption capacity under buffer condition,7.0,,,,HEPES,,,,,,UV absorbance at 280 nm,,q_norm_mg_g,16.61,mg/g,maximize,lysozyme adsorption in HEPES buffer,"[""molecular imprinting"",""buffer effect"",""charge-charge interaction""]",3,0.98,Protein recognition via ion-coordinated molecularly imprinted supermacroporous cryogels
PHA-467fe76d4e-005,10.1016/j.chroma.2008.02.110,train,lysozyme-imprinted poly(HEMA-MAH)-Cu2+ cryogel,supermacroporous cryogel column,poly(hydroxyethyl methacrylate-N-methacryloyl-(l)-histidinemethylester),"[""2-hydroxyethyl methacrylate"",""N-methacryloyl-(l)-histidinemethylester""]",,"N,N'-methylene-bis(acrylamide)",,free radical cryopolymerization in frozen state initiated by APS/TEMED,,,,,,"[""imidazole"",""hydroxyl"",""methacrylate""]",MAH-Cu2+ complex,[],,[],9.12±0.14 g H2O/g cryogel,,,,,,,,,,,,,,lysozyme,Lyz,chicken egg white,14.6,,,competitive adsorption in circulating system,7.0,,2 h,,20 mM HEPES,,,224.8 mg,,,UV spectrophotometer at 280 nm,,q_norm_mg_g,16.2,mg/g,maximize,lysozyme adsorption in selectivity test,"[""molecular imprinting"",""shape-selective recognition"",""metal-ion coordination""]",3,0.98,Protein recognition via ion-coordinated molecularly imprinted supermacroporous cryogels
PHA-467fe76d4e-006,10.1016/j.chroma.2008.02.110,train,lysozyme-imprinted poly(HEMA-MAH)-Cu2+ cryogel,supermacroporous cryogel column,poly(hydroxyethyl methacrylate-N-methacryloyl-(l)-histidinemethylester),"[""2-hydroxyethyl methacrylate"",""N-methacryloyl-(l)-histidinemethylester""]",,"N,N'-methylene-bis(acrylamide)",,free radical cryopolymerization in frozen state initiated by APS/TEMED,,,,,,"[""imidazole"",""hydroxyl"",""methacrylate""]",MAH-Cu2+ complex,[],,[],9.12±0.14 g H2O/g cryogel,,,,,,,,,,,,,,bovine serum albumin,BSA,bovine,67,,,competitive adsorption in circulating system,7.0,,2 h,,20 mM HEPES,,,224.8 mg,,,UV spectrophotometer at 280 nm,,q_norm_mg_g,1.9,mg/g,maximize,BSA adsorption and lysozyme selectivity,"[""molecular imprinting"",""shape-selective recognition"",""size matching""]",3,0.96,Protein recognition via ion-coordinated molecularly imprinted supermacroporous cryogels
PHA-79eed2b391-003,10.1016/j.chroma.2010.11.074,train,Cu2+-attached sporopollenin particle embedded PHEMA cryogel column,supermacroporous monolithic cryogel column,poly(2-hydroxyethyl methacrylate),"[""2-hydroxyethyl methacrylate""]",,"[""N,N'-methylene-bis-acrylamide""]",,free radical cryo-copolymerization,,,,,,"[""hydroxyl"",""carbonyl/carboxyl"",""ether"",""aliphatic groups"",""aromatic groups""]","[""Cu2+-attached sporopollenin""]","[""sporopollenin particles""]",,"[""metal-affinity""]",,,,,,,,20 um sporopollenin particles,,,,,,,human serum albumin,HSA,human,67,,,recirculating column adsorption,8.0,,1 h,,0.02 M phosphate buffer,,,10 mg embedded particles,50 mL,,UV absorbance at 280 nm,,q_norm_mg_g,833.3,mg/g,maximize,Langmuir isotherm for HSA adsorption,"[""Langmuir adsorption"",""fixed affinity sites"",""Cu2+-protein interaction""]",3,0.96,A novel adsorbent for protein chromatography: Supermacroporous monolithic cryogel embedded with Cu2+-attached sporopollenin particles
PHA-79eed2b391-008,10.1016/j.chroma.2010.11.074,train,Cu2+-attached sporopollenin particle embedded PHEMA cryogel column,supermacroporous monolithic cryogel column,poly(2-hydroxyethyl methacrylate),"[""2-hydroxyethyl methacrylate""]",,"[""N,N'-methylene-bis-acrylamide""]",,free radical cryo-copolymerization,,,,,,"[""hydroxyl"",""carbonyl/carboxyl"",""ether"",""aliphatic groups"",""aromatic groups""]","[""Cu2+-attached sporopollenin""]","[""sporopollenin particles""]",,"[""metal-affinity"",""salt/pH elutable""]",,,,,,,,20 um sporopollenin particles,,,,,,,human serum albumin,HSA,human,67,,,column desorption and reuse,5.0,,30 min desorption,,0.05 M acetate buffer,NaCl,1 M,,30 mL desorption agent,1.0 mL/min,spectroscopic determination of HSA in desorption medium,,recovery_pct,96.3,%,maximize,HSA desorption and reuse,"[""electrostatic interaction reduction"",""salt elution"",""reusable affinity adsorbent""]",3,0.96,A novel adsorbent for protein chromatography: Supermacroporous monolithic cryogel embedded with Cu2+-attached sporopollenin particles
PHA-8481b55a17-001,10.1016/j.chroma.2012.05.075,validation,cation-exchange SO3 pAAm cryogel beads,supermacroporous cryogel beads packed bed,"[""polyacrylamide""]","[""acrylamide"",""N,N'-methylene-bis-acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid""]",,"[""N,N'-methylene-bis-acrylamide""]",,microchannel liquid-flow focusing and cryo-polymerization followed by Cu(III)-initiated graft polymerization of AMPSA,,,,,,"[""sulfo groups"",""SO3 groups"",""amide groups""]","[""AMPSA-derived cation-exchange sulfo groups""]",[],cation-exchange,,,,,,,,,mean diameter 1248 um,,,,,,,lysozyme,,chicken egg white,,,positive inferred from cation-exchange binding at pH 7.8,packed-bed chromatography,7.8,,,,50 mM sodium phosphate buffer,NaCl,0.5 M for elution; 1.5 M for regeneration,about 5.3 mL beads in column,32 mL egg white solution loaded; 72 mL wash; 56 mL elution,2 cm/min liquid flow velocity,"[""UV 280 nm"",""Bradford assay at 595 nm"",""SDS-PAGE with Coomassie Brilliant Blue R-250""]",,purity_pct,84.8,%,maximize,lysozyme isolation at 2 cm/min,"[""cation exchange"",""sulfo group binding"",""salt elution""]",3,0.95,Microchannel liquid-flow focusing and cryo-polymerization preparation of supermacroporous cryogel beads for bioseparation
PHA-8481b55a17-002,10.1016/j.chroma.2012.05.075,validation,cation-exchange SO3 pAAm cryogel beads,supermacroporous cryogel beads packed bed,"[""polyacrylamide""]","[""acrylamide"",""N,N'-methylene-bis-acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid""]",,"[""N,N'-methylene-bis-acrylamide""]",,microchannel liquid-flow focusing and cryo-polymerization followed by Cu(III)-initiated graft polymerization of AMPSA,,,,,,"[""sulfo groups"",""SO3 groups"",""amide groups""]","[""AMPSA-derived cation-exchange sulfo groups""]",[],cation-exchange,,,,,,,,,mean diameter 1248 um,,,,,,,lysozyme,,chicken egg white,,,positive inferred from cation-exchange binding at pH 7.8,packed-bed chromatography,7.8,,,,50 mM sodium phosphate buffer,NaCl,0.5 M for elution; 1.5 M for regeneration,about 5.3 mL beads in column,32 mL egg white solution loaded; 72 mL wash; 56 mL elution,5 cm/min liquid flow velocity,"[""UV 280 nm"",""Bradford assay at 595 nm"",""SDS-PAGE with Coomassie Brilliant Blue R-250""]",,purity_pct,81.5,%,maximize,lysozyme isolation at 5 cm/min,"[""cation exchange"",""sulfo group binding"",""salt elution""]",3,0.95,Microchannel liquid-flow focusing and cryo-polymerization preparation of supermacroporous cryogel beads for bioseparation
