id,doi,field_name,field_value_json,why_special,evidence_text,suggested_table
1943,10.1016/j.chroma.2014.01.059,serum_loading_pressure_limit,"""Loading stopped at 68.0 mL before pressure exceeded 0.7 MPa; 42.8 mg serum proteins loaded.""",Operational censoring affects interpretation of serum capacity because the column did not reach saturation.,The authors stopped serum loading at 68.0 mL before column saturation to avoid damage above 0.7 MPa.,chromatography_operation
1944,10.1016/j.chroma.2014.01.059,BSA_purity_artifact,"""BSA purity in bovine serum breakthrough was calculated as 103%, but authors judged only the nearly two-fold increase meaningful.""",The reported purity exceeds 100% and requires manual interpretation.,Authors attributed the inconsistency to concentration measurement errors and BCG method interference.,data_quality_flags
1945,10.1016/S0142-9612(00)00192-7,BSA_structure_after_release,"""released BSA and original BSA had almost identical circular dichroism spectra""","Protein integrity was checked after hydrogel formation and release, which is important for protein-hydrogel systems but is not an adsorption metric.","The two spectra were almost identical; therefore, hydrogel formation did not denature BSA.",biointerface_response
1946,10.1016/S0142-9612(00)00192-7,injectability,"""both gels passed through a trocar of 1.1 mm diameter""",Injectability is a formulation property relevant to hydrogel delivery applications.,Tests were carried out with a trocar of 1.1 mm diameter. Both gels easily passed through the trocar.,hydrogel_properties
1947,10.1016/S0142-9612(00)00192-7,protein_specific_release_mechanism,"""BSA showed diffusion-controlled matrix-like release; fibrinogen showed almost linear reservoir-like release.""",The same hydrogels gave distinct release behavior depending on protein identity.,"BSA behaved like a compound soluble in the matrix, whereas fibrinogen behaved as a phase separated and thus matrix incompatible compound.",mechanism
1948,10.1016/S0142-9612(00)00192-7,fibrinogen_loading_table_inconsistency,"""For PLA264/PEO182/PLA264, fibrinogen feed 40.7 mg, loaded 11.9 mg, and loading efficiency 39.2% are internally inconsistent.""","The reported loaded amount and efficiency do not align arithmetically, so the value needs manual checking against the source PDF.","Table 3 reports fibrinogen (40.7), protein loaded 11.9, loading efficiency 39.2.",quality
1949,10.1016/j.talanta.2014.01.010,preparation_recipe,"{""AM"": ""6 g"", ""APS"": ""60 mg"", ""BSA"": ""45 mg"", ""MBA"": ""60 mg"", ""UV_polymerization_time"": ""1 h"", ""deionized_water"": ""33.6 mL"", ""nitrogen_purge"": ""8 min"", ""non_woven_PP"": ""640 mg"", ""preassembly_time"": ""1 h"", ""temperature"": ""room temperature""}",Detailed synthesis recipe is directly reported and useful for reproducing the hydrogel sample.,"Non-woven PP fiber (640mg) was immersed in 33.6mL of deionized (DI) water containing BSA (45mg), AM (6g), APS (60mg), and MBA (60mg)... incubated for 1h... purged with nitrogen for 8min... grafting polymerization was conducted for 1h with ultraviolet (UV) irradiation at room temperature.",hydrogel_synthesis_conditions
1950,10.1016/j.talanta.2014.01.010,template_elution_solution,"""10% (v/v) acetic acid containing 10% (w/v) SDS""",Desorption/elution chemistry is central to template removal and regeneration.,"The template was eluted with acetic acid solution (10%, v/v) containing SDS (10%, w/v) until no BSA in the supernatant was detected by measuring the ultraviolet absorbance at 280nm.",desorption_conditions
1951,10.1016/j.talanta.2014.01.010,grafting_rate_maximum,"""162.5% at 2 wt.% cross-linker concentration""",Material grafting metric is not an adsorption outcome but describes hydrogel loading on PP support.,"When the cross-linker concentration was 2wt.%, the grafting rate reached a maximum value of 162.5%.",hydrogel_properties
1952,10.1016/j.talanta.2014.01.010,crosslinker_adsorption_optimum,"""BSA adsorption on MIPs reached maximum at 1 wt.% cross-linker""",Optimization condition is reported without an extractable adsorption capacity value.,"When the concentration of cross-linker was 1wt.%, the adsorption of BSA on MIPs reached the maximum and then decreased and ultimately reached equilibrium with increasing cross-linker concentration.",condition_scan_notes
1953,10.1016/j.talanta.2014.01.010,template_amount_trend,"""BSA adsorption capacity increased with template protein content but not proportionally""","Template loading affects imprint cavity density, but exact values are absent from supplied context.","Fig. S8 shows that the adsorption capacity increased with increasing template protein content... However, the increase in adsorption capacity was not proportional to the BSA amount because part of the template proteins was deeply entrapped in the inner hydrogel and is difficult to remove.",condition_scan_notes
1954,10.1016/j.talanta.2014.01.010,SEM_imprinting_pores_not_observed,"""Imprinting pores were not observed by SEM because drying/vacuum caused pore shrinkage.""",Characterization limitation affects interpretation of pore-structure evidence.,"The surface of PP-g-PAM MIP was coarse, but the imprinting pores were not observed because water evaporation led to the shrinkage of the pores in vacuum.",characterization_notes
1955,10.1007/s00396-005-1357-7,LCST,"""29 C""",Temperature-sensitive behavior controls swelling and release below LCST.,"The SR decreases dramatically when the temperature increases beyond 29 C, which is regarded as the LCST of the hydrogel.",hydrogel_properties
1956,10.1007/s00396-005-1357-7,hydrogel_geometry,"""diameter 25 mm; thickness 3 mm""",Defines the bulk disk hydrogel format used in preparation.,A transparent hydrogel with the diameter of 25 mm and the thickness of 3 mm.,hydrogel_properties
1957,10.1007/s00396-005-1357-7,copolymer_composition,"""NIPA:MPTMS molar ratio 19:1""",Composition affects LCST and hydrophobicity.,The molar ratio of NIPA to MPTMS in P(NIPA-co-MPTMS) is 19:1.,hydrogel
1958,10.1007/s00396-005-1357-7,alternative_compositions_synthesized,"[""NIPA:MPTMS 34:1"", ""NIPA:MPTMS 58:1""]","The paper notes tunability of the hydrogel precursor composition, though adsorption/loading results are not reported for these variants.",We have synthesized the other copolymers with the molar ratio of NIPA to MPTMS as 34:1 and 58:1 by modulating the ratio of monomers.,design_space_notes
1959,10.1007/s00396-005-1357-7,copolymer_molecular_weight,"{""polydispersity"": 3.2, ""weight_average_molecular_weight"": 45000}",Precursor polymer molecular weight may affect gelation and release but is not a standard adsorption metric.,"The weight-average molecular weight was 45,000 and the polydispersity was 3.2.",hydrogel_properties
1960,10.1007/s00396-005-1357-7,protein_integrity_timepoints,"[""2 h"", ""5.5 h"", ""11 h"", ""25.5 h""]",SDS-PAGE assessed released BSA at multiple release times.,Gel electrophoresis of BSA. a Control BSA. b Released BSA (2 h). c Released BSA (5.5 h). d Released BSA (11 h). e Released BSA (25.5 h).,biointerface_response
1961,10.1007/s00396-005-1357-7,swelling_temperature_scan,"""18 C to 36 C""","Swelling behavior was measured over temperature, but numeric swelling ratios were not provided in the supplied text.",Equilibrium swelling ratio of the novel hydrogel as a function of temperature in the range from 18 C to 36 C.,hydrogel_properties
1962,10.1021/acs.iecr.7b01241,conclusion_flux_recovery_discrepancy,"""Conclusion reports 98% flux recovery for poly(sulfobetaine), whereas Abstract and Table 3 report 94%.""",Conflicting values in supplied article context affect extraction of the key antifouling outcome.,Abstract: poly(sulfobetaine) grafted membranes can recover their flux up to 94%; Table 3: 94 ± 4%; Conclusions: lead to 98% flux recovery.,quality_flags
1963,10.1021/acs.iecr.7b01241,static_adsorption_metric_is_relative_fluorescence,"""Static BSA-FITC adsorption reported as relative fluorescent intensity, not mass adsorbed.""",Cannot normalize to q or surface density without calibration.,The surface density of the adsorbed fluorescein-labeled protein was determined through calculating the fluorescence intensity on the membrane surface using ImageJ.,adsorption_outcomes
1964,10.1021/acs.iecr.7b01241,hydrogel_layer_architecture_comparison,"""PEG layer is described as linear flexible chains; polyzwitterion layer as cross-linked network.""",Architecture is central to reported differences in protein rejection and fouling reversibility.,"PEG is grafted to the polydopamine interlayer as linear and flexible chains, whereas the polyzwitterion forms a cross-linked network.",mechanism_annotations
1965,10.1021/acs.iecr.7b01241,cleaning_stability_context,"""Polyzwitterion layer stable in acid, base, and chlorine; PEG suffers alkaline hydrolysis in base and oxidation in chlorine.""",Cleaning stability is not an adsorption outcome but affects membrane antifouling utility.,"Stability tests show that the poly(sulfobetaine) hydrogel layer is stable in acid, base and chlorine solutions, whereas the PEG hydrogel layer suffers alkaline hydrolysis in base and oxidation in chlorine conditions.",stability_outcomes
1966,10.3390/gels10050320,anti_protein_adsorption_rate_formula,"""A = c1 / c0 × 100%""",The paper defines an anti-protein adsorption metric based on the fraction of BSA remaining unadhered rather than reporting adsorption capacity.,"The anti-protein adsorption rate (A) was calculated... where c0 is the concentration of BSA solution which has not been used, and c1 is the protein concentration without adhesion on the coating.",adsorption_assay_methods
1967,10.3390/gels10050320,dual_anchoring_design,"""TMSPMA copolymer network plus APES-grafted alginate microsphere network anchored to SiO2-containing primer""",The hydrogel coating uses two anchoring strategies and a primer layer to improve adhesion in marine applications.,"The two networks interconnected through the condensation of the coupling agents, and the anchoring groups on both networks' coupling agents underwent condensation with the silicon hydroxyl groups of the SiO2 in the primer.",hydrogel_design_features
1968,10.3390/gels10050320,copper_buffering_hydrogel_network,"""Cu2+ released from Cu2O primer coordinates with alginate to form reversible cross-links and buffer copper release""",Metal ion release is coupled to both hydrogel network structure and anti-biofouling function.,"Alginate coordinated with the Cu2+ released from the Cu2O in the primer, forming reversible cross-links. The Cu2+ was retained in the gel for an extended period.",mechanism_features
1969,10.1007/s00396-015-3819-x,ACM01_max_adsorption_difference,"{""unit"": ""mg/g"", ""value"": 670}",Temperature-triggered adsorption/desorption difference is emphasized as the maximum among ACM samples.,"Meanwhile, with the maximum adsorption difference value of 670 mg/g, ACM01 shows great potential applications in drug release and delivery in vivo.",temperature_switching_adsorption_desorption
1970,10.1007/s00396-015-3819-x,critical_salt_concentration,"{""ACM0"": {""unit"": ""mol/L NaCl"", ""value"": 1.42}, ""ACM01"": {""unit"": ""mol/L NaCl"", ""value"": 1.35}, ""ACM02"": {""unit"": ""mol/L NaCl"", ""value"": 1.12}}",Salt-triggered aggregation thresholds are reported and may affect protein adsorption use conditions.,"As ACM0-02 microgel aggregate, accordingly, the critical salt concentration is 1.42, 1.35, and 1.12 mol/L, respectively.",stimuli_response_properties
1971,10.1007/s00396-015-3819-x,previous_bulk_hydrogel_comparator,"{""BSA_adsorption"": ""1090 ± 24 mg/g"", ""material"": ""poly(NIPAM-co-AAc-Brij-58) ACH01 bulk hydrogel"", ""temperature_C"": 37}","Comparator value is from previous work, not clearly a new measurement in this paper.","In our previous work, it was proved that as mass percent of AAc-Brij-58/NIPAm was 1 wt.%, poly(NIPAM-co-AAc-Brij-58) (ACH01) bulk hydrogel presented the highest adsorbed BSA amount, which was about 1090 ± 24 mg/g at 37 °C.",external_comparators
1972,10.1002/admi.202500147,dansyl_modification_ratio,"""approximately 19% of carboxyl groups modified with dansyl-EDA""",Defines ligand density of the albumin recognition/reporting interface.,"Ultraviolet-visible spectroscopy detected absorbance from dansyl groups at 247 nm, revealing a modification ratio of approximately 19% of dansyl-EDA to carboxyl groups.",hydrogel_characterization
1973,10.1002/admi.202500147,nanogel_particle_size_before_after_dansyl,"""49 nm before dansyl modification; 58 nm after dansyl modification; 56 nm after one month""",Shows colloidal stability and size of the protein-binding nanogel interface.,"Particle sizes of the dansyl-modified polymer nanogels were similar to unmodified polymer nanogels, with one-month stability.",hydrogel_properties
1974,10.1002/admi.202500147,nanogel_zeta_before_after_HSA,"""-3.3 mV before HSA exposure; approximately -14.5 mV after HSA incubation""",Electrokinetic evidence of HSA adsorption on nanogels.,"The zeta potential of the polymer nanogels decreased to approximately -14.5 mV after HSA incubation, significantly different from the original polymer nanogels (-3.3 mV) before HSA exposure.",adsorption_outcomes
1975,10.1002/admi.202500147,PMPC_antifouling_design,"""PMPC base/shell was used to inhibit nonspecific adsorption while surface dansyl groups recognized albumin.""",Important biointerface design principle linking selectivity and nonspecific protein resistance.,"The polymer nanogels were suitable for albumin detection because the albumin ligands were placed on the surface of the PMPC layer, which inhibited the nonspecific adsorption of other proteins.",mechanism
1976,10.1002/admi.202500147,urinary_albumin_clinical_range_context,"""Patients with diabetic nephropathy leak 30-300 mg/day albumin in urine; normal urine volume 1000-2000 mL.""",Paper-specific diagnostic threshold context used to interpret the HSA LOD.,"Patients with diabetic nephropathy are known to leak small amounts of albumin (30-300 mg/day) in their urine, where the volume of urine is normally 1000-2000 mL.",biointerface_response
1977,10.1002/admi.202500147,albumin_species_homology_context,"""HSA/BSA homology approximately 76%; HSA/PSA homology approximately 80%""",Used by authors to rationalize different fluorescence profiles for albumin species.,"The distinct profiles observed for HSA, BSA, and PSA may be attributed to varying binding constants ... due to their slightly different 3D structures.",protein_metadata
1978,10.3390/gels9120971,thermoresponsive_structure_transition,"""THG maintains an open structure from 4 C to 30 C and contracts at body temperature, trapping antibody within interlacing polymer molecules.""",Mechanistic design feature controlling antibody release rather than adsorption.,"The THG maintains an open structure within the temperature range of 4 °C to 30 °C. As the temperature increases (i.e., to body temperature), the THG's structure contracts, effectively trapping the antibody within the interlacing polymer molecules.",hydrogel_design_features
1979,10.3390/gels9120971,extrapolated_monthly_delivery_capacity,"""At least 5 mL ACA-THG could potentially deliver 50 mg ACA per 30 days, extrapolated from 10 mg released per 1 mL disk.""",Author extrapolation links in vitro release to potential in vivo dosing capacity.,By extrapolating these results and considering that we can apply at least 5 mL of ACA-THG... we can potentially deliver 10 mg × 5 = 50 mg of ACA per 30 days.,dose_extrapolations
1980,10.3390/gels9120971,aca_no_aggregation_after_release,"""SEC showed ACA released after 30 days had a retention time close to the 150-kDa marker and no shorter-retention-time peaks indicating oligomers.""",Protein stability within hydrogel is relevant to delivery quality but not adsorption.,The SEC elution profiles clearly show that the retention time of ACA released from the ACA-THG material after 30 days of incubation at 37 °C closely resembled that of the 150-kDa molecular mass marker... we did not observe any protein peaks with shorter retention times.,protein_stability
1981,10.3390/gels9120971,in_vivo_hydrogel_degradation,"""A small fragment resembling original THG was found in one rabbit at 8 weeks; no fragments were observed in remaining rabbits.""",Indicates in vivo degradation behavior of injectable protein-loaded hydrogel.,"Upon examining the injection site 8 weeks after surgery, a small fragment resembling the original THG material was discovered in one of the rabbits... No such fragments were observed in the remaining rabbits.",in_vivo_material_fate
1982,10.3390/gels9120971,binary_binding_interpretation,"""Authors did not quantify procollagen I-bound ACA and treated in vivo binding as observed or not observed.""",Important limitation for adsorption or binding datasets.,"Due to the limited sample size, we refrained from attempting to quantify the amount of procollagen I-bound ACA. Instead, we treated these results in a binary manner.",quality_flags
1983,10.3390/md20020094,P-Car absolute adsorption range not assigned to sample,"""12-20 mg/g for P-Car""","The text gives a broad P-Car adsorption range while comparing with literature, but does not assign the values to specific P-Car samples or pH conditions in the supplied context.",The lower values compared to our results (12-20 mg/g for P-Car) can be explained by a shorter incubation time and an additional procedure for washing the beads...,curation_notes
1984,10.3390/md20020094,possible BSA calibration unit inconsistency,"""Standard calibration curve reported as 0-0.1 mg/L while initial BSA solution was 100 ug/mL.""","The stated calibration range appears inconsistent with the initial concentration, but no correction was made during extraction.",BSA (100 ug/mL) solution was prepared... Standard calibration curve of different concentrations of BSA (0-0.1 mg/L was plotted.,method_quality_flags
1985,10.3390/md20020094,best-performing composition for biointerface response,"""P1.5-Car0.5""","This sample was identified as reducing BSA adsorption and also reducing complement activation, macrophage adhesion, TNF-alpha production, and NF-kB activation.",P1.5-Car0.5 gel beads were also found to reduce complement activation and decrease TNF-alpha production and NF-kB activation in mouse peritoneal macrophages compared to pure pectin gel beads.,biointerface_summary
1986,10.3390/md20020094,hydrogel instability in PBS,"""P2 beads swelled 300% after 2 h in PBS and were destroyed after 4 h.""",Hydrogel degradation in PBS may affect adsorption interpretation if PBS-based adsorption is compared with this study's water-based BSA assay.,"The swelling degree of P2 gel beads after 2 h of incubation in PBS was 300%. However, the destruction of the gel beads was detected after 4 h of incubation in PBS.",material_stability
1987,10.1016/j.seppur.2017.03.055,VSPIM_l_phe_binding_energy,"""-23.50 kcal/mol""",Molecular simulation used to justify stronger template-monomer interaction for zwitterionic monomer.,Binding energy of the zwitterion with l-phe was −23.50kcalmol−1 in the aqueous phase.,simulation_parameters
1988,10.1016/j.seppur.2017.03.055,AA_l_phe_binding_energy,"""-16.59 kcal/mol""",Comparator binding energy for traditional functional monomer.,"Compared to the binding energy of VSPIM with l-phe, the binding energies between AA, 4-VP and l-phe were merely −16.59 and −14.98kcalmol−1 respectively.",simulation_parameters
1989,10.1016/j.seppur.2017.03.055,4VP_l_phe_binding_energy,"""-14.98 kcal/mol""",Comparator binding energy for traditional functional monomer.,"Compared to the binding energy of VSPIM with l-phe, the binding energies between AA, 4-VP and l-phe were merely −16.59 and −14.98kcalmol−1 respectively.",simulation_parameters
1990,10.1016/j.seppur.2017.03.055,optimal_recognition_VSPIM_to_l_phe_ratio,"""2:1""",Synthesis design variable controlling imprinting factor and l-phe recognition.,The IF value increased from 1.10 to 2.00 as the molar ratio of VSPIM to l-phe increased from 0 to 2.,hydrogel_design_variables
1991,10.1016/j.seppur.2017.03.055,lowest_BSA_adsorption_VSPIM_to_l_phe_ratio,"""3:1""",Protein resistance optimum differed from l-phe recognition optimum.,"The minimum BSA adsorption capacities of MIH and NIH were about 1.5 and 2.2mgg−1, respectively, when the molar ratio of VSPIM to l-phe is 3:1.",hydrogel_design_variables
1992,10.1016/j.seppur.2017.03.055,MIH_specific_surface_area,"""8.56 m2/g""",Physical characterization relevant to adsorption but not directly a protein outcome.,"The specific surface area of MIH and NIH measured by using BET were 8.56 and 8.91m2 g−1, respectively.",hydrogel_properties
1993,10.1016/j.seppur.2017.03.055,NIH_specific_surface_area,"""8.91 m2/g""",Physical characterization relevant to adsorption but not directly a protein outcome.,"The specific surface area of MIH and NIH measured by using BET were 8.56 and 8.91m2 g−1, respectively.",hydrogel_properties
1994,10.1016/j.seppur.2017.03.055,MIH_specific_pore_volume,"""0.113 cm3/g""",Physical characterization relevant to adsorption but not directly a protein outcome.,"The specific pore volume of MIH and NIH were 0.113 and 0.106cm3 g−1, respectively.",hydrogel_properties
1995,10.1016/j.seppur.2017.03.055,NIH_specific_pore_volume,"""0.106 cm3/g""",Physical characterization relevant to adsorption but not directly a protein outcome.,"The specific pore volume of MIH and NIH were 0.113 and 0.106cm3 g−1, respectively.",hydrogel_properties
1996,10.1016/j.seppur.2017.03.055,LCST,"""approximately 35 °C""",Thermoresponsive hydrogel property affecting adsorption temperature selection.,"Although the LCST of PNIPAm was about 32°C, the LCST of both MIH and NIH increased to approximately 35°C.",hydrogel_properties
1997,10.1016/j.reactfunctpolym.2021.105036,BSA denaturation temperature selected,"""65 °C""",Protein conformation engineering was central to hydrogel imprinting.,"Thus, we chose 65 °C as the BSA denaturation temperature.",protein_refolding_conditions
1998,10.1016/j.reactfunctpolym.2021.105036,BSA/DOX molar ratio selected,"""2:3""",The selected protein/template stoichiometry determined the self-assembly complex used for hydrogel synthesis.,the d-(BSA&DOX) generated at a molar ratio of 2:3 (BSA/DOX) showed the largest decrease of fluorescence intensity,template_complex_conditions
1999,10.1016/j.reactfunctpolym.2021.105036,Native BSA-DOX affinity constant,"""Ka = (5.4 ± 0.9) × 10^3 M^-1""",Provides comparator affinity for the auxiliary protein before imprinting.,The isothermal titration calorimetry (ITC) data showed that the interaction between native BSA and DOX was endothermic with a relative poor affinity constant (Ka = 5.4 ± 0.9) × 103 M−1,protein_template_affinity
2000,10.1016/j.reactfunctpolym.2021.105036,Optimized formaldehyde cross-linking condition,"""3.7% HCHO for 60 min""",Controls protein leakage from the hydrogel binding sites.,"Based on above results, we chose 3.7% HCHO and 60 min as the optimal cross-linking conditions.",crosslinking_optimization
2001,10.1016/j.reactfunctpolym.2021.105036,DOX template removal efficiencies,"""MeOH 60%, DMSO 40%, EtOH 28%, MeOH+ACN+H2O (4:1:5) 25%""",Reports solvent-dependent release/removal of the small-molecule template from the imprinted hydrogel.,"We compared the efficiency of various solvents including MeOH, DMSO, EtOH and MeOH+ACN + H2O (4:1:5) in removing DOX from the imprinted hydrogel (A-MIP), which were found to be 60%, 40%, 28% and 25%, respectively.",template_removal
2002,10.1021/acs.biomac.1c00501,nanogel_size_tuned_by_biotinylation,"""At optimal streptavidin concentration, long-axis lengths were 201 ± 91 nm for 5%bt-DNA, 105 ± 33 nm for 25%bt-DNA, and 83 ± 28 nm for 50%bt-DNA.""",Nanogel density and size are design variables affecting protein incorporation and enzyme performance.,"For 5%bt-DNA, the average long-axis length was 201 ± 91 nm; for 25%bt-DNA and 50%bt-DNA, values were 105 ± 33 and 83 ± 28 nm.",hydrogel_properties
2003,10.1021/acs.biomac.1c00501,nanogel_height_by_biotinylation,"""Maximum heights at [strep]* were 13.1 ± 3.0 nm for 50%bt-DNA, 6.8 ± 1.7 nm for 25%bt-DNA, and 2.9 ± 0.4 nm for 5%bt-DNA.""",Height provides evidence of density/stiffness differences after adsorption and drying.,"The maximum heights of the NGs formed from 50%bt-DNA, 25%bt-DNA, and 5%bt-DNA at [strep]* were found to be 13.1 ± 3.0, 6.8 ± 1.7, and 2.9 ± 0.4 nm, respectively.",hydrogel_properties
2004,10.1021/acs.biomac.1c00501,HRP_density_activity_relationship,"""HRP enzymatic activity correlated with average long-axis length of sHRP-functionalized nanogels; physical density rather than DNA-to-enzyme ratio was claimed responsible.""",Links hydrogel network density to protein functional outcome rather than simple loading amount.,It is thus not the amount of DNA present in the NG per enzyme but the physical density of the NGs that is responsible for the smaller decrease in the EA of the incorporated HRP.,mechanism
2005,10.1021/acs.biomac.1c00501,colloidal_stability_excess_streptavidin,"""50%bt-DNA nanogels at 100 nM streptavidin did not aggregate after 1 month at 4 °C and only slightly loosened.""",Excess streptavidin saturates biotin residues and limits inter-nanogel binding.,"After 1 month of incubation at 4 °C, the NGs did not aggregate and only slightly loosened their structure.",hydrogel_properties
2006,10.1007/s42114-025-01584-8,SSC composition mechanism,"""amino-functionalized nanoparticles capture hydroxyl silicone oil through hydrogen bonds and couple with epoxy resin to form a solid-like slippery coating""",The antifouling mechanism is coating-based rather than protein-specific affinity or hydrogel bulk chemistry.,The SSC is composed of amino-functionalized nanoparticles that capture hydroxyl silicone oil through hydrogen bonds and used epoxy resin as a coupling agent.,materials_design
2007,10.1007/s42114-025-01584-8,nanoparticle_to_silicone_oil_ratio,"""3:100""",This ratio was selected for further evaluation and is central to SSC structure and performance.,"Considering the dense skeleton structure, mechanical properties and slip properties, we finally selected the 3:100 ratio of nanoparticles to silicone oil for further evaluation.",hydrogel_formulation
2008,10.1007/s42114-025-01584-8,anti_adsorption_after_use_challenges,"""SSC e-skin retained about 90% lower protein fluorescence after cyclic stretching, friction, and sweat erosion groups compared with base e-skin""",Protein adsorption was evaluated after wearable-relevant mechanical and sweat challenges.,The normalized fluorescence intensity of the all-SSC e-skin groups were reduced to about 1/10 that of the unmodified base e-skin.,durability_adsorption
2009,10.1007/s42114-025-01584-8,sensor_stability_linked_to_protein_adsorption,"""Fg adsorption signal was 90% lower on SSC e-skin and GF variation after biological challenges was less than 1.95%""",Links protein anti-adsorption to retained ionic strain sensor function.,"The SSC e-skin displayed significantly weaker fluorescence intensity, with signals from proteins and bacteria that were 90% and 81% lower ... The GF basically remains unchanged ... variations in strain sensitive were all minimal (< 1.95%).",biointerface_sensor_response
2010,10.1002/pi.1625,separation_efficiency_formula_variables,"{""C_F"": ""BSA concentration of feed solution"", ""C_R"": ""BSA concentration after separation"", ""C_max"": ""maximum BSA concentration achieved in the case of complete solute exclusion by the hydrogel""}",The paper defines separation efficiency using concentration terms rather than reporting adsorption capacity.,"Separation efficiency of the hydrogel can be calculated as where C F is BSA concentration of feed solution, C R is BSA concentration after separation, and C max is the maximum BSA concentration achieved in the case of complete solute exclusion by the hydrogel.",protein_separation_method_details
2011,10.1002/pi.1625,swelling_ratio_circulation_range,"""7 to 45""",The BSA concentration process uses cycling between swollen and deswollen states instead of a static adsorption equilibrium.,"The optimum conditions were swelling temperature of 25 °C, deswelling temperature of 50 °C, and circulation of swelling ratio between 7 and 45.",thermoresponsive_operation_conditions
2012,10.1016/j.snb.2012.10.007,DPI_detection_resolution,"""thickness resolution <10 pm and mass resolution <1 pg/mm2 stated for DPI technology""",Instrument sensitivity is central to interpreting hydrogel-protein adsorption by thin-film optical measurements.,Different polarisations are used to resolve the optical density and the thin film thickness simultaneously at resolutions of <1pg/mm2 and <10pm.,instrumentation
2013,10.1016/j.snb.2012.10.007,MIP_loading_states,"""MIP 1 fresh/template occupied; MIP 2 SDS/acetic-acid eluted/exposed cavities; MIP 3 BHb-reloaded""",Paper distinguishes adsorption behavior by molecularly imprinted cavity occupancy state.,MIP 1... granulation and water washing... MIP 2... washed with SDS and acetic acid... MIP 3... produced after MIP 2 was reloaded with target protein.,hydrogel_sample_definitions
2014,10.1016/j.snb.2012.10.007,thin_film_pressure_effect,"""Hydrogel film thickness ranged from 381 +/- 5 nm at 0.5 kPa to 138 +/- 9 nm at 2 kPa; 2 kPa films had highest sensitivity.""",Film formation pressure affects sensor-relevant film thickness and sensitivity.,The maximum thickness obtained for the gels was 381nm±5nm and the minimum thickness obtained was 138nm±9nm at 0.5kPa and 2kPa pressure... Gels prepared at 2kPa pressure demonstrated the highest degree of sensitivity.,hydrogel_properties
2015,10.1016/j.snb.2012.10.007,BHb_sensor_performance,"""BHb MIP sensor linear response up to 200 ug/mL and LOD 2 ug/mL.""",Reports biosensor analytical performance rather than conventional adsorption capacity.,The BHb MIP sensor exhibited a linear response up to 200μg/ml with a limit of detection of 2μg/ml.,sensor_performance
2016,10.1016/j.snb.2012.10.007,matrix_compatibility_conclusion,"""HydroMIPs retained selectivity after exposure to real biological samples only when used in 1:100 diluted serum.""",Key practical matrix condition for protein sensing in biological fluids.,The HydroMIPs are able to retain their selectivity after exposure to real biological samples only when used in 1:100 diluted serum.,biofouling_matrix_effects
2017,10.1002/pi.1773,adsorption_mass_basis,"""mass of fully swollen gel""","The BSA adsorption equation defines adsorbent mass m as fully swollen gel, so mg g-1 may not be dry-weight normalized.","The adsorbed amount of BSA was calculated by weight balance where m is the mass of fully swollen gel, ie the adsorbent.",quality_normalization
2018,10.1002/pi.1773,duplicate_table_entries,"""PVA 0.5 g, casein 1.0 g, 3 freeze-thaw cycles appears multiple times with BSA adsorbed 6.05 mg g-1.""",The same formulation is repeated in Table 2 as the shared reference point for composition and freeze-thaw cycle series.,"Table 2 contains repeated rows for 0.5 g PVA, 1.0 g casein, 3 freeze-thaw cycles, BSA adsorbed 6.05 mg g-1.",data_curation_notes
2019,10.1002/pi.1773,blood_clot_controls_without_bsa_adsorption,"""Glass surface blood clot 31.4 mg; PVC blood bag blood clot 18.2 mg.""",Comparator controls are reported for thrombogenicity but not for BSA adsorption.,The same procedure was repeated for PVC film and glass; Table 2 lists glass surface 31.4 and PVC 18.2 for blood clot.,biointerface_controls
2020,10.3390/polym14102070,DOE_composition,"{""SOD_U_L"": 4750, ""amylase_U_L"": 330, ""protease_U_mL"": 755, ""total_amino_acids_peptides_mg_mL"": 1.22, ""total_phenols_mg_mL"": 0.186, ""total_sugars_mg_mL"": 131}",DOE is a complex fermented botanical mixture used as a hydrogel modifier rather than a single defined monomer or crosslinker.,"Table 1 lists DOE components and antioxidant activities including total sugars, total phenols, total amino acids/peptides, SOD, protease, and amylase.",DOE composition and bioactivity
2021,10.3390/polym14102070,protuberance_nanostructures,"""circular protuberances approximately 200 nm""",Paper-specific hydrogel morphology induced by DOE and linked to multiple noncovalent crosslinking.,Many layered nanostructures like circular protuberances (Φ 200 nm or so) were formed.,Hydrogel morphology
2022,10.3390/polym14102070,BSA_adsorption_area_basis,"""Qa = (C0 - C1) × V / S""","Adsorption capacity is reported per hydrogel area rather than per mass, despite using 100 mg dry hydrogel.","The adsorption ratio (Qa) was calculated by Equation (1), where C0 and C1 are concentrations, V is the volume, and S is the size (m2) of dry hydrogel used.",Adsorption method details
2023,10.1021/acs.bioconjchem.7b00512,scFv solution denaturation comparator,"""scFv in solution showed total loss of TNB-Alexa555 ligand binding in 8.0 M urea.""",Important non-hydrogel comparator showing the functional stabilization effect of the hydrogel.,"In comparison, there is a total loss of ligand binding for the scFv in solution upon addition of 8.0 M urea.",comparators
2024,10.1021/acs.bioconjchem.7b00512,high-affinity ligand concentration,"""5 nM TNB-Alexa555 was used in ligand-binding experiments.""",The measured outcome is ligand binding by an immobilized antibody rather than protein adsorption onto hydrogel.,TNB-Alexa555 (5 nM) is first incubated with hydrogel samples containing the tethered scFv antibody for 0.5 h.,assay_conditions
