id,doi,name,role,context,pubchem_query,needs_manual_normalization,enrichment_json
5171,10.3390/agriculture14112081,alpha-L-guluronic acid,alginate monomeric unit,Sodium alginate is described as a linear copolymer consisting of beta-D-mannuronic acid and alpha-L-guluronic acid residues.,alpha-L-guluronic acid,0,
5172,10.3390/agriculture14112081,Ca2+,multivalent cation mentioned for alginate gelation,"Sodium alginate can bind multivalent cations including Ca2+, Mg2+, Sr2+, and Ba2+ to form hydrogel.",calcium ion,0,
5173,10.3390/agriculture14112081,Mg2+,multivalent cation mentioned for alginate gelation,"Sodium alginate can bind multivalent cations including Ca2+, Mg2+, Sr2+, and Ba2+ to form hydrogel.",magnesium ion,0,
5174,10.3390/agriculture14112081,Sr2+,multivalent cation mentioned for alginate gelation,"Sodium alginate can bind multivalent cations including Ca2+, Mg2+, Sr2+, and Ba2+ to form hydrogel.",strontium ion,0,
5175,10.3390/agriculture14112081,Ba2+,multivalent cation mentioned for alginate gelation,"Sodium alginate can bind multivalent cations including Ca2+, Mg2+, Sr2+, and Ba2+ to form hydrogel.",barium ion,0,
5176,10.1002/app.26931,poly(acrylic acid),template polymer and hydrogel component,Hydrogels were prepared from poly(acrylic acid) and DMAEMA using template polymerization.,poly(acrylic acid),0,
5177,10.1002/app.26931,2-dimethylaminoethyl methacrylate,monomer,DMAEMA was polymerized with PAA to form PAA/PDMAEMA complex.,2-dimethylaminoethyl methacrylate,0,
5178,10.1002/app.26931,potassium persulfate,polymerization initiator,The polymerization initiator was potassium persulfate at 3.5 x 10-3 M.,potassium persulfate,0,
5179,10.1002/app.26931,p-phenylene diamine,hydrogel activation reagent,"Dry gel disks were immersed in 2% p-phenylene diamine in carbonate buffer, pH 10, for 45 min.",p-phenylenediamine,0,
5180,10.1002/app.26931,glutaraldehyde,crosslinking/activation reagent for enzyme immobilization,Gel disks were treated with 1.25% glutaraldehyde aqueous solution for 1 h before enzyme soaking.,glutaraldehyde,0,
5181,10.1002/app.26931,citrate-phosphate buffer,enzyme immobilization and activity buffer,"Beta-galactosidase was prepared in 100 mM citrate-phosphate buffer, pH 4.5; activity profiles used citrate-phosphate buffer.",citrate phosphate buffer,1,
5182,10.1002/app.26931,potassium chloride,ionic strength modifier,KCl was used at different concentrations to study swelling and 2 M KCl was used for swelling reversibility.,potassium chloride,0,
5183,10.1002/app.26931,lactose,enzyme substrate,Kinetic parameters used substrate concentrations of 20-300 mM and pH-activity profile used 200 mM lactose.,lactose,0,
5184,10.1021/acs.jpcb.3c07283,methacrylic acid,pH-responsive acidic monomer,MAA-based nanogels; intrinsic pKa 4.65; deprotonates and becomes negatively charged as pH increases.,methacrylic acid,0,
5185,10.1021/acs.jpcb.3c07283,allylamine,pH-responsive basic monomer,AH-based nanogels; positively charged below pKa 9.5; used for insulin adsorption.,allylamine,0,
5186,10.1021/acs.jpcb.3c07283,vinyl alcohol,charge-neutral copolymer segment,VA is the hydrophilic charge-neutral monomer in MAA-VA and AH-VA nanogel networks.,vinyl alcohol,0,
5187,10.1021/acs.jpcb.3c07283,NaCl,salt / ionic strength variable,Monovalent salt assumed completely dissociated into Na+ and Cl-; increasing NaCl screens electrostatic protein-network attractions.,sodium chloride,0,
5188,10.1021/acs.jpcb.3c07283,Na+,salt cation,Mobile ion included in the theoretical model; screens electrostatic interactions at high salt.,sodium ion,0,
5189,10.1021/acs.jpcb.3c07283,Cl-,salt anion,Mobile ion included in the theoretical model; screens electrostatic interactions at high salt.,chloride ion,0,
5190,10.1021/acs.jpcb.3c07283,water,solvent,Aqueous protein solution and model species include water molecules.,water,0,
5191,10.1021/acs.jpcb.3c07283,hydronium,pH species,Hydronium ions are included as free solution species in the semigrand potential.,hydronium,0,
5192,10.1021/acs.jpcb.3c07283,hydroxide,pH species,Hydroxide ions are included as free solution species in the semigrand potential.,hydroxide,0,
5193,10.1021/acs.jpcb.3c07283,cross-link segment,charge-neutral network junction,The polymer network contains cross-links described as charge-neutral segments in a diamond-like topology.,,1,
5194,10.1021/la050947k,agarose,hydrogel polymer matrix,Agarose hydrogel was prepared by dissolving 0.15 g agarose in 100 mL boiling water and cooling at room temperature; used to entrap heme proteins in films.,agarose,0,
5195,10.1021/la050947k,"N,N-dimethylformamide",film additive / morphology modifier,A 5 uL volume of DMF was mixed with agarose hydrogel and protein stock solution; DMF was reported to expedite gelation and promote uniform porous films through hydrogen bonding.,"N,N-dimethylformamide",0,
5196,10.1021/la050947k,1-butyl-3-methylimidazolium hexafluorophosphate,hydrophobic room-temperature ionic liquid medium,Electrochemical and electrocatalytic experiments were mainly performed in [bmim][PF6].,1-butyl-3-methylimidazolium hexafluorophosphate,0,
5197,10.1021/la050947k,1-butyl-3-methylimidazolium tetrafluoroborate,hydrophilic ionic liquid comparator,Used as a comparator ionic liquid for electrochemical behavior of Hb-agarose films.,1-butyl-3-methylimidazolium tetrafluoroborate,0,
5198,10.1021/la050947k,1-ethyl-3-methylimidazolium tetrafluoroborate,hydrophilic ionic liquid comparator,Used as a comparator ionic liquid for electrochemical behavior of Hb-agarose films.,1-ethyl-3-methylimidazolium tetrafluoroborate,0,
5199,10.1021/la050947k,trichloroacetic acid,electrocatalytic substrate,Heme protein-agarose films catalyzed electroreduction of TCA in [bmim][PF6].,trichloroacetic acid,0,
5200,10.1021/la050947k,tert-butyl hydroperoxide,electrocatalytic substrate,Heme protein-agarose films catalyzed electroreduction of t-BuOOH in [bmim][PF6].,tert-butyl hydroperoxide,0,
5201,10.1021/la050947k,phosphate buffer solution,protein stock solution buffer,Protein stock solutions were prepared in 0.05 M phosphate buffer solution at pH 7.0.,phosphate buffer,1,
5202,10.3390/molecules28062604,bacterial cellulose,hydrogel/aerogel matrix,BC matrix used to synthesize CeO2 NPs nanocomposites in hydrogel film and aerogel powder forms.,cellulose,0,
5203,10.3390/molecules28062604,cerium oxide nanoparticles,redox-active filler,CeO2 NPs incorporated in BC matrix and tested for redox/SOD-like activity with cytochrome c and epinephrine.,cerium dioxide,0,
5204,10.3390/molecules28062604,cerium(III) nitrate,cerium precursor and comparator,Used for Ce3+ sorption into BC and tested in solution with cyt c3+.,cerium(III) nitrate,0,
5205,10.3390/molecules28062604,trisamine,precipitation/oxidation precursor,Aqueous trisamine treatment used to form CeO2 NPs in the BC matrix.,tromethamine,1,
5206,10.3390/molecules28062604,ethylene glycol,synthesis solvent,Cerium nitrate solution in ethylene glycol was used during BC-CeO2 NP synthesis.,ethylene glycol,0,
5207,10.3390/molecules28062604,epinephrine hydrochloride,small-molecule redox substrate,Auto-oxidation inhibition assay used to assess SOD-like activity.,epinephrine hydrochloride,0,
5208,10.3390/molecules28062604,ascorbic acid,small-molecule reductant,Used to study oxidation reactions with BC-CeO2 NPs.,ascorbic acid,0,
5209,10.1021/la5035273,poly(ethylene glycol) diacrylate,hydrogel monomer/crosslinker,Bifunctional monomer used to form P(PEGDA) hydrogel network; molecular weight 575.,poly(ethylene glycol) diacrylate 575,1,
5210,10.1021/la5035273,low density polyethylene,polymeric substrate,LDPE films with thickness of 50 um were used as the model substrate.,polyethylene,0,
5211,10.1021/la5035273,isopropyl thioxanthone,photoinitiator precursor,ITX was photoreduced and coupled onto LDPE to form ITXSP dormant groups.,isopropyl thioxanthone,0,
5212,10.1021/la5035273,isopropyl thioxanthone semipinacol,surface dormant group,ITXSP dormant groups initiated/mediated visible light surface grafting polymerization.,isopropyl thioxanthone semipinacol,1,
5213,10.1021/la5035273,glutaraldehyde,protein cross-linker,0.05-1% v/v glutaraldehyde was used to cross-link PPL; 0.5% v/v was best for retention and activity in this system.,glutaraldehyde,0,
5214,10.1021/la5035273,phosphate buffer saline,"protein preparation, washing, storage, and release medium","PBS, 0.01 M, pH 7.4, containing KH2PO4, Na2HPO4·12H2O, NaCl, and KCl.",phosphate buffered saline,1,
5215,10.1021/la5035273,rhodamine B,fluorescent staining probe,Used to stain PPL in patterned LDPE-g-P(PEGDA)/PPL through electrostatic interaction.,rhodamine B,0,
5216,10.1021/la5035273,tert-butanol,esterification solvent,Used as solvent for glucose-palmitic acid esterification; reported as optimal among tested solvents.,tert-butanol,0,
5217,10.1021/la5035273,p-nitrophenyl palmitate,lipase activity assay substrate,p-NPP was used in the Winkler and Stuckmann lipase activity assay.,p-nitrophenyl palmitate,0,
5218,10.1021/la5035273,Triton X-100,assay reagent,Included in p-NPP lipase activity assay mixture.,Triton X-100,1,
5219,10.1021/la5035273,glucose,esterification substrate,Glucose was esterified with palmitic acid using immobilized PPL catalyst.,glucose,0,
5220,10.1021/la5035273,palmitic acid,esterification substrate,Palmitic acid was reacted with glucose to synthesize palmitolyglucose ester.,palmitic acid,0,
5221,10.1021/la5035273,3 Å molecular sieves,water-control additive,Added to esterification reaction to control water content.,molecular sieve 3A,1,
5222,10.1016/j.mtcomm.2024.109285,sodium alginate,polymer backbone / monomer,2 wt% aqueous sodium alginate solution used to create alginate-based microgels.,sodium alginate,0,
5223,10.1016/j.mtcomm.2024.109285,calcium chloride,crosslinker,5 wt% calcium chloride solution added to crosslink alginate microgels.,calcium chloride,0,
5224,10.1016/j.mtcomm.2024.109285,Ca2+,ionic bridge / metal ion,Calcium alginate network formed by divalent cation crosslinking; calcium ions may mediate mucin interactions.,calcium ion,0,
5225,10.1016/j.mtcomm.2024.109285,Span 80,surfactant in oil phase,"Oil phase contained liquid paraffin, Span 80, and Tween 80.",Span 80,1,
5226,10.1016/j.mtcomm.2024.109285,Tween 80,surfactant in oil phase,"Oil phase contained liquid paraffin, Span 80, and Tween 80.",Tween 80,1,
5227,10.1016/j.mtcomm.2024.109285,liquid paraffin,oil phase,Used to create the oil phase for emulsification-gelation.,liquid paraffin,1,
5228,10.1016/j.mtcomm.2024.109285,2-propanol,washing solvent,Microgel precipitate was rinsed three times with 2-propanol and deionized water.,2-propanol,0,
5229,10.1016/j.mtcomm.2024.109285,PBS,buffer,"Adsorption, washing, release, zeta potential, swelling, and mucoadhesion experiments used PBS.",phosphate buffered saline,1,
5230,10.3390/biomedicines10020330,RADA16,self-assembling peptide hydrogel backbone,Well-known self-assembling peptide used alone and co-assembled with functionalized food bioactive peptides.,RADA16 peptide,1,
5231,10.3390/biomedicines10020330,IAVPTGVA,food bioactive peptide motif,"Soybean glycinin-derived peptide, dubbed Soy1, attached to RADA16 in fAP-Soy1.",IAVPTGVA,1,
5232,10.3390/biomedicines10020330,LTFPGSAED,food bioactive peptide motif,"Lupin beta-conglutin-derived peptide, dubbed Lup1, attached to RADA16 in fAP-Lup1.",LTFPGSAED,1,
5233,10.3390/biomedicines10020330,Ac-IAVPTGVAGGGRADARADARADARADA-CONH2,functionalized self-assembling peptide,Named fAP-Soy1; synthesized as a RADA16 peptide functionalized with Soy1 through a three-glycine spacer.,Ac-IAVPTGVAGGGRADARADARADARADA-CONH2,1,
5234,10.3390/biomedicines10020330,Ac-LTFPGSAEDGGGRADARADARADARADA-CONH2,functionalized self-assembling peptide,Named fAP-Lup1; synthesized as a RADA16 peptide functionalized with Lup1 through a three-glycine spacer.,Ac-LTFPGSAEDGGGRADARADARADARADA-CONH2,1,
5235,10.3390/biomedicines10020330,DPBS,hydrogel preparation buffer,"1X Dulbecco's phosphate buffered saline, Ca2+/Mg2+-free, was used for hydrogel preparation.",Dulbecco phosphate buffered saline,1,
5236,10.3390/biomedicines10020330,Thioflavin T,amyloid-like fibril assay reagent,Used in ThT binding assay to assess amyloidogenic fibril structures.,Thioflavin T,0,
5237,10.1021/acsabm.0c01631,N-isopropylacrylamide,monomer,"NIPAm was the main monomer in NP1, NP2, and NP3 hydrogel nanoparticles.",N-isopropylacrylamide,0,
5238,10.1021/acsabm.0c01631,N-tert-butylacrylamide,hydrophobic monomer,TBAm supplied aliphatic hydrophobic groups; NP1 contained 40% TBAm.,N-tert-butylacrylamide,0,
5239,10.1021/acsabm.0c01631,acrylic acid,charged monomer,AAc supplied negative charge; NP1 contained 20% AAc.,acrylic acid,0,
5240,10.1021/acsabm.0c01631,"N,N'-methylenebis(acrylamide)",crosslinker,Bis was used as 2% crosslinker in NP1.,"N,N'-methylenebisacrylamide",0,
5241,10.1021/acsabm.0c01631,ammonium persulfate,initiator,APS was used as initiator for precipitation polymerization.,ammonium persulfate,0,
5242,10.1021/acsabm.0c01631,N-phenylacrylamide,monomer,Listed in materials; specific NP composition using PAA is not provided in the extracted context.,N-phenylacrylamide,0,
5243,10.1021/acsabm.0c01631,sodium dodecyl sulfate,reagent,Listed in materials.,sodium dodecyl sulfate,0,
5244,10.1021/acsabm.0c01631,"3,3'-dithiodipropionic acid",QCM surface linker,Used to modify gold QCM surfaces before EDC/NHS activation.,"3,3'-dithiodipropionic acid",0,
5245,10.1021/acsabm.0c01631,EDC,coupling reagent,Used with NHS to activate QCM surfaces.,1-ethyl-3-(3-dimethylaminopropyl)carbodiimide,0,
5246,10.1021/acsabm.0c01631,N-hydroxysuccinimide,coupling reagent,Used with EDC to activate QCM surfaces.,N-hydroxysuccinimide,0,
5247,10.1021/acsabm.0c01631,biotin-PEG,peptide immobilization ligand,Biotinylated peptides were immobilized through avidin-biotin interaction.,biotin PEG,1,
5248,10.1021/ja506717v,poly(ethylene glycol),hydrogel matrix polymer,engineered calmodulin within a poly(ethylene glycol) (PEG) matrix,poly(ethylene glycol),0,
5249,10.1021/ja506717v,engineered calmodulin,hydrogel affinity/tethering component,hydrogel using an engineered calmodulin (CaM) within a poly(ethylene glycol) (PEG) matrix,,1,
5250,10.1021/ja506717v,engineered CaM-binding sequence,protein tethering sequence,reversible tethering of proteins through an engineered CaM-binding sequence,,1,
5251,10.1002/1097-4628(20000801)77:5<1037::AID-APP10>3.0.CO;2-G,N-vinyl 2-pyrrolidone,monomer,Used with citric acid and water to prepare PVP-g-CA hydrogels.,N-vinyl-2-pyrrolidone,0,
5252,10.1002/1097-4628(20000801)77:5<1037::AID-APP10>3.0.CO;2-G,citric acid,functional monomer or ligand group,"Grafted into PVP hydrogel; CA content reported as 1.1, 1.8, and 2.7 mol %.",citric acid,0,
5253,10.1002/1097-4628(20000801)77:5<1037::AID-APP10>3.0.CO;2-G,uranyl acetate,metal salt adsorbate source,Used as aqueous uranyl ion solution for adsorption and swelling experiments.,uranyl acetate,0,
5254,10.1002/1097-4628(20000801)77:5<1037::AID-APP10>3.0.CO;2-G,uranyl nitrate,metal salt adsorbate source,Used as aqueous uranyl ion solution for adsorption and swelling experiments.,uranyl nitrate,0,
5255,10.1002/1097-4628(20000801)77:5<1037::AID-APP10>3.0.CO;2-G,uranyl ion,adsorption target,Target ion adsorbed by PVP-g-CA hydrogels; not a protein.,uranyl ion,1,
5256,10.1002/1097-4628(20000801)77:5<1037::AID-APP10>3.0.CO;2-G,sodium salicylate,complexing agent for detection,Added to uranyl solutions before UV-vis measurement at 466 nm.,sodium salicylate,0,
5257,10.1002/1097-4628(20000801)77:5<1037::AID-APP10>3.0.CO;2-G,water,solvent,"Used in hydrogel preparation, extraction, swelling, and desorption tests.",water,0,
5258,10.1016/j.mtchem.2026.103671,micro-fibrillated cellulose,cryogel reinforcing backbone/filler,MFC reinforced QCS cryogels and contributed macroporous structure.,cellulose,0,
5259,10.1016/j.mtchem.2026.103671,quaternized chitosan,cationic polymer backbone and electrostatic bilirubin capture component,QCS provides high-density cationic sites and quaternary ammonium groups.,quaternized chitosan,1,
5260,10.1016/j.mtchem.2026.103671,phase-transition lysozyme,proteinaceous affinity coating,PTL exposes hydrophobic residues and aromatic residues for bilirubin binding.,lysozyme,1,
5261,10.1016/j.mtchem.2026.103671,bis(vinylsulphonyl)methane,crosslinker,QCS and MFC were crosslinked using BVSM.,bis(vinylsulphonyl)methane,1,
5262,10.1016/j.mtchem.2026.103671,tri(2-carboxyethyl)phosphine,reducing agent for lysozyme phase transition,TCEP solution was used to chemically reduce intramolecular disulfide bonds of lysozyme.,tris(2-carboxyethyl)phosphine,0,
5263,10.1016/j.mtchem.2026.103671,bilirubin,target adsorbate/toxin,Albumin-bound bilirubin was removed by MFC/QCS/PTL cryogel.,bilirubin,0,
5264,10.1016/j.mtchem.2026.103671,NaCl,material reagent,Listed in materials.,sodium chloride,0,
5265,10.1016/j.mtchem.2026.103671,KCl,material reagent,Listed in materials.,potassium chloride,0,
5266,10.1016/j.mtchem.2026.103671,Na2HPO4·12H2O,buffer salt reagent,Listed in materials.,disodium hydrogen phosphate dodecahydrate,0,
5267,10.1016/j.mtchem.2026.103671,KH2PO4,buffer salt reagent,Listed in materials.,potassium dihydrogen phosphate,0,
5268,10.1016/j.reactfunctpolym.2009.04.009,N-isopropylacrylamide,monomer,Purified NIPA (1.0 g) was dissolved with MA in pH buffer solution to prepare hydrogels.,N-isopropylacrylamide,0,
5269,10.1016/j.reactfunctpolym.2009.04.009,maleic acid,functional monomer,MA (0.10 g) was used with NIPA; carboxyl groups of MA were discussed as interacting with Fbg.,maleic acid,0,
5270,10.1016/j.reactfunctpolym.2009.04.009,"N,N-methylenebis(acrylamide)",crosslinker,MBAAm (0.05 g) was added as crosslinker.,"N,N'-methylenebisacrylamide",0,
5271,10.1016/j.reactfunctpolym.2009.04.009,ammonium persulfate,initiator,"APS (0.06 M, 1.0 mL) was added as initiator.",ammonium persulfate,0,
5272,10.1016/j.reactfunctpolym.2009.04.009,"N,N,N',N'-tetramethylethylenediamine",accelerator,"TEMED (0.064 M, 0.5 mL) was added as accelerator.","N,N,N',N'-tetramethylethylenediamine",0,
5273,10.1016/j.reactfunctpolym.2009.04.009,fibrinogen,template molecule,Fbg (0.04 g) was added as imprinted molecule during MIH synthesis.,,0,
5274,10.1016/j.reactfunctpolym.2009.04.009,glacial acetic acid,buffer component,Used to prepare Britton-Robinson buffer stock solution.,acetic acid,0,
5275,10.1016/j.reactfunctpolym.2009.04.009,phosphoric acid,buffer component,Used to prepare Britton-Robinson buffer stock solution.,phosphoric acid,0,
5276,10.1016/j.reactfunctpolym.2009.04.009,boric acid,buffer component,Used to prepare Britton-Robinson buffer stock solution.,boric acid,0,
5277,10.1016/j.reactfunctpolym.2009.04.009,sodium hydroxide,pH adjustment reagent,"Used to adjust Britton-Robinson buffer pH to 4.0, 5.8, and 8.0.",sodium hydroxide,0,
5278,10.1016/j.reactfunctpolym.2009.04.009,hydrochloric acid,pH adjustment reagent,"Used to adjust Britton-Robinson buffer pH to 4.0, 5.8, and 8.0.",hydrochloric acid,0,
5279,10.1021/bm701399m,O-acetyl-galactoglucomannan,hydrogel polymer backbone,AcGGM hydrogels were prepared and loaded with BSA.,O-acetyl-galactoglucomannan,1,
5280,10.1021/bm701399m,2-hydroxyethylmethacrylate,monomer/comonomer and pendant acrylate source,HEMA side groups were attached to AcGGM and HEMA was used as 60% w/w comonomer in hydrogel formation.,2-hydroxyethyl methacrylate,0,
5281,10.1021/bm701399m,2-[(1-imidazolyl)formyloxy]ethyl methacrylate,activated HEMA derivative for AcGGM modification,HEMA-Im was synthesized and covalently coupled to AcGGM.,2-[(1-imidazolyl)formyloxy]ethyl methacrylate,1,
5282,10.1021/bm701399m,"N,N′-carbonyldiimidazole",reagent for HEMA-Im synthesis,Mixed with HEMA in anhydrous chloroform to synthesize HEMA-Im.,"N,N'-carbonyldiimidazole",0,
5283,10.1021/bm701399m,triethylamine,catalyst/base,Added to initiate coupling of HEMA-Im to AcGGM in DMSO.,triethylamine,0,
5284,10.1021/bm701399m,ammonium peroxodisulphate,radical polymerization initiator,Added during cross-linking and BSA incorporation.,ammonium persulfate,0,
5285,10.1021/bm701399m,sodium pyrosulfite,redox initiator component,Added during cross-linking and BSA incorporation.,sodium metabisulfite,0,
5286,10.1021/bm701399m,sodium acetate,buffer component,"50 mM sodium acetate buffer, pH 4.5, used for BSA release experiments.",sodium acetate,0,
5287,10.1021/bm701399m,sodium azide,preservative,Included in incubation buffer at 200 µg/mL.,sodium azide,0,
5288,10.1016/j.marpolbul.2023.115345,PS-PEG hydrogel,hydrogel additive in PDMS antifouling coating,Self-made amphiphilic hydrogel physically blended into PDMS at 0-40 wt%.,,1,
5289,10.1016/j.marpolbul.2023.115345,polydimethylsiloxane,silicone coating backbone,PDMS was used as the low-surface-energy fouling-release coating matrix.,polydimethylsiloxane,0,
5290,10.1016/j.marpolbul.2023.115345,styrene,hydrophobic monomer for PS microspheres,20 g St used in soap-free emulsion polymerization.,styrene,0,
5291,10.1016/j.marpolbul.2023.115345,hydroxyethyl methacrylate,hydrophilic monomer,4 g HEMA used to prepare amphiphilic PS microspheres.,2-hydroxyethyl methacrylate,0,
5292,10.1016/j.marpolbul.2023.115345,polyethylene glycol methyl ether methacrylate,hydrophilic monomer,6 g PEGMA used to prepare amphiphilic PS microspheres.,polyethylene glycol methyl ether methacrylate,1,
5293,10.1016/j.marpolbul.2023.115345,azodiisobutylamine hydrochloride,catalyst/initiator,0.5 g AIBA used in soap-free emulsion polymerization.,azodiisobutylamidine hydrochloride,1,
5294,10.1016/j.marpolbul.2023.115345,polyethylene glycol 2000,hydrogel base/reaction monomer,PEG2000 used in PS-PEG hydrogel preparation.,polyethylene glycol 2000,1,
5295,10.1016/j.marpolbul.2023.115345,isophorone diisocyanate,reaction monomer,IPDI used to prepare PS-NCO intermediate and PS-PEG polymer solution.,isophorone diisocyanate,0,
5296,10.1016/j.marpolbul.2023.115345,polyether triol HSH330,reaction monomer,HSH330 used in PS-PEG hydrogel synthesis.,polyether triol,1,
5297,10.1016/j.marpolbul.2023.115345,"1,4-butanediol",chain extender,0.5 g BDO added to continue the reaction during PS-PEG polymer solution preparation.,"1,4-butanediol",0,
5298,10.1016/j.marpolbul.2023.115345,tetraethyl orthosilicate,curing agent component,TEOS and xylene combined in a 3:7 ratio for component B.,tetraethyl orthosilicate,0,
5299,10.1016/j.marpolbul.2023.115345,dibutyltin dilaurate,catalyst component,DBTDL and acetylacetone combined in a 3:7 ratio for component C.,dibutyltin dilaurate,0,
5300,10.1016/j.marpolbul.2023.115345,fumed silica,filler,Added to PDMS until powder accounted for 10 wt%; average particle size 30 nm.,silicon dioxide,0,
5301,10.1016/j.marpolbul.2023.115345,KH-550,silane coupling agent in intermediate paint,Triethoxy group hydrolysis and reaction with PDMS terminal hydroxyl; amino group reacts with NCO to form urea.,3-aminopropyltriethoxysilane,0,
5302,10.1016/j.marpolbul.2023.115345,xylene,solvent,Used in mixed solvents and curing agent component.,xylene,0,
5303,10.1016/j.marpolbul.2023.115345,ethyl acetate,solvent,Part of mixed solvent system for PS-PEG hydrogel preparation.,ethyl acetate,0,
5304,10.1016/j.marpolbul.2023.115345,cyclohexanone,solvent,Part of mixed solvent system for PS-PEG hydrogel preparation.,cyclohexanone,0,
5305,10.1016/j.marpolbul.2023.115345,fluorescein isothiocyanate,protein label,BSA-FITC used in fluorescent protein adsorption test.,fluorescein isothiocyanate,0,
5306,10.1016/j.marpolbul.2023.115345,phosphate buffered saline,washing buffer,PBS used to wash weakly adsorbed protein from coating surface.,phosphate buffered saline,1,
5307,10.1002/smll.202002621,bovine serum albumin,protein hydrogel backbone and template molecule,A protein hydrogel composed of gelated BSA and BSA templated Au/Ag alloy nanoclusters was prepared.,,1,
5308,10.1002/smll.202002621,Au/Ag alloy nanoclusters,"fluorescent ECL probe, composite filler, crosslinking point",Au/Ag NCs anchored in the protein scaffold via metal-S binding and functioned as crosslinking points.,,1,
5309,10.1002/smll.202002621,tetrachloroauric(III) acid trihydrate,gold precursor,HAuCl4 was used in synthesis of Au/Ag NCs@BSA hydrogel.,tetrachloroauric acid trihydrate,0,
5310,10.1002/smll.202002621,silver nitrate,silver precursor,AgNO3 with different molar ratio to HAuCl4 was added to the mixture solution.,silver nitrate,0,
5311,10.1002/smll.202002621,sodium hydroxide,pH adjustment reagent,NaOH was added to adjust the pH value of the mixture solution to 13.,sodium hydroxide,0,
5312,10.1002/smll.202002621,triethylamine,ECL co-reagent,ECL emission occurred in the presence of co-reagent TEA.,triethylamine,0,
5313,10.1002/smll.202002621,glutathione,small-molecule sensing target,The hydrogel ECL system was applied in sensing GSH in serum.,reduced glutathione,0,
5314,10.1002/smll.202002621,sodium perchlorate,chemical reagent,NaClO4 was listed in materials.,sodium perchlorate,0,
5315,10.1002/smll.202002621,sodium dihydrogen phosphate dihydrate,PBS buffer component,NaH2PO4·2H2O was listed in materials.,sodium dihydrogen phosphate dihydrate,0,
5316,10.1002/smll.202002621,disodium hydrogen phosphate,PBS buffer component,Na2HPO4 was listed in materials.,disodium hydrogen phosphate,0,
5317,10.1002/smll.202002621,potassium chloride,electrochemical reference electrolyte/materials reagent,KCl was listed in materials and Ag/AgCl reference electrode was saturated with KCl.,potassium chloride,0,
5318,10.3390/gels9120968,poly(vinyl alcohol),hydrogel polymer backbone,PVA 10% (m/v) aqueous solutions were used to produce electrospun nanofibers and lysozyme-loaded nanofibers.,polyvinyl alcohol,0,
5319,10.3390/gels9120968,chitosan,hydrogel polymer backbone,CS 2% (m/v) in 2% acetic acid was blended with PVA at 90:10 and 70:30 v/v ratios for nanofiber production.,chitosan,0,
5320,10.3390/gels9120968,phenylboronic acid,crosslinker or functionalizing boronic acid,PBA was used to crosslink lysozyme-loaded PVA and PVA/CS nanofibers.,phenylboronic acid,0,
5321,10.3390/gels9120968,2-acetylphenylboronic acid,crosslinker or functionalizing boronic acid,aPBA was one of the boronic acids used for crosslinking or functionalization.,2-acetylphenylboronic acid,0,
5322,10.3390/gels9120968,2-formylphenylboronic acid,crosslinker or functionalizing boronic acid,fPBA was one of the boronic acids used for crosslinking or functionalization.,2-formylphenylboronic acid,0,
5323,10.3390/gels9120968,bortezomib,boronic acid comparator or positive control crosslinking agent,BTZ was used as a boronic acid derivative and positive control in cell viability comparisons.,bortezomib,0,
5324,10.3390/gels9120968,iron oxide nanoparticles,magnetic filler or composite component,IONPs were adsorbed or deposited on nanofibers to produce magnetized nanofibers.,iron oxide nanoparticles,1,
5325,10.3390/gels9120968,acetic acid,solvent for chitosan,CS gel solutions were prepared in 2% acetic acid.,acetic acid,0,
5326,10.3390/gels9120968,potassium dihydrogen phosphate,buffer component,Phosphate buffer was prepared from KH2PO4 and K2HPO4.,potassium dihydrogen phosphate,0,
5327,10.3390/gels9120968,di-potassium hydrogen phosphate,buffer component,Phosphate buffer was prepared from KH2PO4 and K2HPO4.,dipotassium hydrogen phosphate,0,
5328,10.1002/admi.202500122,"N,N-dimethyl lactamide acrylate",main hydrophilic non-charged monomer,Used as DMLA monomer in p(D-BP) and p(D-BM-BP) hydrogels; authors link DMLA to antifouling behavior.,"N,N-dimethyl lactamide acrylate",1,
5329,10.1002/admi.202500122,benzophenone acrylate,photo-crosslinking and surface-anchoring comonomer,"BPA contains benzophenone units that perform UV-triggered C,H insertion to crosslink polymer chains and attach hydrogel to surfaces.",benzophenone acrylate,1,
5330,10.1002/admi.202500122,"5,6-benzo-2-methylene-1,3-dioxepane",degradable backbone comonomer,BMDO is incorporated to introduce hydrolyzable ester bonds and faster hydrogel degradation.,"5,6-benzo-2-methylene-1,3-dioxepane",1,
5331,10.1002/admi.202500122,4-cyano-4-[(dodecylsulfanylthiocarbonyl)sulfanyl]pentanoic acid,RAFT chain transfer agent,Used as CDSPA in RAFT polymerization.,4-cyano-4-[(dodecylsulfanylthiocarbonyl)sulfanyl]pentanoic acid,0,
5332,10.1002/admi.202500122,"2,2'-azobis(2-methylpropionitrile)",radical initiator,Used as AIBN in polymerization.,"2,2'-azobis(2-methylpropionitrile)",0,
5333,10.1002/admi.202500122,dimethyl sulfoxide,polymerization solvent,RAFT polymerization performed in anhydrous DMSO.,dimethyl sulfoxide,0,
5334,10.1002/admi.202500122,1-octadecanethiol,gold surface modifier for SPR sensor slides,Gold SPR sensor slides were modified with 1-octadecanethiol to allow hydrogel coating to covalently bind.,1-octadecanethiol,0,
