material_mention_id,doi,name,role,query,value_origin,source_database,match_status,qa_status,qa_note,pubchem_cid,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchikey,iupac_name
12696,10.1016/j.jhazmat.2019.120984,uranium,adsorption target metal ion,uranium,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12697,10.1016/j.jhazmat.2019.120984,uranyl ion,adsorption target species,uranyl ion,external_descriptor,PubChem,skipped,skipped,,,,,,,,
12698,10.1016/j.jhazmat.2019.120984,sodium chloride,salt/ionic strength component,sodium chloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12699,10.1016/j.jhazmat.2019.120984,sodium bicarbonate,simulated seawater component,sodium bicarbonate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12700,10.1016/j.jhazmat.2019.120984,ammonium carbonate,desorption/regeneration agent,ammonium carbonate,external_descriptor,PubChem,skipped,skipped,,,,,,,,
12701,10.1016/j.jhazmat.2019.120984,nitric acid,pH adjustment reagent,nitric acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12702,10.1016/j.jhazmat.2019.120984,sodium carbonate,pH adjustment reagent,sodium carbonate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11706,10.1016/j.jhazmat.2020.122417,egg albumin,hydrogel backbone,egg albumin,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11707,10.1016/j.jhazmat.2020.122417,polyethyleneimine,amine functional polymer,polyethyleneimine,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11708,10.1016/j.jhazmat.2020.122417,epichlorohydrin,crosslinker,epichlorohydrin,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11709,10.1016/j.jhazmat.2020.122417,diclofenac sodium,"small-molecule adsorbate, not protein target",diclofenac sodium,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11710,10.1016/j.jhazmat.2020.122417,sodium hydroxide,desorbing agent and pH adjustment reagent,sodium hydroxide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11711,10.1016/j.jhazmat.2020.122417,nitric acid,pH adjustment reagent,nitric acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11712,10.1016/j.jhazmat.2020.122417,hydrochloric acid,reagent,hydrochloric acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9847,10.1016/j.jhazmat.2022.128707,PtCu hydrogel,hydrogel carrier,PtCu hydrogel,external_descriptor,PubChem,skipped,skipped,,,,,,,,
9848,10.1016/j.jhazmat.2022.128707,H2PtCl6,platinum precursor,hexachloroplatinic acid,external_descriptor,PubChem,skipped,skipped,,,,,,,,
9849,10.1016/j.jhazmat.2022.128707,CuCl2,copper precursor,copper(II) chloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9850,10.1016/j.jhazmat.2022.128707,NaBH4,reducing agent,sodium borohydride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9851,10.1016/j.jhazmat.2022.128707,dopamine,PDA precursor/capping agent,dopamine,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9852,10.1016/j.jhazmat.2022.128707,polydopamine,surface capping/coordination layer,polydopamine,external_descriptor,PubChem,skipped,skipped,,,,,,,,
9853,10.1016/j.jhazmat.2022.128707,zinc acetate dihydrate,zinc ion source,zinc acetate dihydrate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9854,10.1016/j.jhazmat.2022.128707,Zn2+,metal ion bridge/MOF node,zinc ion,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9855,10.1016/j.jhazmat.2022.128707,2-methylimidazole,ZIF-8 ligand,2-methylimidazole,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9856,10.1016/j.jhazmat.2022.128707,ZIF-8,amorphous MOF shell,ZIF-8,external_descriptor,PubChem,skipped,skipped,,,,,,,,
9857,10.1016/j.jhazmat.2022.128707,TMB,peroxidase substrate,"3,3',5,5'-tetramethylbenzidine",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9858,10.1016/j.jhazmat.2022.128707,H2O2,peroxidase substrate,hydrogen peroxide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9859,10.1016/j.jhazmat.2022.128707,DMF,organic solvent challenge,"N,N-dimethylformamide",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9860,10.1016/j.jhazmat.2022.128707,acetone,organic solvent challenge,acetone,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11314,10.1016/j.jhazmat.2025.137196,acrylamide,monomer,acrylamide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11315,10.1016/j.jhazmat.2025.137196,"N,N'-Methylene-bis-acrylamide",crosslinker,"N,N'-Methylenebisacrylamide",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11316,10.1016/j.jhazmat.2025.137196,polyethylene glycol,porogen / phase-separation agent,polyethylene glycol,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11317,10.1016/j.jhazmat.2025.137196,glutaraldehyde,chemical immobilization linker,glutaraldehyde,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11318,10.1016/j.jhazmat.2025.137196,"lithium phenyl(2,4,6-trimethylbenzoyl)phosphinate",photoinitiator,"lithium phenyl-2,4,6-trimethylbenzoylphosphinate",external_descriptor,PubChem,skipped,skipped,,,,,,,,
11319,10.1016/j.jhazmat.2025.137196,fluorescein isothiocyanate,protein fluorescent label,fluorescein isothiocyanate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11320,10.1016/j.jhazmat.2025.137196,p-nitrophenyl butyrate,enzyme activity substrate,p-nitrophenyl butyrate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11321,10.1016/j.jhazmat.2025.137196,p-nitrophenol,enzyme activity product/calibration analyte,p-nitrophenol,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11322,10.1016/j.jhazmat.2025.137196,bovine serum albumin,Bradford assay calibration protein,bovine serum albumin,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11323,10.1016/j.jhazmat.2025.137196,Tris-HCl buffer,activity assay buffer,Tris hydrochloride,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11324,10.1016/j.jhazmat.2025.137196,sodium carbonate-bicarbonate buffer,FITC labelling buffer,carbonate bicarbonate buffer,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11325,10.1016/j.jhazmat.2025.137196,terephthalic acid,PET degradation product,terephthalic acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11326,10.1016/j.jhazmat.2025.137196,mono(2-hydroxyethyl) terephthalate,PET degradation product,mono(2-hydroxyethyl) terephthalate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11327,10.1016/j.jhazmat.2025.137196,bis(2-hydroxyethyl) terephthalate,PET degradation product,bis(2-hydroxyethyl) terephthalate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11328,10.1016/j.jhazmat.2025.137196,poly(ethylene terephthalate),nanoplastic substrate,polyethylene terephthalate,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11329,10.1016/j.jhazmat.2025.137196,Impranil DLN-SD,polyester polyurethane nanoplastic substrate,Impranil DLN-SD,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11879,10.1016/j.jhazmat.2025.138611,ribavirin,target pollutant,ribavirin,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11880,10.1016/j.jhazmat.2025.138611,alginate,hydrogel component,alginate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11881,10.1016/j.jhazmat.2025.138611,agarose,hydrogel component,agarose,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11882,10.1016/j.jhazmat.2025.138611,acrylamide,monomer/network component,acrylamide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11883,10.1016/j.jhazmat.2025.138611,calcium ion,ionic crosslinking bridge,calcium ion,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11884,10.1016/j.jhazmat.2025.138611,1-aminobenzotriazole,enzyme inhibitor,1-aminobenzotriazole,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11885,10.1016/j.jhazmat.2025.138611,indomethacin,enzyme inhibitor,indomethacin,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11886,10.1016/j.jhazmat.2025.138611,5-iodotubercidin,enzyme inhibitor,5-iodotubercidin,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7481,10.1016/j.jhazmat.2025.139486,sodium alginate,hydrogel polymer backbone,sodium alginate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7482,10.1016/j.jhazmat.2025.139486,glutaraldehyde,crosslinker,glutaraldehyde,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7483,10.1016/j.jhazmat.2025.139486,chitosan,hydrogel polymer backbone,chitosan,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7484,10.1016/j.jhazmat.2025.139486,gelatin,hydrogel polymer backbone,gelatin,external_descriptor,PubChem,skipped,skipped,,,,,,,,
7485,10.1016/j.jhazmat.2025.139486,Cu2+,adsorbate metal ion and precursor for CuO2 formation,copper(2+) ion,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7486,10.1016/j.jhazmat.2025.139486,CuO2,nanozyme composite filler/active phase,copper peroxide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7487,10.1016/j.jhazmat.2025.139486,hydrogen peroxide,oxidant for SGCG/CuO2 synthesis,hydrogen peroxide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7488,10.1016/j.jhazmat.2025.139486,sodium borohydride,reducing agent,sodium borohydride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7489,10.1016/j.jhazmat.2025.139486,"2,4-dichlorophenol",phenolic pollutant substrate,"2,4-dichlorophenol",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7490,10.1016/j.jhazmat.2025.139486,"2,4,6-trimethylphenol",phenolic pollutant substrate,"2,4,6-trimethylphenol",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7491,10.1016/j.jhazmat.2025.139486,"3,5-dimethylphenol",phenolic pollutant substrate,"3,5-dimethylphenol",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7492,10.1016/j.jhazmat.2025.139486,4-aminoantipyrine,chromogenic assay reagent,4-aminoantipyrine,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7493,10.1016/j.jhazmat.2025.139486,"3,3',5,5'-tetramethylbenzidine",chromogenic assay substrate,"3,3',5,5'-tetramethylbenzidine",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7494,10.1016/j.jhazmat.2025.139486,MES,buffer,2-morpholinoethanesulfonic acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7495,10.1016/j.jhazmat.2025.139486,sodium acetate,buffer component,sodium acetate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7496,10.1016/j.jhazmat.2025.139486,acetic acid,buffer component,acetic acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7898,10.1016/j.jim.2003.09.017,"N,N-dimethylacrylamide",main hydrogel monomer,"N,N-dimethylacrylamide",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7899,10.1016/j.jim.2003.09.017,allylglycidyl ether,epoxy-containing comonomer,allylglycidyl ether,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7900,10.1016/j.jim.2003.09.017,"N,N'-methylene-bis(acrylamide)",crosslinker,"N,N'-methylenebisacrylamide",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7901,10.1016/j.jim.2003.09.017,ammonium persulfate,polymerization initiator,ammonium persulfate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7902,10.1016/j.jim.2003.09.017,"N,N,N',N'-tetramethylethylenediamine",polymerization activator,"N,N,N',N'-tetramethylethylenediamine",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7903,10.1016/j.jim.2003.09.017,ethylenediamine,spacer-arm reagent,ethylenediamine,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7904,10.1016/j.jim.2003.09.017,glutaraldehyde,activation reagent and spacer component,glutaraldehyde,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7905,10.1016/j.jim.2003.09.017,sodium borohydride,reducing agent,sodium borohydride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7906,10.1016/j.jim.2003.09.017,sodium phosphate buffer,coupling and microscopy buffer,sodium phosphate,external_descriptor,PubChem,skipped,skipped,,,,,,,,
7907,10.1016/j.jim.2003.09.017,HEPES,binding/wash buffer component,HEPES,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7908,10.1016/j.jim.2003.09.017,sodium chloride,salt,sodium chloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7909,10.1016/j.jim.2003.09.017,glycine-HCl,low-pH desorption buffer,glycine hydrochloride,external_descriptor,PubChem,skipped,skipped,,,,,,,,
7910,10.1016/j.jim.2003.09.017,Ficoll-Paque Plus,lymphocyte isolation medium,Ficoll,external_descriptor,PubChem,skipped,skipped,,,,,,,,
7911,10.1016/j.jim.2003.09.017,trypan blue,cell viability stain,trypan blue,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9403,10.1016/j.jmb.2009.06.075,"2,3-butanediol",enzyme substrate,"2,3-butanediol",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9404,10.1016/j.jmb.2009.06.075,3-hydroxy-2-butanone,enzyme substrate,3-hydroxy-2-butanone,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9405,10.1016/j.jmb.2009.06.075,NAD+,cofactor,NAD+,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9406,10.1016/j.jmb.2009.06.075,NADH,cofactor,NADH,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9407,10.1016/j.jmb.2009.06.075,guanidine hydrochloride,denaturant,guanidine hydrochloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9408,10.1016/j.jmb.2009.06.075,sodium phosphate,buffer,sodium phosphate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9409,10.1016/j.jmb.2009.06.075,glycine,buffer,glycine,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
9410,10.1016/j.jmb.2009.06.075,Tris,buffer,Tris,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7502,10.1016/j.jmbbm.2024.106825,polyvinyl alcohol,hydrogel polymer backbone,polyvinyl alcohol,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7503,10.1016/j.jmbbm.2024.106825,tannic acid,TA additive/crosslinking interaction group/protein affinity group,tannic acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7504,10.1016/j.jmbbm.2024.106825,phosphate buffer saline,buffer and comparison lubricant medium,phosphate buffered saline,external_descriptor,PubChem,skipped,skipped,,,,,,,,
7505,10.1016/j.jmbbm.2024.106825,sodium dodecyl sulfate,protein desorption reagent,sodium dodecyl sulfate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7506,10.1016/j.jmbbm.2024.106825,bicinchoninic acid assay kit,protein quantification reagent,bicinchoninic acid,external_descriptor,PubChem,skipped,skipped,,,,,,,,
7507,10.1016/j.jmbbm.2024.106825,Al2O3,tribology counter-face material,aluminum oxide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11226,10.1016/j.jmmm.2016.03.068,styrene,monomer,styrene,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11227,10.1016/j.jmmm.2016.03.068,N-isopropylacrylamide,monomer,N-isopropylacrylamide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11228,10.1016/j.jmmm.2016.03.068,methacrylic acid,monomer,methacrylic acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11229,10.1016/j.jmmm.2016.03.068,polyethylene glycol methacrylate,reactive stabilizer/monomer,polyethylene glycol methacrylate,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11230,10.1016/j.jmmm.2016.03.068,pyrrole,monomer,pyrrole,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11231,10.1016/j.jmmm.2016.03.068,ferric chloride,oxidant and Fe(III) source,ferric chloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11232,10.1016/j.jmmm.2016.03.068,ferrous sulfate heptahydrate,Fe(II) source,ferrous sulfate heptahydrate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11233,10.1016/j.jmmm.2016.03.068,p-toluene sulfonic acid,dopant,p-toluenesulfonic acid,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11234,10.1016/j.jmmm.2016.03.068,sodium dodecyl sulfate,stabilizer,sodium dodecyl sulfate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11235,10.1016/j.jmmm.2016.03.068,gamma-Fe2O3,magnetic filler,maghemite,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11236,10.1016/j.jmmm.2016.03.068,hexavalent chromium,non-protein adsorption target,hexavalent chromium,external_descriptor,PubChem,skipped,skipped,,,,,,,,
7129,10.1016/j.jtice.2016.03.032,2-hydroxyethylmethacrylate,monomer,2-hydroxyethyl methacrylate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7130,10.1016/j.jtice.2016.03.032,poly(hydroxyethylmethacrylate),hydrogel backbone,poly(2-hydroxyethyl methacrylate),external_descriptor,PubChem,skipped,skipped,,,,,,,,
7131,10.1016/j.jtice.2016.03.032,humic acid,affinity/fouling ligand and aggregate component,humic acid,external_descriptor,PubChem,skipped,skipped,,,,,,,,
7132,10.1016/j.jtice.2016.03.032,Cu2+,metal ion bridge for humic acid immobilization,copper(II),external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7133,10.1016/j.jtice.2016.03.032,"N,N'-methylene-bis-acrylamide",crosslinker,"N,N'-methylenebisacrylamide",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7134,10.1016/j.jtice.2016.03.032,ammonium persulfate,polymerization initiator,ammonium persulfate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7135,10.1016/j.jtice.2016.03.032,"N,N,N,N'-tetramethylethylenediamine",polymerization accelerator,"N,N,N',N'-tetramethylethylenediamine",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7136,10.1016/j.jtice.2016.03.032,sodium chloride,salt for ionic strength scan and desorption,sodium chloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7137,10.1016/j.jtice.2016.03.032,sodium acetate buffer,buffer,sodium acetate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7138,10.1016/j.jtice.2016.03.032,sodium phosphate buffer,buffer,sodium phosphate,external_descriptor,PubChem,skipped,skipped,,,,,,,,
7810,10.1016/j.jtice.2020.08.027,[2-(acryloyloxy)ethyl]trimethylammonium chloride,cationic monomer,[2-(acryloyloxy)ethyl]trimethylammonium chloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7811,10.1016/j.jtice.2020.08.027,2-acrylamido-2-methyl-1-propanesulfonic acid sodium,anionic monomer,sodium 2-acrylamido-2-methylpropane sulfonate,external_descriptor,PubChem,skipped,skipped,,,,,,,,
7812,10.1016/j.jtice.2020.08.027,poly(ethylene glycol) diacrylate,crosslinker,poly(ethylene glycol) diacrylate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7813,10.1016/j.jtice.2020.08.027,"2,2-dimethyoxy-2-phenylacetophenone",photoinitiator,"2,2-dimethoxy-2-phenylacetophenone",external_descriptor,PubChem,skipped,skipped,,,,,,,,
7814,10.1016/j.jtice.2020.08.027,sodium chloride,salt / processing additive,sodium chloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7815,10.1016/j.jtice.2020.08.027,sodium dodecyl sulfate,protein desorption surfactant,sodium dodecyl sulfate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
7816,10.1016/j.jtice.2020.08.027,"thiazol-2-yl-2,5-dimethyl tetrazolium bromide",MTT assay reagent,MTT thiazolyl blue tetrazolium bromide,external_descriptor,PubChem,skipped,skipped,,,,,,,,
7817,10.1016/j.jtice.2020.08.027,Triton,positive control reagent for hemolysis,Triton X-100,external_descriptor,PubChem,skipped,skipped,,,,,,,,
12679,10.1016/j.lwt.2025.118352,chitosan,microgel polymer backbone,chitosan,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12680,10.1016/j.lwt.2025.118352,shellac,hydrophobic nanoparticle coating,shellac,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12681,10.1016/j.lwt.2025.118352,genipin,crosslinker,genipin,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12682,10.1016/j.lwt.2025.118352,Span 80,emulsion stabilizer,Span 80,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12683,10.1016/j.lwt.2025.118352,paraffin oil,oil phase for SCL preparation,paraffin oil,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12684,10.1016/j.lwt.2025.118352,n-hexane,solvent and oil phase,n-hexane,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12685,10.1016/j.lwt.2025.118352,vinyl laurate,acyl donor substrate,vinyl laurate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12686,10.1016/j.lwt.2025.118352,sucrose,substrate,sucrose,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
12687,10.1016/j.lwt.2025.118352,dimethyl sulfoxide,solvent,dimethyl sulfoxide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
5288,10.1016/j.marpolbul.2023.115345,PS-PEG hydrogel,hydrogel additive in PDMS antifouling coating,PS-PEG hydrogel,external_descriptor,PubChem,skipped,skipped,,,,,,,,
5289,10.1016/j.marpolbul.2023.115345,polydimethylsiloxane,silicone coating backbone,polydimethylsiloxane,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
5290,10.1016/j.marpolbul.2023.115345,styrene,hydrophobic monomer for PS microspheres,styrene,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
5291,10.1016/j.marpolbul.2023.115345,hydroxyethyl methacrylate,hydrophilic monomer,2-hydroxyethyl methacrylate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
5292,10.1016/j.marpolbul.2023.115345,polyethylene glycol methyl ether methacrylate,hydrophilic monomer,polyethylene glycol methyl ether methacrylate,external_descriptor,PubChem,skipped,skipped,,,,,,,,
5293,10.1016/j.marpolbul.2023.115345,azodiisobutylamine hydrochloride,catalyst/initiator,azodiisobutylamidine hydrochloride,external_descriptor,PubChem,skipped,skipped,,,,,,,,
5294,10.1016/j.marpolbul.2023.115345,polyethylene glycol 2000,hydrogel base/reaction monomer,polyethylene glycol 2000,external_descriptor,PubChem,skipped,skipped,,,,,,,,
5295,10.1016/j.marpolbul.2023.115345,isophorone diisocyanate,reaction monomer,isophorone diisocyanate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
5296,10.1016/j.marpolbul.2023.115345,polyether triol HSH330,reaction monomer,polyether triol,external_descriptor,PubChem,skipped,skipped,,,,,,,,
5297,10.1016/j.marpolbul.2023.115345,"1,4-butanediol",chain extender,"1,4-butanediol",external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
5298,10.1016/j.marpolbul.2023.115345,tetraethyl orthosilicate,curing agent component,tetraethyl orthosilicate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
5299,10.1016/j.marpolbul.2023.115345,dibutyltin dilaurate,catalyst component,dibutyltin dilaurate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
5300,10.1016/j.marpolbul.2023.115345,fumed silica,filler,silicon dioxide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
5301,10.1016/j.marpolbul.2023.115345,KH-550,silane coupling agent in intermediate paint,3-aminopropyltriethoxysilane,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
5302,10.1016/j.marpolbul.2023.115345,xylene,solvent,xylene,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
5303,10.1016/j.marpolbul.2023.115345,ethyl acetate,solvent,ethyl acetate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
5304,10.1016/j.marpolbul.2023.115345,cyclohexanone,solvent,cyclohexanone,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
5305,10.1016/j.marpolbul.2023.115345,fluorescein isothiocyanate,protein label,fluorescein isothiocyanate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
5306,10.1016/j.marpolbul.2023.115345,phosphate buffered saline,washing buffer,phosphate buffered saline,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11721,10.1016/j.matbio.2008.08.001,poly(ethylene glycol) dimethacrylate,hydrogel macromer,poly(ethylene glycol) dimethacrylate,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11722,10.1016/j.matbio.2008.08.001,poly(ethylene glycol),hydrogel polymer backbone precursor,polyethylene glycol,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11723,10.1016/j.matbio.2008.08.001,methacrylic anhydride,methacrylation reagent,methacrylic anhydride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11724,10.1016/j.matbio.2008.08.001,2-hydroxy-1-[4-(hydroxyethoxy)phenyl]-2-methyl-1-propanone,photoinitiator,2-hydroxy-1-[4-(hydroxyethoxy)phenyl]-2-methyl-1-propanone,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11725,10.1016/j.matbio.2008.08.001,Hanks Balanced Salt Solution,hydrogel precursor buffer,Hanks Balanced Salt Solution,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11726,10.1016/j.matbio.2008.08.001,Acr-PEG-NHS,peptide conjugation reagent,acrylate PEG NHS,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11727,10.1016/j.matbio.2008.08.001,IKLLI,laminin-derived adhesive peptide,IKLLI peptide,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11728,10.1016/j.matbio.2008.08.001,IKVAV,laminin-derived adhesive peptide,IKVAV peptide,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11729,10.1016/j.matbio.2008.08.001,LRGDN,laminin-derived adhesive peptide,LRGDN peptide,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11730,10.1016/j.matbio.2008.08.001,PDSGR,laminin-derived adhesive peptide,PDSGR peptide,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11731,10.1016/j.matbio.2008.08.001,YIGSR,laminin-derived adhesive peptide,YIGSR peptide,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11732,10.1016/j.matbio.2008.08.001,VVIAK,scrambled peptide control,VVIAK peptide,external_descriptor,PubChem,skipped,skipped,,,,,,,,
11758,10.1016/j.matdes.2025.113581,agarose,hydrogel polymer backbone,agarose,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11759,10.1016/j.matdes.2025.113581,epichlorohydrin,crosslinker,epichlorohydrin,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11760,10.1016/j.matdes.2025.113581,(3-Chloro-2-hydroxypropyl)trimethylammonium chloride,functionalization reagent / cationic ligand precursor,(3-Chloro-2-hydroxypropyl)trimethylammonium chloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11761,10.1016/j.matdes.2025.113581,sodium hydroxide,base for crosslinking and functionalization,sodium hydroxide,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11762,10.1016/j.matdes.2025.113581,sodium chloride,wash salt after functionalization,sodium chloride,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
11763,10.1016/j.matdes.2025.113581,sodium phosphate dibasic heptahydrate,buffer component,sodium phosphate dibasic heptahydrate,external_descriptor,PubChem,not_queried,not_queried,,,,,,,,
