doi,title,publisher,status,records_count,material_mentions_count,protein_mentions_count,special_fields_count,source_json,curation_decision,curation_reason,error_message
10.1016/j.colsurfb.2017.07.069,Nanoscale trifunctional bovine hemoglobin for fabricating molecularly imprinted polydopamine via Pickering emulsions-hydrogels polymerization,Elsevier,success,7,10,5,5,local_article_corpus/Elsevier/10.1016_j.colsurfb.2017.07.069/10.1016_j.colsurfb.2017.07.069.json,include_records,Article yielded one or more extracted records.,
10.1016/j.colsurfb.2018.04.019,Poly-l-lysine modified cryogels for efficient bilirubin removal from human plasma,Elsevier,partial,0,18,2,3,local_article_corpus/Elsevier/10.1016_j.colsurfb.2018.04.019/10.1016_j.colsurfb.2018.04.019.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.colsurfb.2018.04.024,Synthesis of F127/PAA hydrogels for removal of heavy metal ions from organic wastewater,Elsevier,success,2,9,1,3,local_article_corpus/Elsevier/10.1016_j.colsurfb.2018.04.024/10.1016_j.colsurfb.2018.04.024.json,include_records,Article yielded one or more extracted records.,
10.1016/j.colsurfb.2018.07.031,Shear stress regulated uptake of liposome-decorated microgels coated with a poly(dopamine) shell,Elsevier,success,6,11,2,4,local_article_corpus/Elsevier/10.1016_j.colsurfb.2018.07.031/10.1016_j.colsurfb.2018.07.031.json,include_records,Article yielded one or more extracted records.,
10.1016/j.colsurfb.2019.04.051,The influence of protein deposition on contact lens tear film stability,Elsevier,success,9,9,3,5,local_article_corpus/Elsevier/10.1016_j.colsurfb.2019.04.051/10.1016_j.colsurfb.2019.04.051.json,include_records,Article yielded one or more extracted records.,
10.1016/j.colsurfb.2020.111332,The Hofmeister effect on protein hydrogels with stranded and particulate microstructures,Elsevier,partial,0,11,4,2,local_article_corpus/Elsevier/10.1016_j.colsurfb.2020.111332/10.1016_j.colsurfb.2020.111332.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.colsurfb.2022.112595,Microgels as globular protein model systems,Elsevier,partial,0,14,6,4,local_article_corpus/Elsevier/10.1016_j.colsurfb.2022.112595/10.1016_j.colsurfb.2022.112595.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.colsurfb.2022.112677,Protein release from nanocellulose and alginate hydrogels: The study of adsorption and desorption kinetics,Elsevier,success,6,8,1,7,local_article_corpus/Elsevier/10.1016_j.colsurfb.2022.112677/10.1016_j.colsurfb.2022.112677.json,include_records,Article yielded one or more extracted records.,
10.1016/j.colsurfb.2024.114370,Design of enzyme immobilized zwitterionic copolymer nanogels and its size effect on electrochemical reaction,Elsevier,success,5,10,2,3,local_article_corpus/Elsevier/10.1016_j.colsurfb.2024.114370/10.1016_j.colsurfb.2024.114370.json,include_records,Article yielded one or more extracted records.,
10.1016/j.colsurfb.2024.114420,"Fabrication of nanoparticle-reinforced composite hydrogel for improved durability, antifouling, and thrombosis-resistance in arteriovenous grafts",Elsevier,success,3,9,3,5,local_article_corpus/Elsevier/10.1016_j.colsurfb.2024.114420/10.1016_j.colsurfb.2024.114420.json,include_records,Article yielded one or more extracted records.,
10.1016/j.compositesa.2025.108756,Photothermal synergistic antifouling and high-toughness hydrogel based on Ti3C2Tx-PEG for marine coatings,Elsevier,partial,0,13,0,3,local_article_corpus/Elsevier/10.1016_j.compositesa.2025.108756/10.1016_j.compositesa.2025.108756.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.compositesb.2022.110164,A polyzwitterion-based antifouling and flexible bilayer hydrogel coating,Elsevier,success,2,8,2,3,local_article_corpus/Elsevier/10.1016_j.compositesb.2022.110164/10.1016_j.compositesb.2022.110164.json,include_records,Article yielded one or more extracted records.,
10.1016/j.cplett.2020.138105,An intrinsically disordered protein in F127 hydrogel: Fluorescence correlation spectroscopy and structural diversity of beta casein,Elsevier,partial,0,7,4,4,local_article_corpus/Elsevier/10.1016_j.cplett.2020.138105/10.1016_j.cplett.2020.138105.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.cscm.2025.e05248,A new titanium dioxide-polyethylene glycol hydrogel for marine antifouling coatings,Elsevier,success,3,9,2,3,local_article_corpus/Elsevier/10.1016_j.cscm.2025.e05248/10.1016_j.cscm.2025.e05248.json,include_records,Article yielded one or more extracted records.,
10.1016/j.desal.2015.03.015,A free-standing calcium alginate/polyacrylamide hydrogel nanofiltration membrane with high anti-fouling performance: Preparation and characterization,Elsevier,success,6,10,2,4,local_article_corpus/Elsevier/10.1016_j.desal.2015.03.015/10.1016_j.desal.2015.03.015.json,include_records,Article yielded one or more extracted records.,
10.1016/j.desal.2020.114591,Surface modification of thin-film composite forward osmosis membranes with polyvinyl alcohol–graphene oxide composite hydrogels for antifouling properties,Elsevier,partial,0,9,0,4,local_article_corpus/Elsevier/10.1016_j.desal.2020.114591/10.1016_j.desal.2020.114591.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.desal.2021.115192,Composite hydrogel-based photothermal self-pumping system with salt and bacteria resistance for super-efficient solar-powered water evaporation,Elsevier,partial,0,7,0,2,local_article_corpus/Elsevier/10.1016_j.desal.2021.115192/10.1016_j.desal.2021.115192.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.ejpb.2014.09.001,Complex coacervates of hyaluronic acid and lysozyme: Effect on protein structure and physical stability,Elsevier,success,7,10,3,6,local_article_corpus/Elsevier/10.1016_j.ejpb.2014.09.001/10.1016_j.ejpb.2014.09.001.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ejpb.2019.06.015,Development of a sprayable hydrogel formulation for the skin application of therapeutic antibodies,Elsevier,success,4,8,4,4,local_article_corpus/Elsevier/10.1016_j.ejpb.2019.06.015/10.1016_j.ejpb.2019.06.015.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ejpb.2020.11.016,DNA-crosslinked alginate and layered microspheres to modulate the release of encapsulated FITC-dextran,Elsevier,success,4,10,2,4,local_article_corpus/Elsevier/10.1016_j.ejpb.2020.11.016/10.1016_j.ejpb.2020.11.016.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ejpb.2024.114183,Sustained release of a human PD-L1 single-domain antibody using peptide-based hydrogels,Elsevier,success,2,9,5,4,local_article_corpus/Elsevier/10.1016_j.ejpb.2024.114183/10.1016_j.ejpb.2024.114183.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ejps.2007.05.003,Encapsulation of crosslinked subtilisin microcrystals in hydrogel beads for controlled release applications,Elsevier,success,3,7,2,5,local_article_corpus/Elsevier/10.1016_j.ejps.2007.05.003/10.1016_j.ejps.2007.05.003.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ejps.2019.104993,In situ antibody-loaded hydrogel for intravitreal delivery,Elsevier,success,6,11,5,5,local_article_corpus/Elsevier/10.1016_j.ejps.2019.104993/10.1016_j.ejps.2019.104993.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ejps.2025.107132,Functional enzyme delivery via surface-modified mesoporous silica nanoparticles in 3D printed nanocomposite hydrogels,Elsevier,success,29,17,3,5,local_article_corpus/Elsevier/10.1016_j.ejps.2025.107132/10.1016_j.ejps.2025.107132.json,include_records,Article yielded one or more extracted records.,
10.1016/j.electacta.2011.07.132,Electrochemical probing of selective haemoglobin binding in hydrogel-based molecularly imprinted polymers,Elsevier,success,7,9,3,3,local_article_corpus/Elsevier/10.1016_j.electacta.2011.07.132/10.1016_j.electacta.2011.07.132.json,include_records,Article yielded one or more extracted records.,
10.1016/j.electacta.2017.12.126,Gelatin methacryloyl hydrogel for glucose biosensing using Ni nanoparticles-reduced graphene oxide: An experimental and modeling study,Elsevier,partial,0,8,1,2,local_article_corpus/Elsevier/10.1016_j.electacta.2017.12.126/10.1016_j.electacta.2017.12.126.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.eng.2025.11.024,Anti-Polyelectrolyte-Effect Hydrogel Unlocks Efficient Uranium Extraction from Concentrated Seawater,Elsevier,partial,0,11,0,3,local_article_corpus/Elsevier/10.1016_j.eng.2025.11.024/10.1016_j.eng.2025.11.024.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.envpol.2024.124644,Biomimetic mineralization of hydrated magnesium carbonate for hydrogel reinforcement and heavy metal adsorption,Elsevier,partial,0,11,1,1,local_article_corpus/Elsevier/10.1016_j.envpol.2024.124644/10.1016_j.envpol.2024.124644.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.enzmictec.2011.11.002,Photocrosslinked bovine serum albumin hydrogels with partial retention of esterase activity,Elsevier,partial,0,11,2,5,local_article_corpus/Elsevier/10.1016_j.enzmictec.2011.11.002/10.1016_j.enzmictec.2011.11.002.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.enzmictec.2012.08.006,Boronate affinity chromatography of cells and biomacromolecules using cryogel matrices,Elsevier,partial,0,11,7,3,local_article_corpus/Elsevier/10.1016_j.enzmictec.2012.08.006/10.1016_j.enzmictec.2012.08.006.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.enzmictec.2021.109935,A lipase/poly (ionic liquid)-styrene microspheres/PVA composite hydrogel for esterification application,Elsevier,success,9,16,2,5,local_article_corpus/Elsevier/10.1016_j.enzmictec.2021.109935/10.1016_j.enzmictec.2021.109935.json,include_records,Article yielded one or more extracted records.,
10.1016/j.enzmictec.2025.110636,Alcalase immobilization in iota-carrageenan-matrix hydrogel beads derived from the macroalga Solieria filiformis,Elsevier,success,10,13,4,5,local_article_corpus/Elsevier/10.1016_j.enzmictec.2025.110636/10.1016_j.enzmictec.2025.110636.json,include_records,Article yielded one or more extracted records.,
10.1016/j.eurpolymj.2011.06.011,Synthesis and biocompatibility of a novel silicone hydrogel containing phosphorylcholine,Elsevier,success,4,17,2,4,local_article_corpus/Elsevier/10.1016_j.eurpolymj.2011.06.011/10.1016_j.eurpolymj.2011.06.011.json,include_records,Article yielded one or more extracted records.,
10.1016/j.eurpolymj.2017.08.024,Thermosensitive DEA/DMA copolymer nanogel: Low initiator induced synthesis and structural colored colloidal array’s optical properties,Elsevier,success,5,7,2,4,local_article_corpus/Elsevier/10.1016_j.eurpolymj.2017.08.024/10.1016_j.eurpolymj.2017.08.024.json,include_records,Article yielded one or more extracted records.,
10.1016/j.eurpolymj.2018.08.031,Synthesis and characterization of peptide-imprinted nanogels of controllable size and affinity,Elsevier,success,4,15,2,4,local_article_corpus/Elsevier/10.1016_j.eurpolymj.2018.08.031/10.1016_j.eurpolymj.2018.08.031.json,include_records,Article yielded one or more extracted records.,
10.1016/j.eurpolymj.2019.03.032,Enzymatically crosslinked hyaluronic acid microgels as a vehicle for sustained delivery of cationic proteins,Elsevier,success,12,13,6,9,local_article_corpus/Elsevier/10.1016_j.eurpolymj.2019.03.032/10.1016_j.eurpolymj.2019.03.032.json,include_records,Article yielded one or more extracted records.,
10.1016/j.eurpolymj.2021.110347,"Zwitterionic polyaspartamides based on L-lysine side-chain moieties: Synthesis, nonfouling properties and direct/indirect nanogel preparation",Elsevier,success,6,13,3,5,local_article_corpus/Elsevier/10.1016_j.eurpolymj.2021.110347/10.1016_j.eurpolymj.2021.110347.json,include_records,Article yielded one or more extracted records.,
10.1016/j.eurpolymj.2025.114401,"Zwitterionic hydrogels as antibiofouling, adhesive coatings: Effects of gelatin methacrylate crosslinking on physicochemical, mechanical, and adhesive properties",Elsevier,success,3,7,3,3,local_article_corpus/Elsevier/10.1016_j.eurpolymj.2025.114401/10.1016_j.eurpolymj.2025.114401.json,include_records,Article yielded one or more extracted records.,
10.1016/j.foodchem.2004.07.022,Immobilization of Candida rugosa lipase onto spacer-arm attached poly(GMA-HEMA-EGDMA) microspheres,Elsevier,success,5,15,2,7,local_article_corpus/Elsevier/10.1016_j.foodchem.2004.07.022/10.1016_j.foodchem.2004.07.022.json,include_records,Article yielded one or more extracted records.,
10.1016/j.foodchem.2014.01.109,Cold-set whey protein microgels as pH modulated immobilisation matrices for charged bioactives,Elsevier,success,7,12,7,4,local_article_corpus/Elsevier/10.1016_j.foodchem.2014.01.109/10.1016_j.foodchem.2014.01.109.json,include_records,Article yielded one or more extracted records.,
10.1016/j.foodchem.2016.11.090,Multiclonal plastic antibodies for selective aflatoxin extraction from food samples,Elsevier,partial,0,10,0,3,local_article_corpus/Elsevier/10.1016_j.foodchem.2016.11.090/10.1016_j.foodchem.2016.11.090.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.foodchem.2018.03.057,Pb2+ and Hg2+ removal from polluted milk by di-acrylated Pluronic P123 hydrogels,Elsevier,success,4,11,3,3,local_article_corpus/Elsevier/10.1016_j.foodchem.2018.03.057/10.1016_j.foodchem.2018.03.057.json,include_records,Article yielded one or more extracted records.,
10.1016/j.foodchem.2020.128220,Preparation and characterization of pH-responsive microgel using arabinoxylan from wheat bran for BSA delivery,Elsevier,success,6,16,3,6,local_article_corpus/Elsevier/10.1016_j.foodchem.2020.128220/10.1016_j.foodchem.2020.128220.json,include_records,Article yielded one or more extracted records.,
10.1016/j.foodchem.2020.128295,Strong and weak cation-exchange groups generated cryogels films for adsorption and purification of lysozyme from chicken egg white,Elsevier,success,12,22,4,11,local_article_corpus/Elsevier/10.1016_j.foodchem.2020.128295/10.1016_j.foodchem.2020.128295.json,include_records,Article yielded one or more extracted records.,
10.1016/j.foodhyd.2014.05.013,Visualizing the interaction between sodium caseinate and calcium alginate microgel particles,Elsevier,success,5,12,5,5,local_article_corpus/Elsevier/10.1016_j.foodhyd.2014.05.013/10.1016_j.foodhyd.2014.05.013.json,include_records,Article yielded one or more extracted records.,
10.1016/j.foodhyd.2016.04.025,Preparation of alginate microgels in a simple one step process via the Leeds Jet Homogenizer,Elsevier,success,4,10,2,4,local_article_corpus/Elsevier/10.1016_j.foodhyd.2016.04.025/10.1016_j.foodhyd.2016.04.025.json,include_records,Article yielded one or more extracted records.,
10.1016/j.foodhyd.2020.105853,pH and ionic strength responsive core-shell protein microgels fabricated via simple coacervation of soy globulins,Elsevier,success,3,11,4,4,local_article_corpus/Elsevier/10.1016_j.foodhyd.2020.105853/10.1016_j.foodhyd.2020.105853.json,include_records,Article yielded one or more extracted records.,
10.1016/j.foodhyd.2020.106293,Effects of covalent interactions and gel characteristics on soy protein-tannic acid conjugates prepared under alkaline conditions,Elsevier,partial,0,4,1,3,local_article_corpus/Elsevier/10.1016_j.foodhyd.2020.106293/10.1016_j.foodhyd.2020.106293.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.foodhyd.2021.106972,"Effect of pH on the mechanical, interfacial, and emulsification properties of chitosan microgels",Elsevier,partial,0,8,2,2,local_article_corpus/Elsevier/10.1016_j.foodhyd.2021.106972/10.1016_j.foodhyd.2021.106972.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.foodhyd.2024.110558,Adjusting the hydrophobicity of recombinant microgels to improve interfacial activity: Using a promising pickering emulsion stabilizer with a dense cubic structure,Elsevier,partial,0,4,1,4,local_article_corpus/Elsevier/10.1016_j.foodhyd.2024.110558/10.1016_j.foodhyd.2024.110558.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.foodres.2022.112319,Producing mixed-soy protein adsorption layers on alginate microgels to controlled-release β-carotene,Elsevier,success,5,16,5,5,local_article_corpus/Elsevier/10.1016_j.foodres.2022.112319/10.1016_j.foodres.2022.112319.json,include_records,Article yielded one or more extracted records.,
10.1016/j.foodres.2025.117054,Theoretical simulation-guided design and fabrication of molecularly imprinted hydrogels for selective osteopontin separation,Elsevier,success,9,14,5,7,local_article_corpus/Elsevier/10.1016_j.foodres.2025.117054/10.1016_j.foodres.2025.117054.json,include_records,Article yielded one or more extracted records.,
10.1016/j.foostr.2024.100386,Fabrication of stable spherical soybean lipophilic protein nanogel for curcumin delivery: Carbony oxygen and aromatic ring flexibility binding to the beta−barrel,Elsevier,partial,0,5,4,2,local_article_corpus/Elsevier/10.1016_j.foostr.2024.100386/10.1016_j.foostr.2024.100386.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.giant.2026.100383,Temperature-induced fibrillogenesis and gelation of fibrinogen mediated by calcium salts,Elsevier,partial,0,7,1,2,local_article_corpus/Elsevier/10.1016_j.giant.2026.100383/10.1016_j.giant.2026.100383.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.hazadv.2025.100954,Removal of tetracycline from water using immobilized laccase on polyvinyl alcohol-gum Arabic hydrogel nanocomposites,Elsevier,success,2,12,3,3,local_article_corpus/Elsevier/10.1016_j.hazadv.2025.100954/10.1016_j.hazadv.2025.100954.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ibiod.2016.07.015,Nano copper oxide incorporated polyethylene glycol hydrogel: An efficient antifouling coating for cage fishing net,Elsevier,success,2,4,2,2,local_article_corpus/Elsevier/10.1016_j.ibiod.2016.07.015/10.1016_j.ibiod.2016.07.015.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2011.01.022,Poly(hydroxyethyl methacrylate) based affinity cryogel for plasmid DNA purification,Elsevier,partial,0,9,2,2,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2011.01.022/10.1016_j.ijbiomac.2011.01.022.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.ijbiomac.2012.02.028,Monolithic cryogels made of agarose–chitosan composite and loaded with agarose beads for purification of immunoglobulin G,Elsevier,success,6,16,7,9,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2012.02.028/10.1016_j.ijbiomac.2012.02.028.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2015.05.025,Versatile particles from water-soluble chitosan and sodium alginate for loading toxic or bioactive substance,Elsevier,success,3,7,1,3,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2015.05.025/10.1016_j.ijbiomac.2015.05.025.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2016.05.049,Detoxification of Hg(II) from aqueous and enzyme media: Pristine vs. tailored calcium alginate hydrogels,Elsevier,partial,0,17,2,2,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2016.05.049/10.1016_j.ijbiomac.2016.05.049.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.ijbiomac.2017.09.042,Model protein BSA adsorption onto novel magnetic chitosan/PVA/laponite RD hydrogel nanocomposite beads,Elsevier,success,10,13,1,7,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2017.09.042/10.1016_j.ijbiomac.2017.09.042.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2018.08.133,Polysaccharide-based hydrogels for the immobilization and controlled release of bovine serum albumin,Elsevier,success,6,12,1,6,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2018.08.133/10.1016_j.ijbiomac.2018.08.133.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2019.04.206,Hydroxybutyl starch-based thermosensitive hydrogel for protein separation,Elsevier,success,3,10,1,4,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2019.04.206/10.1016_j.ijbiomac.2019.04.206.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2020.01.257,"Mo-CBP4, a purified chitin-binding protein from Moringa oleifera seeds, is a potent antidermatophytic protein: In vitro mechanisms of action, in vivo effect against infection, and clinical application as a hydrogel for skin infection",Elsevier,partial,0,8,2,2,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2020.01.257/10.1016_j.ijbiomac.2020.01.257.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.ijbiomac.2020.05.138,Catalase immobilized in polypeptide/silica nanocomposites via emulsion and biomineralization with improved activities,Elsevier,success,12,11,1,3,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2020.05.138/10.1016_j.ijbiomac.2020.05.138.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2020.06.063,"Rheological study of albumin and hyaluronan-albumin hydrogels: Effect of concentration, ionic strength, pH and molecular weight",Elsevier,partial,0,9,2,2,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2020.06.063/10.1016_j.ijbiomac.2020.06.063.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.ijbiomac.2020.10.142,Enhanced antimicrobial and full-thickness wound healing efficiency of hydrogels loaded with heparinized ZnO nanoparticles: I n vitro and in vivo evaluation,Elsevier,success,4,6,4,3,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2020.10.142/10.1016_j.ijbiomac.2020.10.142.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2021.01.069,"An alginate-poly(acrylamide) hydrogel with TGF-β3 loaded nanoparticles for cartilage repair: Biodegradability, biocompatibility and protein adsorption",Elsevier,success,4,11,4,3,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2021.01.069/10.1016_j.ijbiomac.2021.01.069.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2021.06.003,Examining the effect of bovine serum albumin on the properties and drug release behavior of β-lactoglobulin-derived amyloid fibril-based hydrogels,Elsevier,partial,0,8,4,2,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2021.06.003/10.1016_j.ijbiomac.2021.06.003.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.ijbiomac.2022.07.083,Lipase-polydopamine magnetic hydrogel microspheres for the synthesis of octenyl succinic anhydride starch,Elsevier,success,5,17,3,4,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2022.07.083/10.1016_j.ijbiomac.2022.07.083.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2022.08.096,High-strength and anti-bacterial BSA/carboxymethyl chitosan/silver nanoparticles/calcium alginate composite hydrogel membrane for efficient dye/salt separation,Elsevier,partial,0,10,1,3,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2022.08.096/10.1016_j.ijbiomac.2022.08.096.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.ijbiomac.2023.123335,Bone ECM-inspired biomineralization chitin whisker liquid crystal hydrogels for bone regeneration,Elsevier,success,6,10,5,4,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2023.123335/10.1016_j.ijbiomac.2023.123335.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2023.126367,Characterization of a chlorine resistant and hydrophilic TiO2/calcium alginate hydrogel filtration membrane used for protein purification maintaining protein structure,Elsevier,success,4,8,6,3,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2023.126367/10.1016_j.ijbiomac.2023.126367.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2023.127004,Network-supported and adaptable binding efficacy for flexible and multi-functionalized chitosan/phenolic carbaldehyde hydrogels,Elsevier,success,8,6,1,5,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2023.127004/10.1016_j.ijbiomac.2023.127004.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2023.127494,Preparation and characterization of lysozyme loaded cryogel for heavy metal removal,Elsevier,success,3,13,1,4,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2023.127494/10.1016_j.ijbiomac.2023.127494.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2023.127755,Chitosan-based oral hydrogel formulations of β-galactosidase to improve enzyme supplementation therapy for lactose intolerance,Elsevier,success,5,14,6,6,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2023.127755/10.1016_j.ijbiomac.2023.127755.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2023.128579,Direct-coating of cellulose hydrogel on PVDF membranes with superhydrophilic and antifouling properties for high-efficiency oil/water emulsion separation,Elsevier,success,1,9,1,2,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2023.128579/10.1016_j.ijbiomac.2023.128579.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2023.128865,Synthesis of 2-amino-terephthalic acid crosslinked chitosan/bentonite hydrogel; an efficient adsorbent for anionic dyes and laccase,Elsevier,success,1,13,1,3,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2023.128865/10.1016_j.ijbiomac.2023.128865.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2024.131168,Enzymatic crosslinking of lignin nanoparticles and nanocellulose in cryogels improves adsorption of pharmaceutical pollutants,Elsevier,partial,0,5,0,1,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2024.131168/10.1016_j.ijbiomac.2024.131168.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.ijbiomac.2024.131747,Localized application of SAG21k-loaded fibrin hydrogels for targeted modulation of the hedgehog pathway in facial nerve injury,Elsevier,partial,0,4,4,2,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2024.131747/10.1016_j.ijbiomac.2024.131747.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.ijbiomac.2024.133278,Carbon nitride reinforced chitosan/sodium alginate hydrogel as high-performance adsorbents for free hemoglobin removal in vitro and in vivo,Elsevier,success,13,13,10,6,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2024.133278/10.1016_j.ijbiomac.2024.133278.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2024.136271,Targeted recognition and enhanced biotransformation of phytochemicals by a dual-functional cellulose-based hydrogel bioreactor,Elsevier,success,3,20,7,5,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2024.136271/10.1016_j.ijbiomac.2024.136271.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2024.136529,Dispersion of halloysite nanotube/lipase nanohybrids as nanofillers into polyvinyl alcohol-sodium alginate cryogel: Characterization and bio-catalytic activity analysis,Elsevier,success,8,9,2,4,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2024.136529/10.1016_j.ijbiomac.2024.136529.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2024.136671,Anti-biofouling membrane coated with polyvinyl alcohol/sodium carboxymethylcellulose/tannic acid hydrogel for efficient dye/salt separation,Elsevier,success,1,12,1,2,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2024.136671/10.1016_j.ijbiomac.2024.136671.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2024.136808,Effect of low degree succinylation on properties of enzyme-induced casein hydrogel,Elsevier,partial,0,8,3,3,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2024.136808/10.1016_j.ijbiomac.2024.136808.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.ijbiomac.2025.141595,Microfibrillated cellulose reinforced polyethyleneimine cryogels fabricated via cryo-induced chemical crosslinking for enhanced removal of albumin-bound bilirubin,Elsevier,success,3,11,5,5,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2025.141595/10.1016_j.ijbiomac.2025.141595.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2025.142692,Development of ambient printable hydrogen-bonded crosslinked vitrimer hydrogel inks derived from low methyl apple pectin with reduced K+ concentration,Elsevier,partial,0,8,4,2,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2025.142692/10.1016_j.ijbiomac.2025.142692.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.ijbiomac.2025.143110,"Synthesis, characterization, and application of a poly(acrylic acid-co-acrylamide) cation exchanger (ACX) for camel lactoferrin purification",Elsevier,success,7,13,3,4,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2025.143110/10.1016_j.ijbiomac.2025.143110.json,include_records,Article yielded one or more extracted records.,
