doi,article_title,article_status,records_count,model_ready_count,missing_completion_cells,possible_completion_cells,missing_completion_pct,priority_score,fully_missing_fields,source_json
10.1016/j.actbio.2014.10.001,Thermoreversible hydrogels based on triblock copolymers of poly(ethylene glycol) and carboxyl functionalized poly(ε-caprolactone): The effect of carboxyl group substitution on the transition temperature and biocompatibility in plasma,success,2,2,38,74,51.35,17.14,hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;experiment__pH;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.actbio.2014.10.001\10.1016_j.actbio.2014.10.001.json
10.1002/anie.201700647,Molecularly Imprinted Nanogels Acquire Stealth In Situ by Cloaking Themselves with Native Dysopsonic Proteins,success,5,1,130,185,70.27,17.03,hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;experiment__pH;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_anie.201700647\10.1002_anie.201700647.json
10.1016/j.apsusc.2015.10.185,Nanocomposited coatings produced by laser-assisted process to prevent silicone hydogels from protein fouling and bacterial contamination,success,2,2,37,74,50.0,17.0,hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.apsusc.2015.10.185\10.1016_j.apsusc.2015.10.185.json
10.1002/jssc.201100269,Investigation of protein adsorption performance of Ni2+-attached diatomite particles embedded in composite monolithic cryogels,success,6,1,131,222,59.01,16.9,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__pI;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_jssc.201100269\10.1002_jssc.201100269.json
10.1016/j.ijbiomac.2020.05.138,Catalase immobilized in polypeptide/silica nanocomposites via emulsion and biomineralization with improved activities,success,12,0,214,444,48.2,16.82,hydrogel__substrate_or_support;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.ijbiomac.2020.05.138\10.1016_j.ijbiomac.2020.05.138.json
10.1016/j.reactfunctpolym.2015.02.007,Temperature-sensitive hydrogel modified by polymerizable liquid crystal AAc-Brij-58: Optical and protein adsorption/desorption behaviors,success,3,2,42,111,37.84,16.78,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;experiment__pH;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.reactfunctpolym.2015.02.007\10.1016_j.reactfunctpolym.2015.02.007.json
10.1002/mame.201800782,Scalable Trehalose-Functionalized Hydrogel Synthesis for High-Temperature Protection of Enzymes,success,10,0,249,370,67.3,16.73,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__post_treatment;hydrogel_properties__charge_class;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__pI;experiment__competition_system;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_mame.201800782\10.1002_mame.201800782.json
10.1002/star.202000217,"α-Amylase Immobilization on P(HEMA-co-PEGMA) Hydrogels: Preparation, Characterization, and Catalytic Investigation",success,5,1,123,185,66.49,16.65,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_star.202000217\10.1002_star.202000217.json
10.1002/anie.201404881,Polymer Nanoparticle Hydrogels with Autonomous Affinity Switching for the Protection of Proteins from Thermal Stress†,success,11,0,229,407,56.27,16.63,hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_anie.201404881\10.1002_anie.201404881.json
10.3390/s21196348,Reducing Unspecific Protein Adsorption in Microfluidic Papers Using Fiber-Attached Polymer Hydrogels,success,11,0,228,407,56.02,16.6,hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\MDPI\10.3390_s21196348\10.3390_s21196348.json
10.1021/acsami.2c17272,"""Self-Defensive"" Antifouling Zwitterionic Hydrogel Coatings on Polymeric Substrates",success,2,2,34,74,45.95,16.59,hydrogel__monomer_ratios;hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;protein__molecular_weight_kDa;protein__pI;experiment__pH;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acsami.2c17272\10.1021_acsami.2c17272.json
10.1016/j.jbiotec.2007.06.021,"Macroporous monolithic gels, cryogels, with immobilized phages from phage-display library as a new platform for fast development of affinity adsorbent capable of target capture from crude feeds",success,6,1,124,222,55.86,16.59,hydrogel__crosslinker_concentration;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.jbiotec.2007.06.021\10.1016_j.jbiotec.2007.06.021.json
10.1080/09205063.2019.1627652,Cholesterol removal from human plasma with biologically modified cryogels,success,4,2,38,148,25.68,16.57,hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\TnF\10.1080_09205063.2019.1627652\10.1080_09205063.2019.1627652.json
10.1080/08927014.2012.702763,Quantification of protein deposits on silicone hydrogel materials using stable-isotopic labeling and multiple reaction monitoring,success,10,0,242,370,65.41,16.54,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\TnF\10.1080_08927014.2012.702763\10.1080_08927014.2012.702763.json
10.1021/bm4007369,Multifunctional Polyampholyte Hydrogels with Fouling Resistance and Protein Conjugation Capacity,success,12,0,201,444,45.27,16.53,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__roughness;hydrogel_properties__contact_angle_deg;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_bm4007369\10.1021_bm4007369.json
10.1002/pi.1773,Preparation and characterization of spongy cryogels of poly(vinyl alcohol)-casein system: water sorption and blood compatibility study,success,10,0,240,370,64.86,16.490000000000002,hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_pi.1773\10.1002_pi.1773.json
10.1021/acsbiomaterials.5c02112,A Customizable Antibody Delivery Strategy Using Fc-Affinity Ligands,success,9,0,246,333,73.87,16.39,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__post_treatment;hydrogel_properties__charge_class;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;protein__molecular_weight_kDa;protein__pI;experiment__competition_system;experiment__pH;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acsbiomaterials.5c02112\10.1021_acsbiomaterials.5c02112.json
10.1016/j.bioadv.2022.212787,Poly(2-hydroxyethyl methacrylate-co-quaternary ammonium salt chitosan) hydrogel: A potential contact lens material with tear protein deposition resistance and antimicrobial activity,success,3,2,37,111,33.33,16.33,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__roughness;protein__molecular_weight_kDa;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.bioadv.2022.212787\10.1016_j.bioadv.2022.212787.json
10.1021/acsabm.0c01071,Surface Fluorination Modification and Anti-Biofouling Study of a pHEMA Hydrogel,success,3,2,37,111,33.33,16.33,hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__zeta_potential_mV;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acsabm.0c01071\10.1021_acsabm.0c01071.json
10.3390/gels8010046,"Recent Advances in Zwitterionic Hydrogels: Preparation, Property, and Biomedical Application",success,9,0,244,333,73.27,16.33,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;experiment__pH;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\MDPI\10.3390_gels8010046\10.3390_gels8010046.json
10.1016/j.jchromb.2006.12.035,Conjugation of enzyme on superparamagnetic nanogels covered with carboxyl groups,success,2,2,32,74,43.24,16.32,hydrogel__substrate_or_support;hydrogel__preparation_temp_C;hydrogel_properties__swelling_ratio;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.jchromb.2006.12.035\10.1016_j.jchromb.2006.12.035.json
10.1016/j.cis.2024.103359,"Antifouling hydrogel with different mechanisms:Antifouling mechanisms, materials, preparations and applications",success,9,0,243,333,72.97,16.3,hydrogel__monomer_ratios;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__contact_angle_deg;protein__pI;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.cis.2024.103359\10.1016_j.cis.2024.103359.json
10.1016/j.jchromb.2012.02.001,Molecular imprinting based composite cryogel membranes for purification of anti-hepatitis B surface antibody by fast protein liquid chromatography,success,7,1,111,259,42.86,16.29,hydrogel__crosslinker_concentration;hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.jchromb.2012.02.001\10.1016_j.jchromb.2012.02.001.json
10.1021/acsbiomaterials.9b00522,Tissue Response and Biodistribution of Injectable Cellulose Nanocrystal Composite Hydrogels,success,12,0,190,444,42.79,16.28,hydrogel__preparation_pH;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acsbiomaterials.9b00522\10.1021_acsbiomaterials.9b00522.json
10.1016/j.jim.2003.09.017,Affinity fractionation of lymphocytes using a monolithic cryogel,success,7,1,106,259,40.93,16.09,hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.jim.2003.09.017\10.1016_j.jim.2003.09.017.json
10.1016/j.colsurfb.2015.12.011,Designing novel macroporous composite hydrogels based on methacrylic acid copolymers and chitosan and in vitro assessment of lysozyme controlled delivery,success,12,0,179,444,40.32,16.03,hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.colsurfb.2015.12.011\10.1016_j.colsurfb.2015.12.011.json
10.1021/bm500750v,Interaction of Human Plasma Proteins with Thin Gelatin-Based Hydrogel Films: A QCM-D and ToF-SIMS Study,success,2,2,29,74,39.19,15.92,hydrogel__monomer_ratios;hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;protein__molecular_weight_kDa;protein__pI;experiment__competition_system;outcome__isotherm_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_bm500750v\10.1021_bm500750v.json
10.1021/la501772t,An Integrated Approach for Enhanced Protein Conjugation and Capture with Viral Nanotemplates and Hydrogel Microparticle Platforms via Rapid Bioorthogonal Reactions,success,9,0,229,333,68.77,15.879999999999999,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__pI;experiment__pH;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_la501772t\10.1021_la501772t.json
10.1016/j.ces.2007.09.008,Influence of grafting conditions on the properties of polyacrylamide-based cation-exchange cryogels grafted with 2-acrylamido-2-methyl-1-propanesulfonic acid,success,6,1,108,222,48.65,15.86,hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.ces.2007.09.008\10.1016_j.ces.2007.09.008.json
10.1007/s10570-021-03727-8,Upgrading the enzymatic hydrolysis of lignocellulosic biomass by immobilization of metagenome-derived novel halotolerant cellulase on the carboxymethyl cellulose-based hydrogel,success,4,1,100,148,67.57,15.76,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Springer\10.1007_s10570-021-03727-8\10.1007_s10570-021-03727-8.json
10.1016/j.polymertesting.2025.108844,Construction of silane-modified polyampholyte hydrogel coatings for multi-scale antibiofouling,success,5,1,104,185,56.22,15.620000000000001,hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.polymertesting.2025.108844\10.1016_j.polymertesting.2025.108844.json
10.1016/j.cej.2021.129702,A starch-based zwitterionic hydrogel coating for blood-contacting devices with durability and bio-functionality,success,11,0,186,407,45.7,15.57,hydrogel__crosslinker_concentration;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__zeta_potential_mV;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.cej.2021.129702\10.1016_j.cej.2021.129702.json
10.1016/j.jmbbm.2024.106825,Study on the lubrication behavior of tannic acid/ poly (vinyl alcohol) hydrogel enhanced by protein adsorption for articular cartilage applications,success,6,1,100,222,45.05,15.5,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;protein__pI;experiment__pH;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.jmbbm.2024.106825\10.1016_j.jmbbm.2024.106825.json
10.1080/00032719.2017.1371728,Establishment of a Multivariate Analysis Based on Photonic Crystal Hydrogel Bead Arrays and Its Application for Detecting Platelet-specific Antibodies,success,10,0,202,370,54.59,15.46,hydrogel__gelation_time;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\TnF\10.1080_00032719.2017.1371728\10.1080_00032719.2017.1371728.json
10.1016/j.chroma.2014.06.008,High capacity cryogel-type adsorbents for protein purification,success,3,2,27,111,24.32,15.43,hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.chroma.2014.06.008\10.1016_j.chroma.2014.06.008.json
