id,doi,field_name,value_json,value_origin,evidence_text,source_section,source_table_or_figure,confidence,prompt_version,article_type,qa_note,created_at,completion_source_dir
747,10.1038/s41467-024-51734-7,hydrogel_properties.loss_tangent,"{""min"":0.13,""max"":0.21,""raw_text"":""loss tangent ranged from 0.13 to 0.21""}",observed_fulltext,the loss tangent ranged from 0.13 to 0.21,The design and construction of CP-CNDS,Fig. 2E,0.97,field_completion_v7_property_first_patch,enzyme_immobilization,"Loss tangent is reported for CP-CNDS, but no allowed missing record target directly represents this rheology field.",2026-07-06T05:58:35,v7_plus_v9pilot
604,10.1038/s41467-025-58338-9,hydrogel.monomer_ratios,"""optimal doped amount of CD and MMT""",observed_fulltext,synthesized with the optimal doped amount of CD and MMT,Fabrication and characterization of hydrogels,Fig. 1b,0.38,field_completion_v7_property_first_patch,enzyme_immobilization,The supplied context states that an optimal CD/MMT dose was used but does not provide the numeric ratio or composition needed for record-level patching.,2026-07-05T22:49:31,v7_plus_v9pilot
605,10.1038/s41467-025-58338-9,hydrogel_properties.zeta_potential_mV,"""zeta potential of hydrogels and laccase measured by Nanosizer""",observed_fulltext,zeta potential of hydrogels and laccase were measured by ... Nanosizer,Sample characterization,,0.33,field_completion_v7_property_first_patch,enzyme_immobilization,"The measurement class is reported, but no numeric zeta-potential value is present in the supplied context.",2026-07-05T22:49:31,v7_plus_v9pilot
854,10.1038/s41467-026-68318-2,hydrogel_properties.degradation_or_stability,"""Degradation profiles of different types of hydrogels were measured in PBS at 37 °C and in vivo after subcutaneous implantation in Sprague-Dawley rats.""",observed_fulltext,Degradation profiles of different types of hydrogels in PBS at 37 °C. n = 4 independent samples. In vivo degradation profiles of different hydrogels with time after subcutaneous implantation,"Design route, characterization, and mechanism of the GaCuVan&HACHO-BSA hydrogel","Fig. 2J,K",0.7,field_completion_v7_property_first_patch,general_batch_adsorption,The supplied context indicates degradation testing but does not provide specific numeric degradation values by hydrogel sample that can be safely patched to records.,2026-07-06T00:17:56,v7_plus_v9pilot
1286,10.1038/s41587-023-01973-8,hydrogel_properties.swelling_ratio,"""high degree; swelling examined with n = 6""",observed_fulltext,could absorb a large amount of solution and swell to a high degree,Synthesis and characterization of macroporous polyethylene glycol hydrogel,Fig. 2e,0.55,field_completion_v7_property_first_patch,antifouling_surface,"The context states swelling qualitatively and references a figure, but no numeric swelling ratio is supplied, so it was not patched into record fields.",2026-07-06T02:17:03,v7_plus_v9pilot
1287,10.1038/s41587-023-01973-8,hydrogel_properties.porosity_pct,"""high porosity""",observed_fulltext,Scanning electron microscopy images also confirmed the high porosity of the PEG hydrogel,Synthesis and characterization of macroporous polyethylene glycol hydrogel,Fig. 2c,0.55,field_completion_v7_property_first_patch,antifouling_surface,"Porosity is directly described qualitatively, but no percentage value is given in the supplied context.",2026-07-06T02:17:03,v7_plus_v9pilot
271,10.1038/s41598-026-38040-6,hydrogel_properties.porosity_pct,"""well-preserved porosity""",observed_fulltext,"highest water retention capacity (438.4%), well-preserved porosity",Abstract,,0.42,field_completion_v7_property_first_patch,enzyme_immobilization,The context states porosity qualitatively without a numeric value and does not provide sample-specific porosity percentages suitable for record-level patching.,2026-07-05T20:57:47,v7_plus_v9pilot
272,10.1038/s41598-026-38040-6,hydrogel_properties.surface_area,"""BET analysis performed""",observed_fulltext,"FT-IR, SEM, TGA, BET, elemental analysis, and ICP-OES results confirmed successful stepwise modification and metal loading",Abstract,,0.35,field_completion_v7_property_first_patch,enzyme_immobilization,"BET characterization is mentioned, but no surface-area value is supplied in the provided context.",2026-07-05T20:57:47,v7_plus_v9pilot
445,10.1080/00032719.2017.1371728,hydrogel_properties.particle_size,"{""value"":250,""unit"":""µm"",""error"":10,""raw_text"":""diameter of 250 ± 10 µm""}",observed_fulltext,Photonic crystal beads with a diameter of 250 ± 10 µm,Fabrication and pretreatment of photonic crystal hydrogel beads,,0.9,field_completion_v7_property_first_patch,general_batch_adsorption,"The supplied missing_focus lists do not include hydrogel_properties.particle_size, so this observed bead-size property cannot be emitted as a record patch.",2026-07-05T22:03:47,v7_plus_v9pilot
919,10.1080/00268976.2018.1467056,hydrogel_properties.mesh_size,"{""value"":10,""unit"":""nm"",""raw_text"":""average cross-linking distance typically found in the hydrogel (10 nm in our simulations)""}",observed_fulltext,average cross-linking distance typically found in the hydrogel (10 nm in our simulations),Theoretical model and methods,Figure 1,0.78,field_completion_v7_property_first_patch,micro_nanogel,"The value describes the modeled hydrogel cross-linking/interface distance, but mesh_size is not listed in any record's missing_focus, so it cannot be emitted as a record patch.",2026-07-06T00:34:36,v7_plus_v9pilot
74,10.1080/00914037.2017.1320655,protein.molecular_weight_kDa,"{""value"":14.3,""unit"":""kDa"",""raw_text"":""Lysozyme | 14.300""}",observed_fulltext,Lysozyme | 14.300 | 10.73 | 4,Table 1,Table 1,0.96,field_completion_v7_property_first_patch,cryogel_column,"Protein molecular weight is reported, but protein.molecular_weight_kDa is not in any supplied record missing_focus.",2026-07-05T19:51:27,v7_plus_v9pilot
75,10.1080/00914037.2017.1320655,protein.pI,"{""value"":10.73,""raw_text"":""Lysozyme | 14.300 | 10.73 | 4""}",observed_fulltext,Lysozyme | 14.300 | 10.73 | 4,Table 1,Table 1,0.96,field_completion_v7_property_first_patch,cryogel_column,"Lysozyme pI is reported, but protein.pI is not in any supplied record missing_focus.",2026-07-05T19:51:27,v7_plus_v9pilot
148,10.1080/00914037.2019.1616198,hydrogel_properties.swelling_ratio,"""Swelling ratios were reported for six hydrogel samples in SGF pH 2.0, SIF pH 7.0, and PBS pH 7.4.""",observed_fulltext,"Table 3. Swelling ratio and equilibrium swelling times of hydrogels in SGF, SIF and PBS",Table 3. Swelling ratio and equilibrium swelling times of hydrogels,Table 3,0.99,field_completion_v7_property_first_patch,general_batch_adsorption,"Swelling ratio is supported by the article but was not listed in the missing_focus paths for the existing records, so it was not emitted as a record patch.",2026-07-06T03:17:46,v7_plus_v9pilot
149,10.1080/00914037.2019.1616198,hydrogel_properties.young_modulus,"""Elastic modulus values were reported for each synthesized hydrogel in N/mm2.""",observed_fulltext,Elastic modulus (N/mm2),Table 2. Some basic properties of synthesized hydrogels,Table 2,0.99,field_completion_v7_property_first_patch,general_batch_adsorption,"Elastic modulus is supported by Table 2 but was not listed in the missing_focus paths for the existing records, so it was not emitted as a record patch.",2026-07-06T03:17:46,v7_plus_v9pilot
152,10.1080/01496390802414700,hydrogel.crosslinker_concentration,"{""value"":""1.82 ml 2.5% (v/v) glutaraldehyde"",""raw_text"":""1.82 ml 2.5% (v/v) glutaraldehyde""}",observed_fulltext,1.82 ml 2.5% (v/v) glutaraldehyde,Hydrogel Formation and Functionalization,,0.91,field_completion_v7_property_first_patch,general_batch_adsorption,"The value is directly reported, but hydrogel.crosslinker_concentration is not in any record's missing_focus list.",2026-07-06T03:18:29,v7_plus_v9pilot
153,10.1080/01496390802414700,experiment.buffer,"{""value"":""0.05 M sodium phosphate"",""raw_text"":""0.05 M sodium phosphate in a solution of 0.50 M NaCl""}",observed_fulltext,All protein solutions were buffered over a pH range from 5.0 to 8.0 using 0.05 M sodium phosphate in a solution of 0.50 M NaCl,Materials,,0.92,field_completion_v7_property_first_patch,general_batch_adsorption,"The buffer is common to all protein solutions, but experiment.buffer is not in the supplied missing_focus lists.",2026-07-06T03:18:29,v7_plus_v9pilot
154,10.1080/01496390802414700,experiment.salt_type,"""NaCl""",observed_fulltext,0.50 M NaCl,Materials,,0.92,field_completion_v7_property_first_patch,general_batch_adsorption,"The salt identity is common to the article's protein solutions, but experiment.salt_type is not in the supplied missing_focus lists.",2026-07-06T03:18:29,v7_plus_v9pilot
155,10.1080/01496390802414700,experiment.salt_concentration,"{""value"":0.5,""unit"":""M"",""raw_text"":""0.50 M NaCl""}",observed_fulltext,0.05 M sodium phosphate in a solution of 0.50 M NaCl,Materials,,0.92,field_completion_v7_property_first_patch,general_batch_adsorption,"The salt concentration is common to the article's protein solutions, but experiment.salt_concentration is not in the supplied missing_focus lists.",2026-07-06T03:18:29,v7_plus_v9pilot
156,10.1080/01496390802414700,hydrogel_properties.degradation_or_stability,"""swelling was independent of solution pH in both the affinity and control membranes""",observed_fulltext,"Since the swelling was independent of solution pH in both the affinity and control membranes, the diffusion environment was stable for the entire pH range studied",Conclusions,,0.7,field_completion_v7_property_first_patch,general_batch_adsorption,The statement is general for affinity and control membranes rather than a single measured sample-condition value.,2026-07-06T03:18:29,v7_plus_v9pilot
43,10.1080/01496395.2012.662258,hydrogel_properties.pore_size,"{""PHEMA"":{""min"":10,""max"":200,""unit"":""µm"",""raw_text"":""Pore size diameter | 10–200 µm""},""PHEMAH"":{""min"":10,""max"":100,""unit"":""µm"",""raw_text"":""Pore size diameter | 10–100 µm""}}",observed_fulltext,Pore size diameter | 10–200 µm | 10–100 µm,Characterization of Cryogels,Table 1,0.98,field_completion_v7_property_first_patch,cryogel_column,"Pore size is directly reported by hydrogel sample, but hydrogel_properties.pore_size is not listed in the missing_focus paths for the existing records.",2026-07-05T19:40:08,v7_plus_v9pilot
44,10.1080/01496395.2012.662258,hydrogel_properties.swelling_ratio,"{""PHEMA"":{""value"":8.56,""unit"":""g H2O/g cryogel"",""raw_text"":""Swelling degree | 8.56 g H2O/g cryogel""},""PHEMAH"":{""value"":8.92,""unit"":""g H2O/g cryogel"",""raw_text"":""Swelling degree | 8.92 g H2O/g cryogel""}}",observed_fulltext,Swelling degree | 8.56 g H2O/g cryogel | 8.92 g H2O/g cryogel,Characterization of Cryogels,Table 1,0.98,field_completion_v7_property_first_patch,cryogel_column,"Swelling degree is directly reported by hydrogel sample, but hydrogel_properties.swelling_ratio is not listed in the missing_focus paths for the existing records.",2026-07-05T19:40:08,v7_plus_v9pilot
1242,10.1080/01496395.2014.898660,hydrogel_properties.pore_size,"{""value"":70.4,""unit"":""Å"",""raw_text"":""VPBA-50 composite column average pore diameter 70.4 Å""}",observed_fulltext,VPBA-50 composite column | 70.4,Table 1 Some physicochemical properties of polymers,Table 1,0.8,field_completion_v7_property_first_patch,cryogel_column,"The allowed patch list for these records does not include hydrogel_properties.pore_size, although Table 1 directly reports average pore diameter.",2026-07-06T02:05:53,v7_plus_v9pilot
1243,10.1080/01496395.2014.898660,hydrogel_properties.total_pore_volume,"{""value"":0.038,""unit"":""mL/g"",""raw_text"":""VPBA-50 composite column total pore volume 0.038 mL/g""}",observed_fulltext,VPBA-50 composite column | 0.038,Table 1 Some physicochemical properties of polymers,Table 1,0.8,field_completion_v7_property_first_patch,cryogel_column,"Total pore volume is directly reported, but no allowed target_path exists for total pore volume in the record missing_focus lists.",2026-07-06T02:05:53,v7_plus_v9pilot
1244,10.1080/01496395.2014.898660,boron_content,"{""value"":2.57,""unit"":""mmol/g"",""raw_text"":""boron content was determined as 2.57 mmol/g""}",observed_fulltext,boron content was determined as 2.57 mmol/g for PHEMA/poly(HEMA-VPBA) composite cryogel,Characterizations of Monolithic HPLC Composite Columns,Table 1,0.88,field_completion_v7_property_first_patch,cryogel_column,Boron content is a useful material composition property but is not one of the allowed record patch target paths.,2026-07-06T02:05:53,v7_plus_v9pilot
1265,10.1080/01496395.2016.1183677,hydrogel_properties.swelling_ratio,"{""value"":7.3,""unit"":""g H2O/g polymer"",""raw_text"":""The equilibrium SD was 7.6 and 7.3 g H2O/g for PVA and PVA/PEI blended monolithic cryogel, respectively.""}",observed_fulltext,"The equilibrium SD was 7.6 and 7.3 g H2O/g for PVA and PVA/PEI blended monolithic cryogel, respectively.",Characterization of PVA/PEI cryogel,Table 1,0.98,field_completion_v7_property_first_patch,cryogel_column,Swelling ratio is strongly supported for the PVA/PEI-Cu2+ cryogel but swelling_ratio is not in the missing_focus list for any provided record.,2026-07-06T02:12:26,v7_plus_v9pilot
1266,10.1080/01496395.2016.1183677,hydrogel.Cu2+ loading,"{""value"":58.9,""unit"":""µmol/g polymer"",""raw_text"":""The calculated amount of Cu2+ incorporated into PVA/PEI was 58.9 µmol/g polymer.""}",observed_fulltext,The calculated amount of Cu2+ incorporated into PVA/PEI was 58.9 µmol/g polymer.,Characterization of PVA/PEI cryogel,Table 1,0.98,field_completion_v7_property_first_patch,cryogel_column,"Cu2+ loading is a material property reported for the adsorbent, but no allowed missing target_path captures metal loading directly.",2026-07-06T02:12:26,v7_plus_v9pilot
1267,10.1080/01496395.2016.1183677,hydrogel_properties.flow_resistance,"{""value"":635,""unit"":""cm/h"",""raw_text"":""Flow resistance (cm/h) ... PVA/PEI-Cu2+ Cryogel ... 635""}",observed_fulltext,Flow resistance (cm/h) | 365 | 635,Table 1. Physical properties of adsorbent polymers,Table 1,0.98,field_completion_v7_property_first_patch,cryogel_column,Flow resistance is reported for the PVA/PEI-Cu2+ cryogel but is not one of the allowed record patch target paths.,2026-07-06T02:12:26,v7_plus_v9pilot
47,10.1080/01496395.2017.1318921,hydrogel.synthesis_method,"""cryo-copolymerization at −12°C""",observed_fulltext,The cryogel was produced by cryo-copolymerization at −12°C.,Abstract,,0.91,field_completion_v7_property_first_patch,cryogel_column,"The base cryogel synthesis method is stated generally for the article, but this target path is not listed in the missing_focus arrays.",2026-07-06T02:47:26,v7_plus_v9pilot
48,10.1080/01496395.2017.1318921,hydrogel_properties.hydraulic_permeability,"{""value"":5.9e-13,""unit"":""m2"",""raw_text"":""Hydraulic permeability was equal to 5.9 × 10−13 m2""}",observed_fulltext,Hydraulic permeability was equal to 5.9 × 10−13 m2,Affinity cryogel characterization,,0.96,field_completion_v7_property_first_patch,cryogel_column,"Hydraulic permeability is directly reported, but it is not an allowed record patch target path.",2026-07-06T02:47:26,v7_plus_v9pilot
49,10.1080/01496395.2017.1318921,hydrogel_properties.axial_dispersion_coefficients,"{""min"":1e-08,""max"":1e-05,""unit"":""m2/s"",""raw_text"":""Dax values varied from 10−8 to 10−5 m2/s""}",observed_fulltext,The Dax values varied from 10−8 to 10−5 m2/s,Affinity cryogel characterization,Fig. 6,0.94,field_completion_v7_property_first_patch,cryogel_column,"Axial dispersion is a column-level characterization result, but it is not an allowed record patch target path.",2026-07-06T02:47:26,v7_plus_v9pilot
50,10.1080/01496395.2017.1318921,hydrogel_properties.HETP,"{""min"":0.04,""max"":0.05,""unit"":""mm"",""raw_text"":""between 0.04 and 0.05 mm""}",observed_fulltext,Height values equivalent to a theoretical plate (HETP)... between 0.04 and 0.05 mm,Affinity cryogel characterization,,0.94,field_completion_v7_property_first_patch,cryogel_column,"HETP is a column characterization metric, but it is not an allowed record patch target path.",2026-07-06T02:47:26,v7_plus_v9pilot
51,10.1080/01496395.2017.1318921,hydrogel_properties.morphology,"""uniform, interconnected pore structure""",observed_fulltext,"The pore structure of the affinity cryogel was uniform, interconnected",Affinity cryogel characterization,Fig. 7,0.95,field_completion_v7_property_first_patch,cryogel_column,"The morphology is useful characterization evidence, but the allowed patch fields only include quantitative pore size and related properties.",2026-07-06T02:47:26,v7_plus_v9pilot
52,10.1080/01496395.2017.1318921,protein.competitor_proteins,"[""conalbumin"",""ovalbumin""]",observed_fulltext,"the three major proteins (conalbumin, ovalbumin, and lysozyme) were detected",Purification of lysozyme from chicken egg white,Fig. 3,0.86,field_completion_v7_property_first_patch,cryogel_column,"Competitor proteins are explicitly present in chicken egg white purification, but only one existing record is a CEW purification record and its missing_focus does not include protein.competitor_proteins.",2026-07-06T02:47:26,v7_plus_v9pilot
645,10.1080/01496395.2019.1577446,hydrogel_properties.swelling_ratio,"{""value"":6.12,""unit"":""g H2O/g cryogel"",""raw_text"":""6.12 g H2O/g cryogel""}",observed_fulltext,"The equilibrium swelling degree and macroporosity of the NANA-imprinted p-HEMA-(MAH)2-Cu(II) cryogel were 6.12 g H2O/g cryogel and 81.04%, respectively.","Characterization of MAH, (MAH)2Cu(II), (MAH)2Cu(II)-NANA preorganized monomer and NANA-imprinted p-HEMA-(MAH)2-Cu(II) cryogel",,0.96,field_completion_v7_property_first_patch,mip_imprinting,"The value is explicitly for the NANA-imprinted cryogel, but swelling_ratio is only missing for NIP records in the supplied missing_focus list.",2026-07-06T05:43:31,v7_plus_v9pilot
646,10.1080/01496395.2019.1577446,hydrogel_properties.porosity_pct,"{""value"":81.04,""unit"":""%"",""raw_text"":""81.04%""}",observed_fulltext,"The equilibrium swelling degree and macroporosity of the NANA-imprinted p-HEMA-(MAH)2-Cu(II) cryogel were 6.12 g H2O/g cryogel and 81.04%, respectively.","Characterization of MAH, (MAH)2Cu(II), (MAH)2Cu(II)-NANA preorganized monomer and NANA-imprinted p-HEMA-(MAH)2-Cu(II) cryogel",,0.96,field_completion_v7_property_first_patch,mip_imprinting,"The value is explicitly for the NANA-imprinted cryogel, but porosity_pct is only missing for NIP records in the supplied missing_focus list.",2026-07-06T05:43:31,v7_plus_v9pilot
647,10.1080/01496395.2019.1577446,hydrogel_properties.pore_size,"{""value"":10,""unit"":""µm"",""raw_text"":""about 10 µm""}",observed_fulltext,the cryogel had interconnected pores and the pore size was found as about 10 µm.,"Characterization of MAH, (MAH)2Cu(II), (MAH)2Cu(II)-NANA preorganized monomer and NANA-imprinted p-HEMA-(MAH)2-Cu(II) cryogel",Fig. 3c,0.95,field_completion_v7_property_first_patch,mip_imprinting,"The value is explicitly for the NANA-imprinted cryogel, but pore_size is only missing for NIP records in the supplied missing_focus list.",2026-07-06T05:43:31,v7_plus_v9pilot
534,10.1080/01496395.2019.1612912,nanoparticle_PDI,"{""value"":0.4,""raw_text"":""PDI value of the size analysis was determined as 0.4""}",observed_fulltext,PDI value of the size analysis was determined as 0.4.,Characterization of anti-LDL antibody nanoparticles,,0.94,field_completion_v7_property_first_patch,cryogel_column,PDI describes the embedded antibody nanoparticles but no allowed missing target path directly captures PDI.,2026-07-05T22:34:11,v7_plus_v9pilot
535,10.1080/01496395.2019.1612912,fluorescence_emission,"{""value"":654,""unit"":""a.u."",""wavelength"":""605 nm"",""raw_text"":""maximum emission was recorded as 654 a.u. at a wavelength of 605 nm""}",observed_fulltext,The maximum emission was recorded as 654 a.u. at a wavelength of 605 nm.,Characterization of anti-LDL antibody nanoparticles,Fig. 2,0.92,field_completion_v7_property_first_patch,cryogel_column,Fluorescence characterizes the nanoparticles but is not one of the allowed record-level target paths.,2026-07-05T22:34:11,v7_plus_v9pilot
616,10.1080/01496395.2019.1617743,hydrogel_properties.young_modulus,"""pure cryogel: 657.00 ± 2.37 kPa; Trp-cryogel: 866.37 ± 20.80 kPa""",observed_fulltext,The Young's moduli obtained for the pure cryogel and Trp-cryogel were 657.00 ± 2.37 and 866.37 ± 20.80 kPa,Mechanical properties,,0.97,field_completion_v7_property_first_patch,cryogel_column,"Young's modulus is directly reported for the hydrogel samples, but hydrogel_properties.young_modulus is not in any record's missing_focus, so it cannot be emitted as a record patch.",2026-07-05T22:54:15,v7_plus_v9pilot
403,10.1080/01932691.2010.497463,DSC thermal transitions,"{""Tg"":{""value"":105,""unit"":""°C""},""Tm"":{""value"":340,""unit"":""°C""},""raw_text"":""sharp Tg at 105°C and a minor Tm at 340°C""}",observed_fulltext,sharp Tg at 105°C and a minor Tm at 340°C,Differential Scanning Calorimetry,Figure 1,0.86,field_completion_v7_property_first_patch,general_batch_adsorption,"The DSC result is reported for the gelatin-poly(HEMA-co-acrylonitrile) semi-IPN generally, without identifying which Table 3 composition row was measured.",2026-07-05T21:48:23,v7_plus_v9pilot
953,10.1080/03602559.2012.709297,hydrogel_properties.swelling_ratio,"{""raw_text"":""Equilibrium Swelling Ratio values reported from 3.56 +/- .11 to 9.53 +/- .28 across compositions""}",observed_fulltext,Equilibrium Swelling Ratio ... 3.56 +/- .11 ... 9.53 +/- .28,Table 1,Table 1,0.9,field_completion_v7_property_first_patch,general_batch_adsorption,"Swelling ratio is reported by individual hydrogel composition, but hydrogel_properties.swelling_ratio is not in the missing_focus list for the records, so no record patch was emitted.",2026-07-06T00:44:26,v7_plus_v9pilot
954,10.1080/03602559.2012.709297,hydrogel_properties.morphology,"""woven, mesh type surface morphology with cavities and heaps""",observed_fulltext,woven type of morphology ... mesh type of surface morphology ... appearance of cavities and heaps,SEM Analysis,Figure 3,0.82,field_completion_v7_property_first_patch,general_batch_adsorption,The SEM evidence is qualitative morphology and does not map to one of the allowed missing hydrogel property target paths such as numeric pore_size or porosity_pct.,2026-07-06T00:44:26,v7_plus_v9pilot
448,10.1080/08927014.2012.702763,protein.molecular_weight_kDa,"{""value"":14.5,""unit"":""kDa"",""raw_text"":""lysozyme ... 14.5 kDa molecular mass""}",observed_fulltext,Lysozyme is ... a positively charged protein of 14.5 kDa molecular mass.,Discussion,,0.92,field_completion_v7_property_first_patch,general_batch_adsorption,"The value applies to lysozyme, but protein.molecular_weight_kDa is not listed in the missing_focus for the lysozyme records, so it cannot be emitted as a record patch.",2026-07-05T22:05:16,v7_plus_v9pilot
449,10.1080/08927014.2012.702763,protein.charge_at_experiment_pH,"""positively charged""",observed_fulltext,Lysozyme is ... a positively charged protein,Discussion,,0.85,field_completion_v7_property_first_patch,general_batch_adsorption,"The charge statement is directly reported for lysozyme, but protein.charge_at_experiment_pH is not listed in the missing_focus for the lysozyme records.",2026-07-05T22:05:16,v7_plus_v9pilot
1127,10.1080/08927022.2012.749408,experiment.temperature_C,"{""value"":310,""unit"":""K"",""raw_text"":""control the temperature and pressure to 310 K and 101.3 kPa""}",observed_fulltext,The Langevin method was employed during the MD runs to control the temperature and pressure to 310 K and 101.3 kPa,2.3 Simulation details,,0.95,field_completion_v7_property_first_patch,general_batch_adsorption,"The temperature is a simulation condition for all MD runs, but experiment.temperature_C is not listed in the missing_focus paths for the records, and the article reports Kelvin rather than an explicit Celsius value.",2026-07-06T01:35:51,v7_plus_v9pilot
1128,10.1080/08927022.2012.749408,experiment.water_box_volume,"{""amine"":""108 × 108 × 108 Å3"",""carboxyl"":""100 × 128 × 96 Å3"",""hydroxyl"":""108 × 128 × 96 Å3""}",observed_fulltext,"The water box volume was set to 108 × 108 × 108 Å3 for the amine group, 100 × 128 × 96 Å3 for the carboxyl group and 108 × 128 × 96 Å3 for the hydroxyl group.",2.3 Simulation details,,0.98,field_completion_v7_property_first_patch,general_batch_adsorption,"Water box volume is a reported simulation setup property, but it has no allowed target_path in the requested record patch schema.",2026-07-06T01:35:51,v7_plus_v9pilot
38,10.1080/09205063.2014.997560,hydrogel_properties.surface_area,"""Specific surface area of the plain and dye-attached cryogel was determined by BET analysis.""",observed_fulltext,Specific surface area of the plain and dye-attached cryogel was determined by BET analysis.,Characterization of Reactive Green 19-attached cryogel,,0.72,field_completion_v7_property_first_patch,cryogel_column,The context states that BET surface area was measured but does not provide numerical values assignable to plain or dye-attached records.,2026-07-05T19:36:10,v7_plus_v9pilot
39,10.1080/09205063.2014.997560,hydrogel.dye_loading,"{""value"":106.25,""unit"":""μmol/g cryogel"",""raw_text"":""Attached amount of Reactive Green 19 to cryogel support was calculated as 106.25 μmol/g cryogel.""}",observed_fulltext,Attached amount of Reactive Green 19 to cryogel support was calculated as 106.25 μmol/g cryogel.,Abstract,,0.96,field_completion_v7_property_first_patch,cryogel_column,Dye loading is directly reported for the functionalized cryogel but is not one of the allowed record patch target paths.,2026-07-05T19:36:10,v7_plus_v9pilot
780,10.1080/09205063.2016.1201916,hydrogel_properties.contact_angle_deg,"{""min"":50,""max"":90,""unit"":""deg"",""raw_text"":""decreasing contact angles, from 90° to 50°""}",observed_fulltext,"all silicone hydrogels incorporated with amino acids showed obviously decreasing contact angles, from 90° to 50°",3.4. Hydrophilicity and equilibrium water content,Figure 4A,0.76,field_completion_v7_property_first_patch,antifouling_surface,The range covers multiple amino-acid-modified silicone hydrogels and cannot be assigned to a specific existing record whose missing_focus includes this field.,2026-07-06T06:04:03,v7_plus_v9pilot
781,10.1080/09205063.2016.1201916,hydrogel_properties.water_content_pct,"{""min"":30,""max"":55,""unit"":""%"",""raw_text"":""equilibrium water content of all amino acid modified silicone hydrogels increased from 30 to 55%""}",observed_fulltext,the equilibrium water content of all amino acid modified silicone hydrogels increased from 30 to 55%,3.4. Hydrophilicity and equilibrium water content,Figure 4B,0.76,field_completion_v7_property_first_patch,antifouling_surface,The reported range spans the amino-acid-modified hydrogel set rather than a single hydrogel/protein record.,2026-07-06T06:04:03,v7_plus_v9pilot
782,10.1080/09205063.2016.1201916,contact_lens_geometry,"{""diameter"":{""value"":12.5,""unit"":""mm""},""thickness"":{""value"":0.07,""unit"":""mm""},""raw_text"":""12.5 mm diameter and 0.07 mm thickness""}",observed_fulltext,amino acids grafted silicone hydrogel contact lenses with 12.5 mm diameter and 0.07 mm thickness,2.4. Preparation and characterization of silicone hydrogel contact lenses,,0.9,field_completion_v7_property_first_patch,antifouling_surface,The geometry applies to the prepared amino-acid-grafted contact lenses generally and thickness is not in the missing_focus for the contact-lens records.,2026-07-06T06:04:03,v7_plus_v9pilot
783,10.1080/09205063.2016.1201916,hydrogel_properties.degradation_or_stability,"""no irritation and damage to rabbit eyeball tissues after 4 weeks of wearing""",observed_fulltext,"had no irritation and damage to the conjunctiva, cornea, iris, cilliary body, and lens of rabbit eyeballs",3.7. Application,Figure 8,0.72,field_completion_v7_property_first_patch,antifouling_surface,This is an in vivo tissue-biocompatibility observation for the contact lens set and cannot be safely mapped to one protein adsorption record as hydrogel stability.,2026-07-06T06:04:03,v7_plus_v9pilot
531,10.1080/09205063.2017.1327751,hydrogel_properties.water_content_pct,"{""Nesofilcon A"":78,""Nelfilcon A"":69,""Omafilcon A"":60,""Ocufilcon B"":53,""Etafilcon A"":58,""Etafilcon A (with pigment)"":58,""Polymacon"":38}",observed_fulltext,Water content (%) | 78 | 69 | 60 | 53 | 58 | 58 | 38,Materials table,Table 1,0.99,field_completion_v7_property_first_patch,general_batch_adsorption,"Water content was reported by material, but hydrogel_properties.water_content_pct was not included in the missing_focus list for any record, so it cannot be emitted as record patches under the hard rules.",2026-07-06T05:20:59,v7_plus_v9pilot
532,10.1080/09205063.2017.1327751,hydrogel.principal_monomers,"{""Nesofilcon A"":""HEMA, NVP"",""Nelfilcon A"":""FMA, PVA,PEG"",""Omafilcon A"":""HEMA, PC"",""Ocufilcon B"":""HEMA, MA"",""Etafilcon A"":""HEMA, MA"",""Etafilcon A (with pigment)"":""HEMA, MA"",""Polymacon"":""HEMA""}",observed_fulltext,"Principal monomers | HEMA, NVP | FMA, PVA,PEG | HEMA, PC | HEMA, MA | HEMA, MA | HEMA, MA | HEMA",Materials table,Table 1,0.99,field_completion_v7_property_first_patch,general_batch_adsorption,"The table reports principal monomers but no monomer ratios; the allowed record target is hydrogel.monomer_ratios, so these qualitative composition descriptors were retained only at article level.",2026-07-06T05:20:59,v7_plus_v9pilot
691,10.1080/09205063.2017.1363127,hydrogel_properties.pore_size,"{""min_raw"":""sub-micrometres"",""max_raw"":""several micrometres"",""raw_text"":""the size of the pores is within the range of sub-micrometres to several micrometres""}",observed_fulltext,the size of the pores is within the range of sub-micrometres to several micrometres,3.3. Structural morphologies of the hydrogels,Figure 2,0.74,field_completion_v7_property_first_patch,general_batch_adsorption,"The pore-size statement describes the prepared copolymer hydrogel series rather than a single record-specific sample, and pore_size is not missing for the HNS-4 records.",2026-07-06T05:50:18,v7_plus_v9pilot
692,10.1080/09205063.2017.1363127,hydrogel_properties.degradation_or_stability,"""SCL materials must have chemical and thermal stability""",observed_fulltext,SCLs materials must have... chemical and thermal stability,1. Introduction,,0.35,field_completion_v7_property_first_patch,general_batch_adsorption,"This is contextual design rationale, not a measured stability value for any specific record.",2026-07-06T05:50:18,v7_plus_v9pilot
